"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1623105075831104 0.06408579880580086 -0.02582526361029896 -5.296311857603821e-05 8.437163967858764e-05 0.0003330060783430966 0.1683621460047433 0.05742862600746294 0.00025828770656914 -0.02780437117675311 -4.401326724087676e-05 7.820743143130815e-05
20 0.1996178281779451 0.06917686499904287 -0.01771269747766561 -7.006162850117556e-05 7.697862818896759e-05 -7.423644280024993e-05 0.2048202595196322 0.06587345187688796 -8.107880237407605e-05 -0.01912753730055111 -4.680010483973681e-05 7.760335960948625e-05
30 0.2101543200708369 0.0661619840271222 -0.01499193008677233 7.058741941881292e-05 5.429003190519983e-05 2.240222238294461e-05 0.2148708416569392 0.06243370489408891 -8.70431551134611e-05 -0.01710062455326038 0.0001239276563932397 4.336564549566861e-05
40 0.2110869836411674 0.06916078507121205 -0.01428952552273885 -8.949774485275107e-05 7.519176311293419e-05 0.0006988363595857221 0.2160124233806215 0.0635645572158533 0.0007651684982941882 -0.01710722979655762 -9.742095781513685e-05 7.990298205100149e-05
50 0.2059505091261092 0.06799631364784674 -0.01581916668513738 -6.725672165171684e-05 0.0001747693599923375 0.0001041900134592138 0.2113345193722594 0.06270600588264738 0.0002583074286311774 -0.01834896787263289 -2.853307244859862e-05 0.000193474971780756
60 0.2018208707589254 0.07063177750288475 -0.01719596844515724 7.094773405590167e-05 0.0004116595475919309 1.629495621711337e-05 0.2073049651569283 0.06588783902766093 -0.000494748772664298 -0.01949319220398006 0.0004383551583314595 0.0003574675610201032
70 0.2024982459373829 0.07389704068995805 -0.01670175495685412 -0.0005763367225947004 0.001008796054452991 0.002149605298471683 0.2078222824134704 0.06949794755547356 0.00151674673651462 -0.01877204449202429 -0.0001793965225648512 0.0009398555388264979
80 0.2069661020715695 0.07577539256055447 -0.01590480788649378 -0.0003585288694676997 0.0006347581276534574 0.003045782248681397 0.2120804583989575 0.071957217995588 0.002359639617291181 -0.01779947575064134 7.971973748059545e-05 0.0005631633214349021
90 0.2073709609904209 0.07401939367030382 -0.01524133358012431 0.0004060662462591518 1.540079844576347e-05 0.001994024244231916 0.2124830157198025 0.07042145370321388 0.001485005461454968 -0.01713626280685018 0.0008031921968585538 -2.557470369336011e-05
100 0.2048039985940165 0.06891767860718087 -0.01509965070412033 0.0002220011141928461 0.0001796804847012412 0.002584150416168753 0.2099653570371042 0.0661271810209038 0.001493325255370567 -0.01668631472957388 0.000835192610829519 7.755596940837471e-05
110 0.2031285471606773 0.06617468379759076 -0.01501658164155908 -0.0002666564391738018 0.0005634321489356569 0.004241295141468916 0.2080791856232086 0.06407201065597068 0.002590960946448928 -0.01629731492158888 0.0004660694890089374 0.000393575574171122
120 0.2033149458161363 0.06543695517841454 -0.01460510210453659 -0.0004157491026686852 0.0006806444173166348 0.005411117666111247 0.2081315939102736 0.0634814792994812 0.004067217368180288 -0.01583689217044078 0.0001045505862179621 0.0005250060752271115
130 0.2029992796606022 0.06579103384487235 -0.01403366311658307 -0.0002895179815440762 0.0005235320322573859 0.005370264683159719 0.2078798335407059 0.06388092183445528 0.004432234037173348 -0.01535549149496591 1.434474535439303e-05 0.0004066729543269849
140 0.2023287078277539 0.06687433639561356 -0.01360326291911404 -0.0002970866536399186 0.0006453022892746213 0.006480072273422261 0.2072793915938514 0.06518912657029949 0.005616660145058638 -0.0148627419769939 -0.0001433580713005856 0.0005448136150550763
150 0.2019809927726375 0.06759967845964616 -0.01319735324691022 -0.0001683179818866037 0.0005920223226436667 0.007245014264310539 0.2068255864296215 0.06606500399550469 0.006412040011100004 -0.01432996487399659 -3.506847609761775e-05 0.000499292130981731
160 0.2013047713684981 0.06752588989203423 -0.01286878756279575 0.0002467696797098233 0.000134461451649865 0.006230707851775936 0.2060041596020878 0.06614954049577514 0.005549034810984753 -0.01397516811286128 0.0004298863816264408 5.762689897050677e-05
170 0.2008040074373452 0.06694519019719085 -0.01275252224069051 0.0006279900285148727 -0.00033438420370376 0.004724673908725752 0.2055139703869208 0.06549906826559279 0.004438330117487437 -0.01395930464476994 0.0007102608078268037 -0.0003718737509754383
180 0.2010514320608851 0.066505036498775 -0.01262432990042355 0.001111758280237667 -0.0009157761184529303 0.002507291747110229 0.2059640183774521 0.06474837035215873 0.003181425999381416 -0.01397909034863446 0.0009068927990514048 -0.0008629317898994953
190 0.2015648119701963 0.0669345986913962 -0.01245936393877365 0.001029557029859899 -0.0008964416842280544 0.002585588483125655 0.206492173768061 0.06463433978645486 0.0036446237831543 -0.01401825897934143 0.0007115321657972154 -0.0008061754375623852
