"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cd-scale-avg" "cs-scale-avg" "cl-scale-avg")
350 0.1785101796621935 0.06063076564021764 -0.007889255870628878 0.0002900775725335618 -0.0001418607683421276 0.006401854633990803 0.1832319201448366 0.05595403451048653 0.00414197009287975 0.1810807494267394 0.001020610006344737 0.05215323075217244
360 0.1788855271416408 0.06086450054968471 -0.007886271207831133 0.0002813367379743326 1.26470024720387e-05 0.007223282523703577 0.1836398930519757 0.05625436487415082 0.004880212032214531 0.1812716363384973 0.001519914406545598 0.05259074913199999
370 0.1792090813939964 0.06147247155921476 -0.007759659866287047 0.0006658902769259554 -0.000170345227701774 0.007121270040022395 0.1840150018208274 0.05702142082866997 0.004721620721571063 0.1815049792164428 0.001964167764392938 0.05315003275931528
380 0.179151934920344 0.06243154218043465 -0.007462003282474721 0.0008575792752010497 -0.0002518628884770032 0.008523452529455886 0.1840233558732637 0.05816414745547532 0.006530319766633807 0.1818076809454166 0.002459360152227354 0.05388246519857572
390 0.1788491793638811 0.06266217675165936 -0.007383630026812922 0.0005866470325143081 4.671935665200144e-05 0.009646301412292699 0.1838134531061325 0.05835942052423485 0.008425832123658843 0.1821734392863812 0.003153722358956547 0.05469207180745198
400 0.1790501032578232 0.06233394455221426 -0.007527651078109042 0.000172389880520417 0.0005039082296635962 0.009820048325603061 0.1840471872862965 0.05793707796370767 0.009025522478166551 0.1825726103959585 0.003904158438070334 0.05544927897593058
410 0.1795734612288226 0.06255407617548989 -0.007606576909342556 -0.0003363833917583436 0.0009767253026813504 0.009437397677285511 0.1845895305649175 0.05821050165290265 0.008326800350729618 0.1830096874655614 0.004639341892208232 0.05614516084439278
420 0.1794986428269481 0.06290274836839246 -0.00752834221599087 -0.0005687846316109401 0.001061885127287716 0.008060283705387318 0.184528775271816 0.05855414828547838 0.006721366352897568 0.1834267903126949 0.005304399181928362 0.0567730080649035
430 0.178777972053724 0.06254045798796665 -0.007430186751034302 -0.0005362051263011374 0.0008421046191902842 0.006004179114264293 0.1838426850583025 0.05802617090540172 0.004888133966917561 0.1837236104486436 0.005832156193680018 0.05723300316477282
440 0.1786202413089436 0.06194228993852877 -0.007741292748798737 -0.0001910032554952009 0.000378799127299676 0.004662843507332852 0.1835943571631286 0.05729684965473315 0.003070232147243314 0.1838883658810688 0.006069750580880441 0.0575042650352791
450 0.1790009693012131 0.06066928427127694 -0.008072512095091139 0.0001583060542705315 2.325251113034723e-05 0.002895172785247014 0.183882652648605 0.05603979368864051 0.001050558034442092 0.183972404838095 0.005934929740888345 0.05759729149300585
460 0.1790950875910967 0.05971449171623464 -0.008219526004784433 0.0003903133828018556 -0.0002420189419457495 0.001024357068830928 0.1839154807254772 0.05524394175572499 -0.0005557408741413517 0.1840142274353365 0.005469650135157938 0.05753440502734389
470 0.179565510079917 0.0596984947933609 -0.008176225457944997 0.0002095782194647839 -0.0001546370346287349 0.001215559623530999 0.1842747674426918 0.05528089346320435 -0.0008084609793931048 0.1840385831875521 0.004917987280709274 0.05739798678289119
480 0.1798630062180035 0.06024568314674182 -0.008010089967602269 -0.0001361425063818181 -1.163832997683459e-05 0.001875561705494698 0.1845813740229816 0.05583831102614382 -0.0009896534277300546 0.1840801480303717 0.004281640593968956 0.05718566347559496
490 0.179696318250839 0.0599591175419119 -0.007898516733104837 8.500166168531197e-05 -0.0003859986149145776 0.0003197807514816896 0.1844794894658432 0.05579945849997279 -0.002493358752741993 0.1841421965036106 0.00334222860356384 0.0569369049620606
500 0.179955656162064 0.05963473317882056 -0.007991076305917567 0.0008446650555919873 -0.001104992622397602 -0.002756191195095604 0.1848198273801043 0.05570172235111495 -0.00490189932335567 0.1842168899255354 0.002079647140584405 0.0566974489368876
510 0.1804112538671929 0.06005176571838684 -0.007912307604150084 0.001464416327628354 -0.001614891183368944 -0.005323590399300001 0.1852408196527517 0.05620395970123637 -0.006674319639080812 0.184286588431011 0.000603166513424847 0.05648640954887967
520 0.1808303365355433 0.06098393275827965 -0.007539281089810023 0.001675214034203087 -0.001742453031576943 -0.006802643450838824 0.1856944407127026 0.05714967281309184 -0.007287248024967429 0.1843712276866861 -0.0008511375175392013 0.05631299153897001
530 0.1813409111631879 0.06178522589265611 -0.007073836924039917 0.001887352897193725 -0.001832116377027398 -0.00760161975104726 0.1863076983155398 0.05796567037829882 -0.007348784245925384 0.1845576662288064 -0.002161792803769687 0.05624365609431777
540 0.1813011107935053 0.06200852046680536 -0.007037402298146748 0.001864793722935947 -0.001744770691395503 -0.006675743725341726 0.1862624260890465 0.05822644953539789 -0.005775594556793779 0.1848334663209198 -0.003218669963640591 0.05629746459817889
550 0.1803072297864635 0.06149676766293662 -0.00725571623562079 0.00149767447648401 -0.001397326681044627 -0.003932363730747655 0.1852161120015247 0.05786325470314233 -0.002688984700238983 0.1850292999895235 -0.003821878512349247 0.05643928364018297
560 0.1796486213588164 0.0611342406233503 -0.007124581818735844 0.001348730575416247 -0.001186334755973765 -0.002797681837413499 0.1844941933728929 0.05771968810921907 -0.001300820518647096 0.1851168951923994 -0.00400519833697498 0.05666126779899575
570 0.1795968359467486 0.0613567342899725 -0.007055706659095984 0.001341121329750874 -0.001168037749950085 -0.00276896626085104 0.1843476276256324 0.05810003408713012 -0.001187960154406146 0.185143560687263 -0.004042633890953802 0.05692995344501375
580 0.179914877583446 0.0617322054620365 -0.007020405428233949 0.00139451749724915 -0.001251106915097608 -0.003398251966911016 0.184648954557994 0.05844930830618029 -0.002179746185265777 0.1851457108485722 -0.004123491867239136 0.05720401714305428
590 0.1800054867508319 0.06195799394640456 -0.006975032440490503 0.00196172573647788 -0.001689270996133065 -0.004950230158367939 0.1847714722911764 0.05857473518643453 -0.003963236575858477 0.1851692793605804 -0.004266718034947245 0.05746893332265715
600 0.1798723544919019 0.06196372396936104 -0.007103413501554257 0.002628578633397172 -0.002183997878411123 -0.006584126376140296 0.1846630075726056 0.05855395317338344 -0.005514778959503861 0.1851774777937311 -0.004375740580556116 0.05775437846988336
610 0.179725607075817 0.06213946130823236 -0.007263064452372799 0.002847887520584257 -0.002387839820037051 -0.007344317634767842 0.1845359074355294 0.05871748653566514 -0.006171802723561899 0.1851300732377922 -0.0043699918791108 0.05802506374596437
620 0.1794118907786207 0.06229111527735242 -0.007277991417960518 0.002810670406866105 -0.002384912160991089 -0.007438266756201503 0.1842471735491955 0.05873869731077146 -0.006290431696551229 0.1850240133837438 -0.00429064127777676 0.05822869809291054
630 0.1789573688325937 0.06265093731760508 -0.007177667442801417 0.002555777803478447 -0.00212143351756888 -0.006401613842315247 0.1838376870312334 0.05891772306557169 -0.005725819606047668 0.1848204848965121 -0.004156513645321308 0.05834690107480113
640 0.1789592573625862 0.06288534656731895 -0.007089381631932275 0.002015964216115626 -0.001526423004425547 -0.004678178534659664 0.1838911496709567 0.05900408344107853 -0.004794807596492156 0.1845641436783825 -0.004009678694656348 0.05843012957401603
650 0.1787680060845997 0.062413283212762 -0.007046223805640362 0.001417036169343174 -0.001006702963490002 -0.003254561205153673 0.1837433097824057 0.05841606603750579 -0.003974443812667263 0.1843793675688791 -0.004037479536177746 0.05849616102060074
660 0.1784796681766341 0.06213895020182245 -0.007020442159352948 0.001156419613350525 -0.0008702656009929366 -0.002478017361489534 0.1834930579074116 0.05806382470869108 -0.003383534309390779 0.1842600397834151 -0.004223055341989102 0.05854135640385955
670 0.1785996127000981 0.06200418037106024 -0.007015230791452447 0.001169912831180831 -0.0009464031343798074 -0.002596463531824521 0.1836118165777257 0.05784820379481218 -0.003487297426457038 0.1841759711548866 -0.004444902327130002 0.05854450243095172
680 0.1790794589999898 0.06194004684132608 -0.007076043861992887 0.001288922043332368 -0.001079203771389962 -0.00296716157476854 0.1840601558259631 0.05777657650998175 -0.003811060845753143 0.1841119243928498 -0.004649144748172423 0.0584945099197139
690 0.1793108323809265 0.06168064463971315 -0.007136139838072123 0.001288409709576411 -0.001086746583095162 -0.003311801206469039 0.1842469925472904 0.05760135851662777 -0.003970683412591315 0.1840561429234449 -0.004727316784872804 0.05840901810001781
700 0.179345405430125 0.06158469626161654 -0.007088942672124146 0.001067021748390146 -0.0009574734529295745 -0.003304750152919056 0.1842465820750542 0.057554232559815 -0.003674871931520805 0.184007932161742 -0.0046290213549631 0.05830868467620798
710 0.1798287753956381 0.06181945111273597 -0.006963858175158803 0.0007621362722744643 -0.0007370305458934584 -0.001824071991857932 0.1847175041388101 0.05772270596463841 -0.001933971687775775 0.1839951633073174 -0.004315461962353777 0.05820770164361091
720 0.1806771749384871 0.06258811546174604 -0.006879352105585124 0.0004378330645068135 -0.0004490324561461643 -0.0005022104114998687 0.185559981182523 0.05835793298639787 -0.0004002066977721911 0.1840705709713024 -0.003786786894402797 0.05813672737457334
730 0.1811796050824248 0.06331822571105587 -0.006684626893276717 0.0003504682406988434 -0.0003664452485160204 -0.000188674782217953 0.1860652385951462 0.05900409420721665 6.535912603161907e-05 0.1842610883372928 -0.003190543660774818 0.05813046751396212
740 0.1811178752270814 0.06371929020422296 -0.006429176452087028 0.0005620440662681914 -0.0005945508031878404 -0.0006351992038672391 0.1860279902734586 0.05935222512703763 -0.0002637835665647335 0.1844838806187488 -0.002675225982723847 0.05814892330992576
750 0.1808179851051409 0.06395005438187923 -0.006321605673395868 0.0008729029963318363 -0.0008960740469961867 -0.001390544884582578 0.1857884384889497 0.05946223367262231 -0.001057236487078762 0.1846883911632216 -0.002311228941695421 0.05822410544224606
760 0.1806877724126593 0.06363289766373625 -0.006378959823497884 0.001158162247885589 -0.001127827765682634 -0.001657248080826963 0.1857347060713714 0.05897729863813068 -0.001300684946581937 0.1849038664554358 -0.002075878572970022 0.05832883475234078
770 0.1807112268712786 0.06314003491253199 -0.006616585189387863 0.00130250438629864 -0.001190449226303811 -0.00129476638058863 0.185819276996608 0.05837653162166189 -0.0008520319048740022 0.185131309449696 -0.001845762326694356 0.05839911756630398
780 0.1803419973455218 0.06252721663897544 -0.006815690688354911 0.001330948726606338 -0.001153669541191727 -0.0006996062732006785 0.1855041074104472 0.05769617666509022 -0.0004294572371996985 0.1853124531870737 -0.001538357472116227 0.05841853836252549
790 0.1799457764865919 0.06226373378791663 -0.006980637204121619 0.001362166406185669 -0.001158647512969152 -3.878186849561984e-05 0.1851147756152198 0.05734050707195732 -0.0001810843663622006 0.1854232168491455 -0.001174769689199952 0.05839728929633178
800 0.1794776847148245 0.06220354372120192 -0.006963023747469003 0.001317738725306917 -0.001100552192792654 0.0002700671532371268 0.1845689781999706 0.05709451860179732 -0.0004498580519747589 0.1854810556430655 -0.0008112712254502362 0.05836173636175888
810 0.179148247976341 0.06227554145557879 -0.007020774417002508 0.001443546948168071 -0.001171865902262998 0.000115524798189661 0.1841214819892554 0.05704219761122244 -0.001189092913288334 0.1854668829386837 -0.0006173716183953202 0.05830409474270481
820 0.1787441392543503 0.06215852051638102 -0.007126808348279865 0.001711681686614243 -0.001292701545029991 0.0002723625206840202 0.18360111564916 0.05704382209220411 -0.00127748432857285 0.1853356533812073 -0.0006488509220634703 0.05820532205094737
830 0.1779197420874225 0.0618145019825034 -0.007206137126639285 0.001668571520583113 -0.001138239768912345 0.0004651671189789432 0.1827015447101705 0.05700006973797802 -0.0011302838836524 0.1850587644841452 -0.0007575281744282042 0.05803336373587457
840 0.1772804114372738 0.06111717337179026 -0.007279814294772986 0.001418347098521958 -0.0009635893195056598 -0.000114398941011273 0.1820427505343431 0.05661992667024404 -0.001844423437297162 0.1846804737248057 -0.0008957297363228977 0.05779666870978029
850 0.1776531441414601 0.06056822702518457 -0.007454938100282979 0.001301786619267719 -0.001017849951539839 -0.00121250515652494 0.182433666345861 0.0563344803580472 -0.003038269203708959 0.1843075713721036 -0.001078614513660984 0.05749250830906506
860 0.1784298907633829 0.06015912882173956 -0.007550590084606331 0.001268563777424807 -0.001087966738770833 -0.001762487377560649 0.1832630240850645 0.05616184935157155 -0.003592698150793064 0.1840240087693314 -0.001291871739438267 0.05719762655514771
870 0.1787465653454905 0.05917662619665544 -0.007576853451095619 0.001110299364200765 -0.0009825953266038041 -0.002181691504580971 0.1836445088499309 0.05536275666465663 -0.003847067026489656 0.1837980891486516 -0.001556333255286942 0.05690828255824361
880 0.1782539645146798 0.05839844239113252 -0.007580260821840574 0.001007702357180766 -0.0009532318563252925 -0.002728839614332129 0.1831761246674797 0.05468192924504849 -0.003819243950233401 0.1835748141481546 -0.001884817982407473 0.05660330386700019
890 0.1778559376292603 0.05846768399080306 -0.007546318440098702 0.001224262832114644 -0.001165831694641887 -0.003447857329800224 0.1827889790677273 0.05466213126620097 -0.00375461591182863 0.1833358351541364 -0.002230230456202898 0.0563157707511355
900 0.1780372387621365 0.05932310807023972 -0.007367234839364383 0.00168587664029134 -0.001483063529532552 -0.004376398840208517 0.1829626460361588 0.05544739045955962 -0.004144819609036621 0.1831412067418701 -0.00259883158442739 0.05610142746344098
910 0.1782313467957252 0.06019510511155948 -0.007093836477483824 0.002261037169742912 -0.001759771544255857 -0.005741452723841558 0.1831351944960171 0.0563620171129313 -0.005233870157770481 0.1830150816436969 -0.002980757084804264 0.0559913549992628
920 0.1787763761412837 0.06128699641614885 -0.007081716052814071 0.002396582371547007 -0.001776100210785101 -0.005765316552354165 0.183638729879921 0.05753823426040302 -0.005459652008710718 0.1829670122419159 -0.003403484183406297 0.05598509240564035
930 0.1792333875682617 0.06188043705804745 -0.007094547056748011 0.001987361943496771 -0.001457525294576622 -0.004136928123983235 0.1840361244268227 0.05809661338628532 -0.004074532377266757 0.1830448181601403 -0.003764089635576952 0.0560800345066082
940 0.1793501110733424 0.06156752766995334 -0.0070543491143649 0.001678125228536013 -0.001200776579052039 -0.002519697318653197 0.1842207327550393 0.05768003039945055 -0.002696003569717833 0.1832273353829205 -0.003944650934405646 0.05618234543389134
950 0.1796356669689363 0.06161614758381297 -0.007043900378457218 0.001648733629018182 -0.001181116432540922 -0.001687373626137512 0.1845830079890712 0.05769163019408437 -0.00226902699661563 0.1834519492238713 -0.003932009793987377 0.05630600532689243
960 0.1797341425082651 0.06164377050151747 -0.007027950502574546 0.001555955476027906 -0.001125596784988201 -0.001278149937689021 0.1847120240224195 0.05772721385571524 -0.002222684981551183 0.1836312684408975 -0.003817085483466105 0.0564508044263891
970 0.1795455765212326 0.06146869518431705 -0.006960841566356978 0.001314205583464812 -0.0009992849385996178 -0.0009137295523928013 0.1845556731845303 0.05753940478178268 -0.002029290889538928 0.1837421449599249 -0.003657329625762934 0.05663951072705548
980 0.1789776090713722 0.06118843286842843 -0.006830087980465178 0.001213496939210794 -0.000958609446490359 -0.0007402060433896852 0.1840228131165015 0.05720533636874656 -0.001839198594448775 0.1838268497152804 -0.003457366147723492 0.05688075348435093
990 0.1785877857174012 0.06070669153549949 -0.006806069356939379 0.001189305916117212 -0.0009535361133201435 -0.00124112927889575 0.1836478513277086 0.0567509796372476 -0.00225724092414629 0.1839133547112448 -0.003288328938772916 0.05711838115062771
1000 0.1784948076139068 0.05981546538461211 -0.007016298309164729 0.001212570901468809 -0.001027449621293676 -0.002004233190744531 0.1835458296425136 0.05591432859080163 -0.002731113017251936 0.1839864184913919 -0.003144906141422348 0.05724473391957145
1010 0.1782136857286556 0.05893558024506979 -0.007109543320266791 0.001222649196478374 -0.001179726435434159 -0.003038510327324158 0.1832716460288778 0.05499316444914133 -0.003619514741879363 0.1840208334681148 -0.002992537512315143 0.05718867165010763
1020 0.1779224716524098 0.0584965587681574 -0.007106619635054426 0.001301049190994383 -0.001347232991790504 -0.004165954114399559 0.1829584046052021 0.05444128421104 -0.004805380376112669 0.1839944056792866 -0.002867435676114925 0.05695723209792212
1030 0.1778325703039458 0.05831230905701541 -0.007210089962846563 0.001572351293634116 -0.001538409819781766 -0.004846152749101769 0.1828099850153652 0.05419667073451905 -0.005496604540928392 0.1838872616370094 -0.002916627884981374 0.05658629725129824
1040 0.1782191611452732 0.0584676330539128 -0.007313542614156238 0.001745310572193523 -0.001562956773361742 -0.004935565311899343 0.1831824206984879 0.05439933105327541 -0.005394256602025259 0.1837746034973977 -0.003139063019652928 0.05622924164815746
1050 0.1785498656075631 0.0588306368641854 -0.007231724030414689 0.00161120687457887 -0.001423528164569843 -0.00485381091454084 0.1835497332894666 0.05479970376861615 -0.005133521949096667 0.1836718378860792 -0.003425256483563443 0.05592329054307798
1060 0.1789978991072287 0.05940439100580344 -0.00716691064267714 0.001377329905518023 -0.001319895680015509 -0.004472101867260189 0.1840329365212563 0.05532660032433707 -0.004790731877311098 0.183583676946018 -0.003697404743243218 0.05566115906464363
1070 0.1794232483141798 0.05975600903612745 -0.007192414223488526 0.001276256754139465 -0.001285877830743448 -0.003658793700402932 0.1844853189342429 0.0555821194810194 -0.004076791174412356 0.1835473090830175 -0.003925507904468634 0.05544464003464212
1080 0.1797114760249633 0.05994028808687635 -0.007302983954843235 0.001208394276526452 -0.001148236046748816 -0.002776067224511548 0.1847871519201778 0.05569838073005955 -0.003273231161847934 0.1835873250595188 -0.004102690154643248 0.0552755289887283
1090 0.179658933617116 0.05996679764733284 -0.007324756021952017 0.001045230913204267 -0.0009403832914771175 -0.001634938634585233 0.1847293115608107 0.05570570439033061 -0.002322502906285729 0.1836872482791217 -0.004173091661087027 0.05514763517919564
1100 0.1797521236802976 0.06024527371985854 -0.007335423239296459 0.0007719857568144812 -0.0007936772893195691 -0.0005654214997098941 0.18482527376449 0.05593830240911892 -0.001605597374568111 0.1838015539048866 -0.004111460196761014 0.05509666576697086
1110 0.1798868952905077 0.06060994525241106 -0.00736473346471476 0.0005284209968341198 -0.0007782843940100121 -0.0001458895998651792 0.1849728457810056 0.05623194590168872 -0.001548306394458 0.1839565846588571 -0.003942991483234152 0.05516895269676894
1120 0.1794152644212848 0.06065001526083161 -0.00738102542988906 0.0004329545258081133 -0.0008775067952497142 -0.001036985916602808 0.1844909902851309 0.05632234321937064 -0.002618464068813302 0.1841204782332898 -0.003723870437182645 0.05533335932883832
1130 0.1786116313833991 0.06021309610817821 -0.007315888610312185 0.0006091695810251702 -0.001132437851191154 -0.001838347988492677 0.1836506623162006 0.05611763817183404 -0.003306512589540481 0.1842423399524137 -0.003505841622686914 0.05552844764439703
1140 0.1778533178572796 0.05977192081763229 -0.007332822074625332 0.0007770286142130438 -0.001222800564200556 -0.002333396219340282 0.1828486727039482 0.05587996915650212 -0.003462933016705275 0.184261063276822 -0.003295936482776672 0.05569891457109472
1150 0.1776416742731736 0.05885193602818313 -0.007300034830141221 0.0008558226696784196 -0.00134091393868226 -0.00363877346697569 0.1826293267426621 0.05509207115001112 -0.004305588666012473 0.1841912396261461 -0.003156208210408339 0.05579015475431538
1160 0.1775401277721305 0.05792265641800409 -0.007154658166318864 0.001016769484533579 -0.001493281274908533 -0.005943309323656153 0.1825018496011381 0.05428897651338009 -0.005927346696133576 0.1840679615967113 -0.003175604046235189 0.05573862550094708
1170 0.177417588218643 0.05785813648798016 -0.007000263259409244 0.001275450694364802 -0.001610383456070761 -0.008159713389820035 0.1823105733194799 0.05437506777523696 -0.007261570877152142 0.1838764204564906 -0.003407424249904881 0.05561766269682399
1180 0.1778100101897319 0.05819439686807439 -0.006834913416726519 0.00139880527644231 -0.001537271328588418 -0.009356018605546005 0.1826316079670783 0.05483558715970339 -0.007526574214756974 0.183653847909428 -0.003793419786035029 0.05551398542032875
1190 0.1784348806615958 0.05868494338813779 -0.00672611772037225 0.001288114032103623 -0.001392708135053695 -0.009506906468259496 0.1831900300677709 0.05528884182647489 -0.006959484956543308 0.1834685966585153 -0.004242685691700757 0.05545277131220508
