nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure 
      1368 -2.346319800E-01 -7.899223071E-02  1.359371295E-01 -5.839753362E+01 
      1369 -1.749881446E-01 -7.572916215E-03  1.359476507E-01  7.408925475E+01 
      1370 -1.885958063E-01 -5.614424861E-02  1.359886503E-01  2.179705932E+01 
      1371 -1.530570575E-01  3.443086484E-02  1.360080442E-01 -1.618510309E+02 
      1372 -1.957104189E-01  4.380038022E-02  1.360165084E-01 -1.173191095E+02 
      1373 -2.082889204E-01 -1.248529240E-01  1.360474203E-01 -6.944326755E+01 
      1374 -2.004803490E-01 -3.763582982E-02  1.360677626E-01 -7.495053400E+00 
      1375 -1.995364805E-01 -5.385859120E-02  1.360699040E-01 -5.597706487E+00 
      1376 -2.402047061E-01 -1.414249885E-01  1.360744266E-01 -7.624406739E+01 
      1377 -1.644005069E-01  2.422024001E-02  1.360866959E-01 -2.596633885E+02 
      1378 -2.326586680E-01 -1.255933970E-01  1.360888008E-01 -7.066551264E+01 
      1379 -2.478618837E-01 -1.622720070E-01  1.360998918E-01 -1.028892241E+02 
      1380 -2.283701724E-01 -1.352356489E-01  1.361053195E-01 -6.613718518E+01 
      1381 -2.035776956E-01 -1.258681775E-01  1.361123120E-01 -7.346440630E+01 
      1382 -2.038613076E-01 -3.694723074E-02  1.361499794E-01 -1.246036611E+01 
      1383 -1.922571558E-01 -4.605922765E-03  1.361504934E-01 -2.490699023E+02 
      1384 -2.243543415E-01 -1.273715273E-01  1.361663938E-01 -6.914697335E+01 
      1385 -2.447384061E-01 -1.230687752E-01  1.361753064E-01 -7.924131340E+01 
      1386 -2.070856290E-01 -1.280855951E-01  1.361795108E-01 -7.057908636E+01 
      1387 -1.925904926E-01  5.347788823E-03  1.361807649E-01 -2.553142351E+02 
      1388 -2.486208877E-01 -9.575524522E-02  1.361997947E-01 -5.890583684E+01 
      1389 -2.311808001E-01 -7.475021252E-02  1.362115534E-01 -5.758653195E+01 
      1390 -1.814370966E-01 -4.170310289E-02  1.362125612E-01  1.004146299E+02 
      1391 -1.941440074E-01 -1.127212459E-01  1.362362967E-01 -7.954285765E+01 
      1392 -2.203382929E-01 -1.440778448E-01  1.362747670E-01 -7.094512794E+01 
      1393 -1.854339371E-01 -5.334846384E-02  1.362849300E-01 -3.246008752E-01 
      1394 -2.015638454E-01 -4.993048827E-02  1.363002691E-01 -2.905734801E+01 
      1395 -2.423486812E-01 -1.236221841E-01  1.363320016E-01 -7.690010334E+01 
      1396 -1.783136751E-01 -1.224831712E-02  1.363348729E-01  1.060814446E+02 
      1397 -2.378570102E-01 -6.967366992E-02  1.363433697E-01 -6.167747223E+01 
      1398 -2.207059900E-01 -1.608164894E-01  1.363454032E-01 -9.827678732E+01 
      1399 -2.111027119E-01 -5.150886574E-02  1.363703894E-01 -1.641437315E+01 
      1400 -1.953306194E-01  3.381749819E-02  1.363747576E-01 -9.154083648E+01 
      1401 -1.917491676E-01 -7.215509288E-03  1.363899499E-01 -2.360958617E+02 
      1402 -2.194291194E-01 -1.284859058E-01  1.364049704E-01 -6.885986820E+01 
      1403 -1.920263852E-01  1.282258994E-02  1.364447591E-01 -2.122850380E+02 
      1404 -2.472738737E-01 -1.167433846E-01  1.364495595E-01 -6.742908199E+01 
      1405 -2.345497207E-01 -6.546240178E-02  1.364508306E-01 -6.011920267E+01 
      1406 -1.724392302E-01 -1.456020980E-03  1.364592561E-01  3.738488731E+01 
      1407 -2.047939608E-01 -3.856049327E-02  1.364943270E-01 -1.271144256E+02 
      1408 -2.451133260E-01 -8.966548468E-02  1.365114491E-01 -6.106947503E+01 
      1409 -1.927800064E-01  5.419259687E-02  1.365248259E-01 -1.127866962E+02 
      1410 -2.517733260E-01 -1.014663337E-01  1.365276650E-01 -5.673437275E+01 
      1411 -2.313395696E-01 -6.108706545E-02  1.365380779E-01 -5.918091488E+01 
      1412 -1.882558952E-01 -5.455823716E-02  1.365403399E-01  8.812452403E+00 
      1413 -2.033022019E-01 -4.428107598E-02  1.365522091E-01 -6.652629313E+01 
      1414 -1.862488922E-01 -1.635661071E-02  1.365614225E-01 -4.338079818E+01 
      1415 -1.575730219E-01  2.578343772E-02  1.365644818E-01 -2.235441444E+02 
      1416 -1.780325196E-01 -4.421660162E-02  1.365886301E-01 -2.914854125E+01 
      1417 -2.059360575E-01 -1.313997906E-01  1.366107280E-01 -7.149497825E+01 
      1418 -1.779896981E-01 -4.255714039E-02  1.366179856E-01  1.120619703E+02 
      1419 -1.693505901E-01  6.670807029E-03  1.366266725E-01 -6.351504206E+01 
      1420 -1.817772102E-01 -4.887418664E-02  1.366424011E-01 -4.532481688E+01 
      1421 -1.992121887E-01 -5.216857427E-02  1.366480027E-01 -1.405070050E+01 
      1422 -1.941546439E-01 -5.517818014E-02  1.366587975E-01  9.749502809E+00 
      1423 -2.373891845E-01 -7.987415983E-02  1.366645079E-01 -6.032196134E+01 
      1424 -2.308296488E-01 -7.296705349E-02  1.366775380E-01 -5.823379593E+01 
      1425 -1.900227895E-01  2.641301065E-02  1.366991823E-01 -1.075592460E+02 
      1426 -1.661828356E-01  1.693515843E-02  1.367161709E-01 -1.853877908E+02 
      1427 -2.337800218E-01 -7.566227381E-02  1.367203793E-01 -5.901627689E+01 
      1428 -1.608433115E-01  2.642242992E-02  1.367311812E-01 -2.045909900E+02 
      1429 -2.377579364E-01 -7.152702799E-02  1.367527914E-01 -6.344340637E+01 
      1430 -1.832978487E-01 -1.551820463E-02  1.367539072E-01  2.883662868E+01 
      1431 -2.415321220E-01 -8.453180952E-02  1.367692784E-01 -6.172916896E+01 
      1432 -2.221959751E-01 -1.369634584E-01  1.367996179E-01 -6.726509355E+01 
      1433 -1.876492681E-01 -1.497915207E-02  1.368191201E-01 -1.097204187E+02 
      1434 -2.341200287E-01 -1.332524792E-01  1.368380473E-01 -6.637355321E+01 
      1435 -2.163113010E-01 -5.055421120E-02  1.368390252E-01 -1.390839644E+01 
      1436 -2.044438852E-01 -3.706020431E-02  1.369101757E-01 -7.703420695E+01 
      1437 -2.464853331E-01 -1.527515763E-01  1.369631024E-01 -1.014246325E+02 
      1438 -1.777517377E-01 -4.272435376E-02  1.369946623E-01  4.078391899E+01 
      1439 -2.377408770E-01 -1.345968451E-01  1.370318207E-01 -6.683699400E+01 
      1440 -2.542230444E-01 -1.101652236E-01  1.370353976E-01 -5.860150695E+01 
      1441 -2.256877023E-01 -5.087527954E-02  1.370603882E-01 -7.254046785E+01 
      1442 -1.524041658E-01  3.753448702E-02  1.371336349E-01 -1.502711989E+02 
      1443 -1.822537177E-01 -8.001431997E-02  1.371500063E-01 -9.020470538E+01 
      1444 -1.948910697E-01 -1.224253412E-01  1.371539245E-01 -8.501091735E+01 
      1445 -1.917091084E-01  3.280478707E-02  1.371727917E-01 -9.220323738E+01 
      1446 -1.938184379E-01 -5.356652940E-02  1.372162602E-01  1.425431308E+00 
      1447 -1.918396199E-01  1.005045662E-02  1.372221238E-01 -2.418516732E+02 
      1448 -1.847312416E-01 -5.023706096E-02  1.372355774E-01 -3.320157011E+01 
      1449 -2.194765324E-01 -1.394551930E-01  1.372517757E-01 -6.861120528E+01 
      1450 -2.009655248E-01 -4.677107116E-02  1.372539600E-01 -4.763019714E+01 
      1451 -2.468182047E-01 -1.194052451E-01  1.372594229E-01 -6.293799819E+01 
      1452 -2.208881843E-01 -1.710826269E-01  1.372875409E-01 -1.170793534E+02 
      1453 -1.915970779E-01 -3.814506062E-05  1.373010721E-01 -2.561806405E+02 
      1454 -2.456828897E-01 -1.481231492E-01  1.373115733E-01 -9.592010172E+01 
      1455 -2.096033353E-01 -1.308463346E-01  1.373229875E-01 -6.993416229E+01 
      1456 -2.526555064E-01 -1.151924242E-01  1.373229147E-01 -7.288106486E+01 
      1457 -1.859148275E-01 -8.265658920E-02  1.373301672E-01 -7.499837413E+01 
      1458 -1.974079626E-01  3.773157058E-02  1.373334638E-01 -1.145312860E+02 
      1459 -1.797118488E-01 -1.147837025E-02  1.373361330E-01  8.390326429E+01 
      1460 -2.272396571E-01 -1.311135329E-01  1.373383842E-01 -6.828965890E+01 
      1461 -1.967752069E-01 -8.984606531E-02  1.373445211E-01 -6.614060770E+01 
      1462 -1.759348938E-01 -6.250699947E-03  1.373569330E-01  9.731460880E+01 
      1463 -1.883480527E-01 -5.662369544E-02  1.373643108E-01  2.478728227E+01 
      1464 -2.358879290E-01 -7.211288640E-02  1.373675654E-01 -6.148711646E+01 
      1465 -2.434223137E-01 -1.663485955E-01  1.373700922E-01 -1.248442778E+02 
      1466 -2.542452887E-01 -1.068799086E-01  1.373767227E-01 -5.643223409E+01 
      1467 -1.987510044E-01 -8.240142826E-02  1.374150457E-01 -6.164251067E+01 
      1468 -1.984072999E-01 -1.266881029E-01  1.374308679E-01 -9.129657720E+01 
      1469 -2.177434156E-01 -1.516608307E-01  1.374344346E-01 -8.296356694E+01 
      1470 -1.949136586E-01  4.771446380E-02  1.374357364E-01 -1.200900646E+02 
      1471 -1.890097034E-01 -1.033891818E-02  1.374628197E-01 -1.668523293E+02 
      1472 -2.026817513E-01 -4.122679585E-02  1.374868263E-01 -1.020080522E+02 
      1473 -2.289633332E-01 -5.551961689E-02  1.374941393E-01 -6.181205721E+01 
      1474 -1.934214443E-01 -1.185488153E-01  1.374944439E-01 -8.271544701E+01 
      1475 -1.894646086E-01  2.917026333E-02  1.375057896E-01 -1.034649126E+02 
      1476 -1.656245122E-01  1.949002927E-02  1.375125203E-01 -2.225446619E+02 
      1477 -1.964028581E-01 -5.146249604E-02  1.375165681E-01 -9.979230514E+00 
      1478 -1.829727781E-01 -1.308027235E-02  1.375223929E-01  3.345862332E+01 
      1479 -1.909325624E-01 -5.257770745E-02  1.375259567E-01 -7.325715412E-01 
      1480 -2.199793609E-01 -1.687029829E-01  1.375333504E-01 -1.137066943E+02 
      1481 -1.786096632E-01 -6.098462082E-02  1.375380720E-01 -1.462924445E+02 
      1482 -1.811092556E-01 -4.582546022E-02  1.375763794E-01 -5.806797340E+01 
      1483 -1.717711228E-01  2.016969097E-03  1.375775948E-01  2.549531667E+01 
      1484 -2.253082517E-01 -4.889390219E-02  1.376121027E-01 -4.378010410E+01 
      1485 -1.909241372E-01 -2.710004617E-03  1.376124255E-01 -2.422968161E+02 
      1486 -1.538428785E-01  2.845566456E-02  1.376384347E-01 -1.684450368E+02 
      1487 -2.034208800E-01 -1.263752151E-01  1.376387011E-01 -7.700493251E+01 
      1488 -1.894676682E-01 -8.248972465E-03  1.376438035E-01 -1.851731468E+02 
      1489 -2.067266804E-01 -1.315570976E-01  1.376552379E-01 -7.045905289E+01 
      1490 -1.863695632E-01 -4.111776880E-02  1.376828587E-01  6.814423742E+01 
      1491 -2.216478486E-01 -4.968981838E-02  1.376854267E-01 -1.386030599E+01 
      1492 -2.395623435E-01 -6.832034142E-02  1.377214123E-01 -6.594321839E+01 
      1493 -1.941479729E-01 -9.742571650E-02  1.377251176E-01 -7.193967250E+01 
      1494 -2.325842749E-01 -5.988153024E-02  1.377580700E-01 -6.289781098E+01 
      1495 -2.522581226E-01 -1.161062434E-01  1.377882179E-01 -6.986908141E+01 
      1496 -2.469207960E-01 -1.657410212E-01  1.377932162E-01 -1.239445626E+02 
      1497 -2.362123768E-01 -6.417235160E-02  1.377992276E-01 -6.412560351E+01 
      1498 -2.169742846E-01 -1.470747063E-01  1.378041505E-01 -7.643829748E+01 
      1499 -1.870805878E-01 -1.170754669E-02  1.378272135E-01 -1.012306024E+02 
      1500 -2.333861645E-01 -1.298774308E-01  1.378539564E-01 -6.915972964E+01 
      1501 -2.373201941E-01 -1.251602125E-01  1.378648226E-01 -7.254654433E+01 
      1502 -1.904896171E-01  2.206454706E-02  1.378825865E-01 -1.279831079E+02 
      1503 -1.991409474E-01 -1.273576157E-01  1.378911919E-01 -8.868497742E+01 
      1504 -2.464012948E-01 -1.173765753E-01  1.378953254E-01 -6.644083683E+01 
      1505 -2.437530637E-01 -1.393318487E-01  1.379194291E-01 -7.648931247E+01 
      1506 -2.391496941E-01 -7.841792140E-02  1.379193593E-01 -6.251602115E+01 
      1507 -2.250344932E-01 -4.904982211E-02  1.379280524E-01 -6.509170552E+00 
      1508 -2.358073957E-01 -7.410759851E-02  1.379463792E-01 -6.149119845E+01 
      1509 -1.679844844E-01  1.224508972E-02  1.379548488E-01 -7.276491428E+01 
      1510 -2.300207758E-01 -1.287817473E-01  1.379567180E-01 -6.943462143E+01 
      1511 -1.982221604E-01 -8.025284838E-02  1.379608359E-01 -6.194306969E+01 
      1512 -1.962462873E-01 -3.912562100E-02  1.379856661E-01  1.069150412E+01 
      1513 -2.498434444E-01 -1.225553621E-01  1.379946580E-01 -7.158677227E+01 
      1514 -2.239533029E-01 -1.303175897E-01  1.380074479E-01 -6.883853005E+01 
      1515 -2.253458078E-01 -1.703682096E-01  1.380190582E-01 -1.199868183E+02 
      1516 -1.942363258E-01 -5.558798884E-02  1.380342807E-01  1.698153129E+01 
      1517 -2.428346202E-01 -8.302667704E-02  1.380432758E-01 -6.355299866E+01 
      1518 -2.212903218E-01 -1.327091098E-01  1.380620963E-01 -6.855833834E+01 
      1519 -2.048944677E-01 -5.334652642E-02  1.380656746E-01 -1.376039254E+01 
      1520 -1.746986359E-01 -2.719008282E-03  1.380680938E-01  9.062793369E+01 
      1521 -1.909445562E-01  1.704497721E-02  1.380724541E-01 -1.678638041E+02 
      1522 -1.794369809E-01 -5.872889512E-02  1.380825575E-01 -7.031823961E+00 
      1523 -1.781465597E-01 -5.902904487E-02  1.381714090E-01 -8.748018415E+01 
      1524 -2.149084625E-01 -1.299904556E-01  1.381754352E-01 -6.949163938E+01 
      1525 -2.425663102E-01 -7.095734499E-02  1.381890797E-01 -6.780585394E+01 
      1526 -1.851163720E-01 -1.120996941E-02  1.381907934E-01 -3.032968148E+01 
      1527 -1.812853317E-01 -7.534696255E-02  1.381947309E-01 -9.807967664E+01 
      1528 -2.400409718E-01 -1.332914123E-01  1.382544071E-01 -6.854918726E+01 
      1529 -1.854612703E-01 -5.752445770E-02  1.383016166E-01  2.423004367E+01 
      1530 -1.510199713E-01  4.428343591E-02  1.383149616E-01 -1.353812144E+02 
      1531 -2.505353999E-01 -1.602426839E-01  1.383490288E-01 -1.102271722E+02 
      1532 -2.279532967E-01 -5.206176365E-02  1.383522998E-01 -6.991840940E+01 
      1533 -1.960892523E-01 -8.515605788E-02  1.383672504E-01 -6.499908504E+01 
      1534 -2.354950596E-01 -7.250758409E-02  1.383715432E-01 -6.181671059E+01 
      1535 -1.802662719E-01 -8.756213835E-03  1.384332224E-01  6.412304228E+01 
      1536 -1.799224208E-01 -6.767158125E-02  1.384738988E-01 -1.077258637E+02 
      1537 -1.990259313E-01 -3.869307235E-02  1.384835021E-01  5.916204342E-01 
      1538 -1.909300280E-01  4.600411363E-03  1.384921922E-01 -2.545794259E+02 
      1539 -2.110509107E-01 -5.217872530E-02  1.384926401E-01 -1.240009647E+01 
      1540 -1.981443885E-01 -4.594589982E-02  1.385015476E-01 -4.772496866E+01 
      1541 -1.902485134E-01 -4.938414380E-02  1.385158800E-01 -2.390340519E+01 
      1542 -2.539084542E-01 -1.003569748E-01  1.385234039E-01 -5.713036677E+01 
      1543 -2.219991776E-01 -1.712377079E-01  1.385428328E-01 -1.170547815E+02 
      1544 -2.494663969E-01 -1.205736213E-01  1.385484394E-01 -6.212514280E+01 
      1545 -1.872807785E-01 -4.826917330E-02  1.385499386E-01 -4.102534766E+01 
      1546 -1.956550644E-01 -4.814645731E-02  1.385524575E-01 -2.943386040E+01 
      1547 -1.900544588E-01  2.442861949E-02  1.385667080E-01 -1.164796332E+02 
      1548 -2.296184029E-01 -1.270052120E-01  1.385676980E-01 -6.996717202E+01 
      1549 -1.835532474E-01 -4.199028901E-02  1.385771377E-01  8.005848321E+01 
      1550 -1.966351571E-01  4.136565576E-02  1.385788331E-01 -1.202659362E+02 
      1551 -1.912499751E-01 -4.036515559E-02  1.385789787E-01  3.810424577E+01 
      1552 -1.532274210E-01  3.158884822E-02  1.385917546E-01 -1.681149325E+02 
      1553 -1.940952075E-01 -9.200592151E-02  1.385945604E-01 -6.997702851E+01 
      1554 -2.041920007E-01 -1.265151673E-01  1.386140539E-01 -7.458516646E+01 
      1555 -1.908838252E-01  1.504238782E-02  1.386357625E-01 -2.027780464E+02 
      1556 -2.562692659E-01 -1.132836955E-01  1.386374125E-01 -6.946129191E+01 
      1557 -2.422502899E-01 -6.940769111E-02  1.386422225E-01 -6.962143523E+01 
      1558 -2.359702808E-01 -1.256868323E-01  1.386426207E-01 -7.122937270E+01 
      1559 -2.003380658E-01 -5.448919227E-02  1.386462704E-01 -2.881241700E+00 
      1560 -2.235132125E-01 -1.283262169E-01  1.386690447E-01 -6.903804006E+01 
      1561 -2.383474540E-01 -7.511401291E-02  1.386822163E-01 -6.333973383E+01 
      1562 -1.944101009E-01 -1.263649009E-01  1.386867540E-01 -9.061191194E+01 
      1563 -2.388479050E-01 -6.511545694E-02  1.386941845E-01 -6.813861646E+01 
      1564 -2.315685522E-01 -5.651085795E-02  1.386992377E-01 -6.424595023E+01 
      1565 -1.998962463E-01 -1.274492514E-01  1.387001632E-01 -8.349202847E+01 
      1566 -2.513069654E-01 -9.437805833E-02  1.387008043E-01 -5.977358569E+01 
      1567 -2.412439867E-01 -7.909355514E-02  1.387163246E-01 -6.425623424E+01 
      1568 -2.164919344E-01 -5.110015267E-02  1.387202829E-01 -9.151869067E+00 
      1569 -2.562947995E-01 -1.117872843E-01  1.387288129E-01 -6.080398289E+01 
      1570 -2.476114814E-01 -1.459393768E-01  1.387469174E-01 -9.853599654E+01 
      1571 -2.168775895E-01 -1.599846191E-01  1.387727447E-01 -9.953553469E+01 
      1572 -1.787750741E-01 -6.657976703E-03  1.387771859E-01  8.867243256E+01 
      1573 -1.643345038E-01  2.501109036E-02  1.387911336E-01 -2.469299512E+02 
      1574 -2.477782023E-01 -8.829298851E-02  1.387920703E-01 -6.244088127E+01 
      1575 -2.407280962E-01 -1.247285641E-01  1.387929534E-01 -7.333206776E+01 
      1576 -1.674167841E-01  1.490308542E-02  1.387983618E-01 -9.243059638E+01 
      1577 -1.912266398E-01 -8.199185644E-02  1.388028058E-01 -6.975269929E+01 
      1578 -2.353671940E-01 -6.073105167E-02  1.388164210E-01 -6.586764006E+01 
      1579 -1.935742621E-01 -1.245243019E-01  1.388317727E-01 -8.669405491E+01 
      1580 -1.903012306E-01  2.044702677E-03  1.388724824E-01 -2.440136698E+02 
      1581 -2.163246212E-01 -1.385995077E-01  1.388959689E-01 -7.043723869E+01 
      1582 -2.513617820E-01 -1.166420389E-01  1.389041381E-01 -6.803868662E+01 
      1583 -1.876453164E-01 -6.287875916E-03  1.389173437E-01 -1.429989163E+02 
      1584 -1.702876327E-01  7.635376905E-03  1.389183106E-01  1.811869349E+01 
      1585 -2.461385980E-01 -1.404402522E-01  1.389817432E-01 -8.698502699E+01 
      1586 -2.429133142E-01 -1.346427994E-01  1.389833494E-01 -7.084959991E+01 
      1587 -2.491107980E-01 -1.230188460E-01  1.389890284E-01 -8.133288698E+01 
      1588 -2.558903853E-01 -1.140832909E-01  1.389908759E-01 -7.437326769E+01 
      1589 -1.823428586E-01 -8.393559001E-02  1.390195728E-01 -8.253128362E+01 
      1590 -1.840773712E-01 -8.407038806E-03  1.390245549E-01 -8.847170537E+00 
      1591 -2.465518250E-01 -1.235723985E-01  1.390310439E-01 -7.881314965E+01 
      1592 -1.950779481E-01 -1.269384171E-01  1.390353894E-01 -9.501805271E+01 
      1593 -2.560132626E-01 -1.057950989E-01  1.390397075E-01 -5.607016081E+01 
      1594 -2.030443857E-01 -1.298285257E-01  1.390439060E-01 -7.651110203E+01 
      1595 -2.502188869E-01 -1.548446350E-01  1.390590837E-01 -1.104930309E+02 
      1596 -1.886534917E-01 -3.419940605E-03  1.390673190E-01 -1.871481109E+02 
      1597 -1.912085733E-01 -1.057603268E-01  1.390702359E-01 -7.708135838E+01 
      1598 -1.506931192E-01  4.569023602E-02  1.390811293E-01 -1.274847150E+02 
      1599 -2.420715453E-01 -7.133991134E-02  1.390846630E-01 -6.736760398E+01 
      1600 -1.998593408E-01 -4.051932010E-02  1.391027177E-01 -1.054565915E+02 
      1601 -2.360861201E-01 -1.278275319E-01  1.391071651E-01 -7.105562266E+01 
      1602 -1.913066234E-01  6.149053388E-02  1.391267556E-01 -1.060853781E+02 
      1603 -1.928266840E-01 -4.733016061E-02  1.391364876E-01 -3.655252971E+01 
      1604 -1.907546287E-01 -1.114501609E-01  1.391483073E-01 -7.951062619E+01 
      1605 -1.887832474E-01 -8.262346303E-02  1.391748528E-01 -7.325798032E+01 
      1606 -1.903314199E-01 -5.676746667E-02  1.391766559E-01  2.182219594E+01 
      1607 -2.029578061E-01 -5.410729404E-02  1.391984532E-01 -1.001064124E+01 
      1608 -1.563079231E-01  2.469303993E-02  1.392157961E-01 -2.525065881E+02 
      1609 -2.314873139E-01 -1.694458143E-01  1.392262667E-01 -1.170000708E+02 
      1610 -1.835321532E-01 -4.391730810E-02  1.392265539E-01 -7.796282736E+01 
      1611 -1.641319463E-01  2.634186773E-02  1.392279064E-01 -2.090526179E+02 
      1612 -2.144689739E-01 -1.457214751E-01  1.392889646E-01 -7.662219773E+01 
      1613 -1.833052385E-01 -8.381741309E-02  1.392936530E-01 -7.855197081E+01 
      1614 -1.548280758E-01  2.434107501E-02  1.393426709E-01 -2.091157727E+02 
      1615 -1.972068644E-01  3.329023383E-02  1.393493782E-01 -9.285730622E+01 
      1616 -2.152151726E-01 -1.547023987E-01  1.393671497E-01 -9.041900775E+01 
      1617 -2.180523694E-01 -1.319734101E-01  1.393692497E-01 -6.946110955E+01 
      1618 -1.625375395E-01  2.594784944E-02  1.394122912E-01 -1.986753236E+02 
      1619 -1.911116409E-01 -1.182289672E-01  1.394155526E-01 -8.249498368E+01 
      1620 -1.849620316E-01 -5.797611486E-02  1.394166872E-01  2.392646585E+00 
      1621 -1.849222940E-01 -6.853838222E-03  1.394240933E-01 -5.674404273E+01 
      1622 -1.903952074E-01  9.375492474E-03  1.394348439E-01 -2.463597647E+02 
      1623 -1.981934782E-01  3.347124765E-02  1.394375583E-01 -1.016346449E+02 
      1624 -1.975379420E-01 -4.281700049E-02  1.394581653E-01 -8.150732096E+01 
      1625 -1.865997505E-01 -4.520037570E-02  1.395000726E-01 -7.855827440E+01 
      1626 -1.995029217E-01 -3.892193491E-02  1.395451197E-01 -5.798152614E+01 
      1627 -1.730554267E-01  3.098338644E-03  1.395476031E-01  8.378375429E+01 
      1628 -1.913691068E-01 -9.892631963E-02  1.395751223E-01 -7.502326270E+01 
      1629 -2.404556684E-01 -7.183370714E-02  1.395758052E-01 -6.567748138E+01 
      1630 -2.393293996E-01 -1.291974721E-01  1.395991644E-01 -7.086211921E+01 
      1631 -1.832263528E-01 -4.238979395E-02  1.396414762E-01 -3.860884577E+00 
      1632 -2.206655292E-01 -5.050627851E-02  1.396468182E-01 -4.907282868E+00 
      1633 -1.820149879E-01 -8.201843781E-02  1.396497835E-01 -8.859459050E+01 
      1634 -2.455492686E-01 -8.300808433E-02  1.396520014E-01 -6.521987843E+01 
      1635 -1.790306870E-01 -6.295417686E-02  1.396700321E-01 -1.275736568E+02 
      1636 -1.901128188E-01  1.959383835E-02  1.396843028E-01 -1.523739150E+02 
      1637 -1.888948747E-01 -4.121255223E-02  1.397061003E-01  4.851007585E+01 
      1638 -2.356938819E-01 -1.260816509E-01  1.397262212E-01 -7.162726745E+01 
      1639 -1.808988877E-01 -7.491421436E-02  1.397354795E-01 -1.001482097E+02 
      1640 -2.020353152E-01 -1.332015119E-01  1.397600521E-01 -7.695617388E+01 
      1641 -2.514010041E-01 -1.169031210E-01  1.397717172E-01 -6.775098299E+01 
      1642 -2.142315594E-01 -1.404695407E-01  1.397984176E-01 -7.314140561E+01 
      1643 -1.696977065E-01  1.044626429E-02  1.398037051E-01  1.596632236E+01 
      1644 -1.934157550E-01  5.481031355E-02  1.398172022E-01 -1.166890440E+02 
      1645 -1.518690490E-01  3.825998417E-02  1.398467468E-01 -1.673368905E+02 
      1646 -2.537013530E-01 -9.626955985E-02  1.398524520E-01 -5.887542008E+01 
      1647 -1.544247903E-01  2.599060251E-02  1.398651828E-01 -1.580404606E+02 
      1648 -2.560694615E-01 -1.021483362E-01  1.398825465E-01 -5.630406874E+01 
      1649 -1.762937073E-01 -1.078384681E-03  1.398831857E-01  1.058766073E+02 
      1650 -2.119019038E-01 -1.311613148E-01  1.399011850E-01 -7.007780144E+01 
      1651 -1.897286791E-01  6.635035517E-03  1.399015969E-01 -2.402457386E+02 
      1652 -1.908834435E-01  6.338045665E-02  1.399453347E-01 -1.050758283E+02 
      1653 -1.978902704E-01  3.519593770E-02  1.399745180E-01 -1.135093311E+02 
      1654 -2.084107719E-01 -5.320178050E-02  1.399916162E-01 -1.416409339E+01 
      1655 -2.176446398E-01 -1.299858450E-01  1.400220020E-01 -6.933938123E+01 
      1656 -2.404565871E-01 -6.384722928E-02  1.400219408E-01 -7.547455627E+01 
      1657 -2.156522401E-01 -1.343876957E-01  1.400232801E-01 -7.015150740E+01 
      1658 -1.802052670E-01 -4.281507573E-03  1.400276211E-01  5.533483232E+01 
      1659 -1.800047000E-01 -6.873171906E-02  1.400421514E-01 -1.035863075E+02 
      1660 -2.368985689E-01 -5.948723027E-02  1.400674195E-01 -7.359277733E+01 
      1661 -2.508472894E-01 -9.042694726E-02  1.400772963E-01 -6.184744274E+01 
      1662 -2.438347251E-01 -6.812385600E-02  1.401124871E-01 -7.547217286E+01 
      1663 -2.402459042E-01 -7.364053618E-02  1.401186134E-01 -6.575428639E+01 
      1664 -2.297349227E-01 -5.069636215E-02  1.401238700E-01 -7.947193829E+01 
      1665 -1.901575859E-01 -1.043370721E-01  1.401240419E-01 -7.704184246E+01 
      1666 -1.921263188E-01 -4.413331709E-02  1.401348364E-01 -7.588990362E+01 
      1667 -1.811231492E-01 -5.901256537E-02  1.401433039E-01 -2.846827688E+01 
      1668 -1.660567650E-01  2.041129019E-02  1.401435766E-01 -2.020226667E+02 
      1669 -2.482048610E-01 -1.662033127E-01  1.401557070E-01 -1.168213786E+02 
      1670 -2.332537407E-01 -5.509162152E-02  1.401562124E-01 -6.988233334E+01 
      1671 -1.914600886E-01  3.182338300E-02  1.401642911E-01 -9.414592691E+01 
      1672 -1.929784668E-01 -8.444476725E-02  1.401753476E-01 -6.913000168E+01 
      1673 -2.509541773E-01 -1.194693522E-01  1.401963323E-01 -6.443026256E+01 
      1674 -1.964586092E-01 -5.579343689E-02  1.402077925E-01  1.628222775E+01 
      1675 -1.941612159E-01 -4.025732608E-02  1.402121932E-01  2.337752572E+01 
      1676 -2.474853913E-01 -8.467175315E-02  1.402371716E-01 -6.467519138E+01 
      1677 -1.900074324E-01  1.428803952E-02  1.402599999E-01 -2.142405027E+02 
      1678 -1.870754354E-01 -1.402237922E-03  1.402640606E-01 -1.510515225E+02 
      1679 -2.134987469E-01 -5.222007183E-02  1.402910662E-01 -9.931997774E+00 
      1680 -1.832578617E-01 -4.285945041E-03  1.403025060E-01 -1.489088189E+01 
      1681 -1.889000274E-01  2.982854067E-02  1.403044049E-01 -1.048974651E+02 
      1682 -2.059354630E-01 -1.325470373E-01  1.403053699E-01 -7.243655848E+01 
      1683 -2.431543968E-01 -7.761100036E-02  1.403324534E-01 -6.644656987E+01 
      1684 -1.881348300E-01  1.317831684E-03  1.403352818E-01 -1.917695595E+02 
      1685 -2.186669586E-01 -5.114419067E-02  1.403417872E-01 -6.580458152E+00 
      1686 -1.946277960E-01 -4.202154069E-02  1.404067736E-01 -9.110245496E+01 
