nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure 
      1522 -1.035368672E-01 -5.017890613E-02  1.901098886E-01 -8.485275424E+01 
      1523 -1.983817353E-01 -1.743455645E-02  1.901174982E-01 -1.442932982E+02 
      1524 -1.222852209E-01 -1.680539542E-02  1.901277055E-01 -8.301795638E+01 
      1525 -1.300286740E-01 -8.491593368E-02  1.901590163E-01 -1.783674448E+02 
      1526 -2.043826089E-01 -3.543083055E-02  1.902677933E-01 -7.967360947E+01 
      1527 -1.676772093E-01 -9.782670672E-02  1.902752689E-01 -1.706773013E+02 
      1528 -2.019603351E-01 -2.115143678E-02  1.902964803E-01 -1.667363323E+02 
      1529 -1.724346653E-01  2.557218137E-03  1.904058689E-01 -1.145589190E+02 
      1530 -1.047568962E-01 -4.059746692E-02  1.904932951E-01 -8.567078727E+01 
      1531 -1.798533243E-01 -3.143039039E-03  1.905309591E-01 -1.041216871E+02 
      1532 -1.636978682E-01 -9.477852271E-02  1.905822480E-01 -1.277225680E+02 
      1533 -1.444754462E-01 -5.797844461E-04  1.906138296E-01 -8.914536504E+01 
      1534 -1.747415029E-01 -9.161906242E-02  1.907268441E-01  6.377609317E+00 
      1535 -1.092466095E-01 -3.180930794E-02  1.907540762E-01 -8.514182883E+01 
      1536 -1.684924612E-01 -9.846569652E-02  1.907887457E-01 -1.421484546E+02 
      1537 -1.558599082E-01  6.762315733E-03  1.908040794E-01 -1.088967033E+02 
      1538 -1.393082814E-01 -8.436723747E-02  1.908673101E-01 -1.496085495E+02 
      1539 -1.859751783E-01 -7.852781331E-03  1.908688482E-01 -1.053574578E+02 
      1540 -2.008947206E-01 -5.579855610E-02  1.908757401E-01 -3.954601984E+01 
      1541 -1.693043314E-01 -9.795202849E-02  1.908998164E-01 -6.803244751E+01 
      1542 -1.227343118E-01 -8.635540722E-02  1.909218037E-01 -1.362771325E+02 
      1543 -2.033069284E-01 -4.085950625E-02  1.909856302E-01 -6.050985907E+01 
      1544 -1.191157296E-01 -8.340827802E-02  1.910497742E-01 -1.252123602E+02 
      1545 -1.709021704E-01 -9.624251080E-02  1.910605137E-01 -2.088950438E+01 
      1546 -1.054816869E-01 -3.817021533E-02  1.910617486E-01 -8.570588260E+01 
      1547 -1.984151650E-01 -6.075196150E-02  1.910825904E-01 -2.654605021E+01 
      1548 -1.477106097E-01  2.010158190E-03  1.910920167E-01 -9.470363254E+01 
      1549 -1.041651697E-01 -5.844050113E-02  1.911255128E-01 -8.346584991E+01 
      1550 -2.037864747E-01 -2.532966952E-02  1.911315426E-01 -1.499748119E+02 
      1551 -1.897024764E-01 -1.072187810E-02  1.911367121E-01 -1.085048690E+02 
      1552 -1.764750872E-01 -5.668750651E-04  1.912514124E-01 -1.061541485E+02 
      1553 -1.053061936E-01 -6.275444650E-02  1.913701330E-01 -8.316960731E+01 
      1554 -1.355402819E-01 -6.458051229E-03  1.914664375E-01 -8.134345950E+01 
      1555 -1.593103376E-01 -9.143191852E-02  1.914871784E-01 -1.297636562E+02 
      1556 -2.042921469E-01 -3.084453771E-02  1.915209874E-01 -1.033067863E+02 
      1557 -2.002836590E-01 -1.930391064E-02  1.915350333E-01 -1.609988273E+02 
      1558 -1.771484753E-01 -8.784303792E-02  1.915898126E-01  9.600427770E+00 
      1559 -1.115075278E-01 -2.809874165E-02  1.916249955E-01 -8.508590732E+01 
      1560 -1.541164581E-01 -8.744747005E-02  1.916525187E-01 -1.287722039E+02 
      1561 -2.038920253E-01 -3.443504715E-02  1.916539918E-01 -8.250589571E+01 
      1562 -2.027994401E-01 -2.278860433E-02  1.917039574E-01 -1.652352733E+02 
      1563 -1.650728561E-01  6.954910794E-03  1.917233930E-01 -1.290276970E+02 
      1564 -2.017197469E-01 -4.984985570E-02  1.917458435E-01 -4.672359865E+01 
      1565 -1.319112969E-01 -8.778970935E-02  1.917750679E-01 -1.836746221E+02 
      1566 -1.093036966E-01 -7.171721177E-02  1.918022936E-01 -8.777372094E+01 
      1567 -1.946310153E-01 -1.452437739E-02  1.918383693E-01 -1.223446201E+02 
      1568 -1.120316227E-01 -7.586759247E-02  1.918775359E-01 -9.604950807E+01 
      1569 -1.656007187E-01 -9.627258014E-02  1.918847448E-01 -1.567659676E+02 
      1570 -1.376277481E-01 -4.705731997E-03  1.919133724E-01 -8.282106682E+01 
      1571 -1.301324918E-01 -9.100172798E-02  1.919782161E-01 -1.710411015E+02 
      1572 -1.555353319E-01  7.231295757E-03  1.920905799E-01 -1.109827623E+02 
      1573 -1.179224666E-01 -1.964863657E-02  1.921599015E-01 -8.561389281E+01 
      1574 -1.154902026E-01 -2.255599556E-02  1.921912139E-01 -8.579997739E+01 
      1575 -1.292642766E-01 -1.046688583E-02  1.922699160E-01 -8.089740655E+01 
      1576 -1.966603335E-01 -1.612119108E-02  1.922939931E-01 -1.359702240E+02 
      1577 -1.222777428E-01 -1.549611871E-02  1.923156938E-01 -8.300340096E+01 
      1578 -1.606526716E-01  8.011883757E-03  1.923311484E-01 -1.257491924E+02 
      1579 -1.679674885E-01  5.649236520E-03  1.923409631E-01 -1.271548377E+02 
      1580 -1.266478881E-01 -1.227472791E-02  1.923719892E-01 -8.112732222E+01 
      1581 -1.852501423E-01 -7.682131435E-02  1.924319039E-01  2.392795028E+00 
      1582 -1.613373564E-01 -9.301599564E-02  1.925775810E-01 -1.293719472E+02 
      1583 -1.032621368E-01 -4.371679691E-02  1.925911032E-01 -8.594854402E+01 
      1584 -1.721426043E-01  2.726307174E-03  1.925992286E-01 -1.138427918E+02 
      1585 -1.817620986E-01 -8.111248839E-02  1.926241506E-01  6.877894174E+00 
      1586 -1.513183860E-01  5.453159099E-03  1.926466462E-01 -1.055444167E+02 
      1587 -2.017310281E-01 -4.670926470E-02  1.926787969E-01 -4.917608369E+01 
      1588 -2.000934750E-01 -5.514628719E-02  1.928902360E-01 -3.569209878E+01 
      1589 -1.347075751E-01 -8.795842371E-02  1.929787668E-01 -1.683733092E+02 
      1590 -1.683181679E-01  5.456398771E-03  1.931063463E-01 -1.242058894E+02 
      1591 -1.468815925E-01 -8.460625228E-02  1.931097788E-01 -1.298708013E+02 
      1592 -1.382493533E-01 -8.372148308E-02  1.932043130E-01 -1.510317521E+02 
      1593 -1.942348743E-01 -6.472928419E-02  1.932056662E-01 -1.244581840E+01 
      1594 -1.708279361E-01 -9.454430358E-02  1.932511739E-01 -1.146826100E+01 
      1595 -1.727347464E-01 -9.208938614E-02  1.932793416E-01  4.377936950E+00 
      1596 -1.636148862E-01  7.669446000E-03  1.933331225E-01 -1.315176318E+02 
      1597 -1.900528237E-01 -6.995320872E-02  1.933396981E-01 -4.268091793E+00 
      1598 -1.254219689E-01 -1.254796574E-02  1.933980535E-01 -8.199756276E+01 
      1599 -1.527018351E-01  6.722016631E-03  1.934172967E-01 -1.086920824E+02 
      1600 -1.972141062E-01 -6.050961008E-02  1.934243637E-01 -2.287843595E+01 
      1601 -1.432112317E-01  2.166479868E-04  1.935100052E-01 -9.011614115E+01 
      1602 -1.379230519E-01 -8.527300728E-02  1.935224625E-01 -1.460312114E+02 
      1603 -1.569486944E-01 -8.967016972E-02  1.935480035E-01 -1.298860639E+02 
      1604 -1.476428675E-01  3.405579324E-03  1.935532780E-01 -9.881421901E+01 
      1605 -1.461030082E-01 -8.447435570E-02  1.935799273E-01 -1.325197537E+02 
      1606 -1.849573460E-01 -7.143769415E-03  1.937547887E-01 -1.055524953E+02 
      1607 -1.068587880E-01 -3.257640424E-02  1.937676723E-01 -8.619944136E+01 
      1608 -1.705216093E-01  3.939798941E-03  1.938446582E-01 -1.179664286E+02 
      1609 -1.023053483E-01 -5.175261029E-02  1.939463864E-01 -8.502279167E+01 
      1610 -1.906443716E-01 -1.151660343E-02  1.939740265E-01 -1.125725299E+02 
      1611 -1.049415577E-01 -3.615620143E-02  1.940004123E-01 -8.665469986E+01 
      1612 -2.003505522E-01 -5.205387709E-02  1.940153532E-01 -4.065610667E+01 
      1613 -1.569928407E-01  8.482275974E-03  1.940254065E-01 -1.163168062E+02 
      1614 -1.499478458E-01 -8.430605135E-02  1.940305629E-01 -1.271000688E+02 
      1615 -1.810018948E-01 -4.113743364E-03  1.940543774E-01 -1.041044727E+02 
      1616 -1.932873271E-01 -1.355116318E-02  1.941695015E-01 -1.202539869E+02 
      1617 -1.490657024E-01  4.789077631E-03  1.941802827E-01 -1.039249774E+02 
      1618 -1.588659685E-01  8.626794990E-03  1.942361460E-01 -1.253235224E+02 
      1619 -2.019356157E-01 -4.007897103E-02  1.942495422E-01 -5.655978915E+01 
      1620 -2.032043215E-01 -2.925684378E-02  1.943270613E-01 -1.056707248E+02 
      1621 -2.031462153E-01 -2.757445051E-02  1.944155139E-01 -1.281138656E+02 
      1622 -1.140231954E-01 -2.258793041E-02  1.944382595E-01 -8.627802987E+01 
      1623 -2.025246983E-01 -3.512245022E-02  1.944614078E-01 -7.358114990E+01 
      1624 -1.955771241E-01 -6.198314974E-02  1.944694210E-01 -1.624708045E+01 
      1625 -1.026574537E-01 -5.598061770E-02  1.945076896E-01 -8.401295713E+01 
      1626 -1.290493194E-01 -9.032680187E-02  1.945162131E-01 -1.457846749E+02 
      1627 -1.658090654E-01 -9.650096230E-02  1.946021406E-01 -1.791618345E+02 
      1628 -1.310329118E-01 -7.804935170E-03  1.946555310E-01 -8.177345308E+01 
      1629 -1.997598393E-01 -1.920740729E-02  1.947506362E-01 -1.625110761E+02 
      1630 -1.759572467E-01 -8.672574993E-02  1.948113085E-01  1.111530650E+01 
      1631 -1.757151486E-01 -7.461817797E-05  1.948807504E-01 -1.071796578E+02 
      1632 -1.180262171E-01 -1.750316031E-02  1.948823546E-01 -8.587714168E+01 
      1633 -1.199840747E-01 -1.564735031E-02  1.948965993E-01 -8.459140427E+01 
      1634 -1.252169444E-01 -8.807089846E-02  1.949098714E-01 -1.434020969E+02 
      1635 -1.825476353E-01 -5.323881497E-03  1.949721574E-01 -1.047596097E+02 
      1636 -1.618765870E-01 -9.349144749E-02  1.950156337E-01 -1.305200623E+02 
      1637 -1.981920504E-01 -5.724517522E-02  1.950205325E-01 -2.793184155E+01 
      1638 -1.454913693E-01  2.752246876E-03  1.950577522E-01 -9.584505903E+01 
      1639 -1.639849077E-01  7.822091102E-03  1.951016714E-01 -1.354725050E+02 
      1640 -1.917223979E-01 -6.638069036E-02  1.951031102E-01 -6.837498686E+00 
      1641 -1.512300511E-01 -8.531794892E-02  1.951127869E-01 -1.271053310E+02 
      1642 -1.382170327E-01 -2.408346895E-03  1.951126944E-01 -8.549426244E+01 
      1643 -2.018181652E-01 -2.269710338E-02  1.951466493E-01 -1.572891187E+02 
      1644 -1.975178970E-01 -1.709773688E-02  1.951485026E-01 -1.482802318E+02 
      1645 -1.666922407E-01 -9.719295690E-02  1.951491864E-01 -1.527036899E+02 
      1646 -1.743320721E-01  9.788615194E-04  1.952242209E-01 -1.100843567E+02 
      1647 -1.104542745E-01 -2.649323895E-02  1.952280107E-01 -8.591698625E+01 
      1648 -2.006819390E-01 -4.586728282E-02  1.952504520E-01 -4.578860210E+01 
      1649 -1.673190503E-01 -9.676148600E-02  1.953015848E-01 -7.191311948E+01 
      1650 -1.406130359E-01 -5.448693630E-04  1.953736548E-01 -8.881161400E+01 
      1651 -1.373164721E-01 -9.268085692E-02  1.954342602E-01 -1.680075462E+02 
      1652 -1.691150010E-01 -9.493274163E-02  1.954458570E-01 -2.155434748E+01 
      1653 -2.017420022E-01 -3.730492867E-02  1.955228200E-01 -6.184152358E+01 
      1654 -1.368785323E-01 -9.381474658E-02  1.955844178E-01 -1.589289186E+02 
      1655 -1.727531795E-01 -9.008764874E-02  1.956964732E-01  7.900469672E+00 
      1656 -1.050964360E-01 -6.516601886E-02  1.957143823E-01 -8.251322983E+01 
      1657 -1.020684299E-01 -4.402296975E-02  1.957192667E-01 -8.673880359E+01 
      1658 -1.108107960E-01 -2.563228892E-02  1.957244033E-01 -8.633980349E+01 
      1659 -1.526728637E-01  7.881965007E-03  1.958220742E-01 -1.104803115E+02 
      1660 -1.245489533E-01 -1.173264291E-02  1.958503691E-01 -8.267069299E+01 
      1661 -1.897360216E-01 -1.086823217E-02  1.959287638E-01 -1.125460094E+02 
      1662 -1.641965102E-01 -9.529601045E-02  1.959292953E-01 -1.644170671E+02 
      1663 -1.072185613E-01 -6.969801302E-02  1.960132985E-01 -8.442075764E+01 
      1664 -1.449854145E-01 -8.385006772E-02  1.960228544E-01 -1.313224665E+02 
      1665 -1.852628429E-01 -7.380456647E-02  1.960981786E-01  4.476802051E+00 
      1666 -1.570259634E-01 -8.979419934E-02  1.961186428E-01 -1.311142373E+02 
      1667 -1.672543130E-01  6.216507458E-03  1.961294194E-01 -1.263233469E+02 
      1668 -2.004211076E-01 -2.070272644E-02  1.961455214E-01 -1.603712556E+02 
      1669 -1.792182703E-01 -8.146184594E-02  1.961613846E-01  1.148008732E+01 
      1670 -1.868329471E-01 -7.170445310E-02  1.962175087E-01  9.937563107E-01 
      1671 -1.427066340E-01 -8.781413738E-02  1.962390971E-01 -1.351164981E+02 
      1672 -1.994325893E-01 -5.135775549E-02  1.962546943E-01 -3.762332886E+01 
      1673 -2.005834690E-01 -4.304973900E-02  1.963270553E-01 -4.836110281E+01 
      1674 -2.021178764E-01 -3.147571887E-02  1.963890055E-01 -8.566734782E+01 
      1675 -1.134284659E-01 -7.830603345E-02  1.963987899E-01 -1.032151437E+02 
      1676 -1.168168886E-01 -8.171410663E-02  1.964370999E-01 -1.194728843E+02 
      1677 -1.514945915E-01 -8.555462909E-02  1.964450831E-01 -1.265272969E+02 
      1678 -1.549735890E-01  8.940731580E-03  1.964652105E-01 -1.159093503E+02 
      1679 -1.304535535E-01 -7.149917040E-03  1.964772064E-01 -8.271789551E+01 
      1680 -2.020968818E-01 -2.562464248E-02  1.964828094E-01 -1.334165681E+02 
      1681 -1.763730420E-01 -8.480796244E-02  1.965066480E-01  1.260029467E+01 
      1682 -1.659754966E-01  7.039744238E-03  1.965221506E-01 -1.319024464E+02 
      1683 -1.941794828E-01 -1.429748561E-02  1.966013133E-01 -1.305319529E+02 
      1684 -1.451999376E-01 -8.557226939E-02  1.966141029E-01 -1.298085765E+02 
      1685 -1.871480377E-01 -8.898281548E-03  1.966232185E-01 -1.086374619E+02 
      1686 -1.489348857E-01  6.153651776E-03  1.966657208E-01 -1.057768875E+02 
      1687 -1.975652961E-01 -5.651926376E-02  1.967571525E-01 -2.731362260E+01 
      1688 -1.776097694E-01 -1.578045261E-03  1.968066930E-01 -1.058363577E+02 
      1689 -1.070267781E-01 -2.977001832E-02  1.968431068E-01 -8.661249941E+01 
      1690 -1.206135596E-01 -1.399677497E-02  1.968468629E-01 -8.407596196E+01 
      1691 -1.142405332E-01 -2.031556085E-02  1.968761127E-01 -8.715434853E+01 
      1692 -1.599595930E-01  9.269403699E-03  1.968814769E-01 -1.337061309E+02 
      1693 -1.707235611E-01  3.707933535E-03  1.968955935E-01 -1.164697791E+02 
      1694 -1.966553074E-01 -1.644942688E-02  1.969321453E-01 -1.446037363E+02 
      1695 -1.162719103E-01 -1.789261257E-02  1.969558375E-01 -8.694161085E+01 
      1696 -1.012636270E-01 -4.884501823E-02  1.969628560E-01 -8.625784822E+01 
      1697 -1.421301315E-01 -9.114501646E-02  1.969733132E-01 -1.526819259E+02 
      1698 -1.029565691E-01 -3.707018713E-02  1.972637491E-01 -8.804422921E+01 
      1699 -1.994213525E-01 -4.836024553E-02  1.972716651E-01 -4.036206814E+01 
      1700 -1.617398175E-01  9.018893768E-03  1.973028750E-01 -1.385045663E+02 
      1701 -1.485753953E-01 -8.333574235E-02  1.973548681E-01 -1.263582196E+02 
      1702 -1.508033952E-01  7.670556060E-03  1.973618160E-01 -1.093089053E+02 
      1703 -1.942011509E-01 -6.128667657E-02  1.974646255E-01 -1.310326395E+01 
      1704 -1.448387519E-01  3.808313087E-03  1.976522616E-01 -9.873223673E+01 
      1705 -1.359762241E-01 -9.316198717E-02  1.977753760E-01 -1.397446464E+02 
      1706 -1.713349350E-01 -9.019062337E-02  1.977807313E-01  4.625656049E+00 
      1707 -1.604151419E-01 -9.243979041E-02  1.978231628E-01 -1.325994043E+02 
      1708 -1.982965714E-01 -5.306877360E-02  1.978423916E-01 -3.194780462E+01 
      1709 -1.907077118E-01 -6.540567138E-02  1.978756536E-01 -3.977487269E+00 
      1710 -1.689852939E-01 -9.310747561E-02  1.978782200E-01 -1.277991427E+01 
      1711 -1.728415290E-01  2.056068172E-03  1.979043719E-01 -1.121877061E+02 
      1712 -1.690997109E-01  4.925843997E-03  1.980525386E-01 -1.212038561E+02 
      1713 -1.594690155E-01 -9.172176620E-02  1.981627973E-01 -1.331350211E+02 
      1714 -1.252141520E-01 -9.890277023E-03  1.981816146E-01 -8.284113229E+01 
      1715 -1.015663257E-01 -4.098709312E-02  1.982001076E-01 -8.823610929E+01 
      1716 -2.012330962E-01 -3.127250378E-02  1.984108954E-01 -8.140283797E+01 
      1717 -1.555704215E-01  9.767367291E-03  1.984197268E-01 -1.225340549E+02 
      1718 -1.321225010E-01 -9.147229201E-02  1.984271578E-01 -1.461935912E+02 
      1719 -1.441744449E-01 -9.334556889E-02  1.984596205E-01 -1.613478017E+02 
      1720 -1.548628765E-01 -8.819346778E-02  1.985186616E-01 -1.290521993E+02 
      1721 -1.997905407E-01 -2.075385372E-02  1.985770695E-01 -1.555201587E+02 
      1722 -1.489330995E-01 -8.706511727E-02  1.985910881E-01 -1.268547916E+02 
      1723 -1.970678816E-01 -1.694947136E-02  1.986111734E-01 -1.565001883E+02 
      1724 -1.464039033E-01  5.505241337E-03  1.986403920E-01 -1.036672912E+02 
      1725 -1.268081487E-01 -8.454611656E-03  1.986892606E-01 -8.283687233E+01 
      1726 -1.507232659E-01 -8.501987504E-02  1.987331923E-01 -1.263444738E+02 
      1727 -1.436658764E-01 -9.543397573E-02  1.988592273E-01 -1.494912414E+02 
      1728 -2.002768731E-01 -3.694079275E-02  1.988667477E-01 -5.783573207E+01 
      1729 -1.914837950E-01 -6.358488444E-02  1.988910266E-01 -6.511710067E+00 
      1730 -1.579674817E-01  1.001086445E-02  1.989567046E-01 -1.320390163E+02 
      1731 -2.011995971E-01 -2.608318121E-02  1.989768009E-01 -1.200635735E+02 
      1732 -1.418261214E-01  2.447537691E-03  1.989986765E-01 -9.439735249E+01 
      1733 -1.196963843E-01 -1.334987874E-02  1.990595766E-01 -8.474714850E+01 
      1734 -1.100642876E-01 -2.380848097E-02  1.991161527E-01 -8.695908689E+01 
      1735 -1.493329956E-01 -8.835840841E-02  1.991336765E-01 -1.263212022E+02 
      1736 -1.957071700E-01 -5.770689048E-02  1.991680411E-01 -2.111651851E+01 
      1737 -1.643492479E-01 -9.549537812E-02  1.991905861E-01 -1.822427230E+02 
      1738 -1.017246618E-01 -5.815840783E-02  1.992625472E-01 -8.337391553E+01 
      1739 -1.948370278E-01 -5.897440735E-02  1.992990111E-01 -1.483208390E+01 
      1740 -1.911202090E-01 -1.201683256E-02  1.993312545E-01 -1.181965387E+02 
      1741 -1.992843519E-01 -4.235973771E-02  1.994040534E-01 -4.513696679E+01 
      1742 -1.160641366E-01 -1.625049189E-02  1.994113305E-01 -8.744880839E+01 
      1743 -1.928246158E-01 -1.332811433E-02  1.994263120E-01 -1.286894969E+02 
      1744 -1.054028583E-01 -2.963141574E-02  1.994860037E-01 -8.813084312E+01 
      1745 -1.792240069E-01 -7.871932760E-02  1.995034362E-01  1.223042575E+01 
      1746 -1.648942457E-01 -9.592179855E-02  1.995042153E-01 -1.576308645E+02 
      1747 -1.122058246E-01 -2.073823801E-02  1.995303832E-01 -8.735499356E+01 
      1748 -1.475012353E-01 -9.234504107E-02  1.995410615E-01 -1.488445882E+02 
      1749 -1.349382539E-01 -2.116945142E-03  1.995995137E-01 -8.664110066E+01 
      1750 -1.509313292E-01  8.872395974E-03  1.996337870E-01 -1.124649224E+02 
      1751 -1.986476008E-01 -1.915378769E-02  1.996476010E-01 -1.618254057E+02 
      1752 -1.653588281E-01  7.571463699E-03  1.996573128E-01 -1.320461917E+02 
      1753 -1.825072268E-01 -5.410949592E-03  1.996651246E-01 -1.061895217E+02 
      1754 -1.655438682E-01 -9.546755533E-02  1.996756720E-01 -7.863677538E+01 
      1755 -1.874997730E-01 -6.801624987E-02  1.996848693E-01  1.136554839E+00 
      1756 -1.628912334E-01  8.847176538E-03  1.997310567E-01 -1.369827318E+02 
      1757 -1.030488754E-01 -6.266877620E-02  1.997617779E-01 -8.209795424E+01 
      1758 -1.549221641E-01 -8.827175169E-02  1.998202336E-01 -1.308456632E+02 
      1759 -1.674121744E-01 -9.351147939E-02  1.998360087E-01 -2.568366339E+01 
      1760 -1.776582845E-01 -1.691633363E-03  1.998398816E-01 -1.072145009E+02 
      1761 -1.821389908E-01 -7.472056229E-02  1.998469156E-01  9.371531296E+00 
      1762 -1.330709988E-01 -3.263585487E-03  1.999171201E-01 -8.478037815E+01 
      1763 -1.865941036E-01 -8.556965588E-03  1.999641015E-01 -1.102450055E+02 
      1764 -2.007944099E-01 -2.848487937E-02  2.000171760E-01 -9.614907284E+01 
      1765 -1.626519179E-01 -9.421299581E-02  2.000279347E-01 -1.656368147E+02 
      1766 -1.982451799E-01 -4.773961199E-02  2.000562304E-01 -3.749929441E+01 
      1767 -2.000621535E-01 -3.426742665E-02  2.001558922E-01 -6.513266431E+01 
      1768 -1.713263354E-01 -8.821990331E-02  2.002020946E-01  8.177941709E+00 
      1769 -1.176447814E-01 -1.423449690E-02  2.002215960E-01 -8.640238357E+01 
      1770 -1.738211412E-01 -8.502150531E-02  2.002224062E-01  1.298454009E+01 
      1771 -1.688504773E-01  5.060610841E-03  2.003029343E-01 -1.209296419E+02 
      1772 -1.535800254E-01  1.009414847E-02  2.003495294E-01 -1.202281024E+02 
      1773 -1.732339655E-01  1.692841760E-03  2.003624352E-01 -1.123390571E+02 
      1774 -1.231586124E-01 -8.659479326E-02  2.003763952E-01 -1.422816738E+02 
      1775 -1.970995691E-01 -5.254126117E-02  2.004363920E-01 -3.003910228E+01 
      1776 -2.002533554E-01 -2.350113654E-02  2.004397466E-01 -1.394075611E+02 
      1777 -1.027232230E-01 -3.347842283E-02  2.005263446E-01 -8.918561470E+01 
      1778 -1.991339825E-01 -3.975510692E-02  2.005302371E-01 -4.896805968E+01 
      1779 -1.429315754E-01 -9.482541138E-02  2.006823700E-01 -1.250084759E+02 
      1780 -1.191818884E-01 -8.375890608E-02  2.007106078E-01 -1.302084034E+02 
      1781 -1.463171177E-01  6.700978313E-03  2.007844244E-01 -1.067902149E+02 
      1782 -1.218220873E-01 -1.077895380E-02  2.007945719E-01 -8.382950634E+01 
      1783 -1.121917130E-01 -1.964793677E-02  2.008845749E-01 -8.822673226E+01 
      1784 -1.408326750E-01  2.862170932E-03  2.009144776E-01 -9.628900439E+01 
      1785 -1.958263488E-01 -1.594621869E-02  2.009496438E-01 -1.529547153E+02 
      1786 -1.937177643E-01 -1.409906616E-02  2.010465536E-01 -1.396733365E+02 
      1787 -1.532686356E-01 -8.937083242E-02  2.010540285E-01 -1.264559129E+02 
      1788 -1.981121329E-01 -4.508611561E-02  2.011590883E-01 -3.971960450E+01 
      1789 -1.545251141E-01 -8.800087942E-02  2.011729023E-01 -1.288797592E+02 
      1790 -1.664858858E-01  6.793394920E-03  2.012116422E-01 -1.265774136E+02 
      1791 -1.849327610E-01 -7.312757576E-03  2.012201692E-01 -1.086605002E+02 
      1792 -1.077930913E-01 -7.231316492E-02  2.012291170E-01 -8.987100771E+01 
      1793 -1.500498808E-01 -9.471812389E-02  2.012859428E-01 -1.637838003E+02 
      1794 -1.139617923E-01 -1.713903979E-02  2.013217569E-01 -8.848421868E+01 
      1795 -1.490756792E-01  8.771634538E-03  2.013742767E-01 -1.119321338E+02 
      1796 -1.391914335E-01 -9.361044249E-02  2.014268571E-01 -1.347190399E+02 
      1797 -1.800112803E-01 -3.540229934E-03  2.014940970E-01 -1.069750768E+02 
      1798 -1.587015927E-01 -9.121860802E-02  2.015872989E-01 -1.388955649E+02 
      1799 -1.894387339E-01 -1.078234384E-02  2.015879103E-01 -1.165960756E+02 
      1800 -1.498759631E-01 -9.601465947E-02  2.015925778E-01 -1.455242849E+02 
      1801 -1.956342207E-01 -5.496031375E-02  2.016050483E-01 -2.332121169E+01 
      1802 -1.970932907E-01 -5.018994805E-02  2.016155186E-01 -3.285575339E+01 
      1803 -1.107731589E-01 -7.615125768E-02  2.016230933E-01 -1.009273597E+02 
      1804 -1.751170308E-01  2.148194205E-04  2.016314539E-01 -1.099583649E+02 
      1805 -1.079082063E-01 -2.448621040E-02  2.016479192E-01 -8.730232350E+01 
      1806 -9.955237812E-02 -5.013022466E-02  2.017316541E-01 -8.661520392E+01 
      1807 -1.057787260E-01 -2.702530942E-02  2.018776732E-01 -8.817209035E+01 
      1808 -1.590389791E-01  1.049695211E-02  2.018807208E-01 -1.395542165E+02 
      1809 -1.582856573E-01 -9.090666861E-02  2.018843321E-01 -1.380241801E+02 
      1810 -1.705625400E-01  3.698917073E-03  2.021676844E-01 -1.165438646E+02 
      1811 -1.863654465E-01 -6.741927314E-02  2.021819359E-01  3.243380501E+00 
      1812 -1.616490615E-01  9.735686806E-03  2.022382809E-01 -1.398945167E+02 
      1813 -1.368281957E-01  8.107409108E-04  2.022905143E-01 -9.186380288E+01 
      1814 -1.449359972E-01  6.612209413E-03  2.023138315E-01 -1.069611461E+02 
      1815 -1.904532700E-01 -6.208641373E-02  2.023278485E-01 -4.501596764E+00 
      1816 -1.542002520E-01 -9.256822693E-02  2.023719170E-01 -1.501130460E+02 
      1817 -1.996756639E-01 -2.874388946E-02  2.024419541E-01 -8.836421323E+01 
      1818 -1.994783373E-01 -2.338071146E-02  2.025825333E-01 -1.374242197E+02 
      1819 -1.670982748E-01 -9.164905526E-02  2.026007960E-01 -1.705556003E+01 
      1820 -9.991474600E-02 -5.518277998E-02  2.026568571E-01 -8.465484605E+01 
      1821 -1.419535636E-01  4.720456864E-03  2.027183193E-01 -1.026583999E+02 
      1822 -1.540137289E-01  1.103986784E-02  2.027203709E-01 -1.308320849E+02 
      1823 -1.922885439E-01 -5.941541555E-02  2.027315140E-01 -9.310032397E+00 
      1824 -1.692598098E-01 -8.876160213E-02  2.027605173E-01  3.001519014E+00 
      1825 -1.738281998E-01 -8.293007071E-02  2.027668597E-01  1.417256279E+01 
      1826 -1.988752301E-01 -3.380755143E-02  2.029151474E-01 -6.138515180E+01 
      1827 -1.552729136E-01 -9.306181593E-02  2.029588382E-01 -1.809220079E+02 
      1828 -9.930794514E-02 -4.177361419E-02  2.030179041E-01 -9.010843523E+01 
      1829 -1.213197952E-01 -9.812663377E-03  2.030530992E-01 -8.419641743E+01 
      1830 -1.492775985E-01 -9.545845676E-02  2.030807710E-01 -1.125178196E+02 
      1831 -1.763308601E-01 -7.947882889E-02  2.030838697E-01  1.451882950E+01 
      1832 -1.980115273E-01 -1.925753336E-02  2.031107027E-01 -1.614239329E+02 
      1833 -1.619879881E-01 -9.378294745E-02  2.031995373E-01 -2.043441295E+02 
      1834 -1.817716870E-01 -7.241787923E-02  2.032328559E-01  1.013938535E+01 
      1835 -1.169122485E-01 -1.291532392E-02  2.032956373E-01 -8.676133552E+01 
      1836 -1.579803802E-01 -9.071012813E-02  2.033902055E-01 -1.400343963E+02 
      1837 -1.305527339E-01 -9.015825331E-02  2.034080705E-01 -1.460561460E+02 
      1838 -1.614818388E-01 -9.339958279E-02  2.034113817E-01 -1.871839047E+02 
      1839 -1.965571106E-01 -1.723412326E-02  2.034224753E-01 -1.584244610E+02 
      1840 -1.569532546E-01 -9.245590899E-02  2.034757161E-01 -1.729483127E+02 
