nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure 
       616 -2.054166519E-01 -6.521895969E-02  1.530070262E-01 -9.071021581E+01 
       617 -2.149094868E-01 -5.211919973E-02  1.531025798E-01 -1.104657004E+02 
       618 -1.179531526E-01 -5.322446131E-02  1.531178554E-01 -8.220378911E+01 
       619 -2.011924177E-01 -2.010151791E-02  1.531263306E-01 -1.052219955E+02 
       620 -1.239010153E-01 -6.327548795E-02  1.531778016E-01 -9.150200757E+01 
       621 -1.517957810E-01 -1.729917372E-02  1.532032922E-01 -7.524948748E+01 
       622 -1.944948078E-01 -8.142303476E-02  1.532276026E-01 -1.363425218E+02 
       623 -1.789492490E-01 -3.592073455E-03  1.532411287E-01 -1.219222070E+02 
       624 -1.789465255E-01 -1.034634241E-01  1.532416505E-01 -1.661708715E+02 
       625 -1.780001272E-01 -1.048223144E-01  1.532475642E-01 -1.475941089E+02 
       626 -2.111333597E-01 -5.814332510E-02  1.533019353E-01 -1.109206721E+02 
       627 -1.292475416E-01 -3.680422784E-02  1.533425103E-01 -7.283045747E+01 
       628 -1.903443754E-01 -8.780447792E-02  1.533767168E-01 -1.340045905E+02 
       629 -2.125630354E-01 -5.648903712E-02  1.534093240E-01 -1.206427657E+02 
       630 -1.737939581E-01 -3.442750040E-03  1.534494117E-01 -1.091285302E+02 
       631 -2.147161497E-01 -4.510610022E-02  1.535321528E-01 -1.495949656E+02 
       632 -1.174464331E-01 -5.536656100E-02  1.535331065E-01 -8.531252793E+01 
       633 -1.314602677E-01 -3.382063148E-02  1.535394843E-01 -7.278175149E+01 
       634 -1.292408883E-01 -6.738688966E-02  1.536021827E-01 -9.549751772E+01 
       635 -2.113798712E-01 -3.227428682E-02  1.536654427E-01 -1.020472288E+02 
       636 -1.832355473E-01 -9.903871359E-02  1.537208946E-01 -1.458434418E+02 
       637 -1.869116961E-01 -9.389681170E-02  1.537377706E-01 -1.332794905E+02 
       638 -1.992521512E-01 -7.665236397E-02  1.537992082E-01 -1.274274912E+02 
       639 -1.966449303E-01 -1.572882520E-02  1.538079161E-01 -1.164349814E+02 
       640 -2.058232875E-01 -2.465809459E-02  1.538738250E-01 -1.005971208E+02 
       641 -1.914560036E-01 -1.125315316E-02  1.539283513E-01 -1.231976178E+02 
       642 -2.096626337E-01 -2.943633000E-02  1.539331920E-01 -9.901939356E+01 
       643 -1.566463838E-01 -1.336681272E-02  1.540040716E-01 -8.081914037E+01 
       644 -1.641651323E-01 -7.970253780E-03  1.540539616E-01 -9.572669777E+01 
       645 -1.813225920E-01 -1.030769210E-01  1.541098059E-01 -1.963702424E+02 
       646 -1.938489528E-01 -8.555698817E-02  1.541675906E-01 -1.586574550E+02 
       647 -2.142520883E-01 -5.670471136E-02  1.541696056E-01 -1.186336961E+02 
       648 -2.100835705E-01 -6.265004639E-02  1.541839584E-01 -1.151490420E+02 
       649 -2.040942261E-01 -7.113875885E-02  1.541889475E-01 -1.261817999E+02 
       650 -2.138484462E-01 -3.766194761E-02  1.542111860E-01 -1.363153813E+02 
       651 -1.983083319E-01 -7.958500701E-02  1.542655390E-01 -1.536056542E+02 
       652 -1.354595508E-01 -2.868450955E-02  1.542705124E-01 -7.246370290E+01 
       653 -2.148780253E-01 -5.180147073E-02  1.543166811E-01 -1.254088731E+02 
       654 -2.115800186E-01 -6.105280339E-02  1.543355655E-01 -1.260596092E+02 
       655 -2.070806661E-01 -6.782363044E-02  1.544542770E-01 -1.199003428E+02 
       656 -1.690064341E-01 -4.578895686E-03  1.544723556E-01 -1.005096724E+02 
       657 -1.774100993E-01 -1.044004946E-01  1.544909201E-01 -1.057551904E+02 
       658 -1.247761967E-01 -4.152778809E-02  1.545399923E-01 -7.376144421E+01 
       659 -1.822934829E-01 -4.655717078E-03  1.546326670E-01 -1.265292735E+02 
       660 -1.902614400E-01 -9.225545979E-02  1.546416403E-01 -1.529206457E+02 
       661 -1.610275233E-01 -9.829551499E-03  1.547026127E-01 -9.025265627E+01 
       662 -1.870365853E-01 -7.758805265E-03  1.547444280E-01 -1.249463676E+02 
       663 -1.376835428E-01 -2.645690617E-02  1.547654252E-01 -7.207728599E+01 
       664 -2.067133766E-01 -6.956756932E-02  1.548116671E-01 -1.407553711E+02 
       665 -1.568375523E-01 -8.861024442E-02  1.548208987E-01 -1.234727462E+02 
       666 -1.738762330E-01 -1.016961149E-01  1.548656760E-01 -1.062040883E+02 
       667 -2.146824463E-01 -4.057505591E-02  1.548956135E-01 -1.660574438E+02 
       668 -2.150228292E-01 -4.980800275E-02  1.549154558E-01 -1.428299984E+02 
       669 -1.806356162E-01 -1.068887785E-01  1.549388021E-01 -1.315858719E+02 
       670 -1.865993877E-01 -9.846247376E-02  1.549414736E-01 -1.592901727E+02 
       671 -1.472736635E-01 -8.126937423E-02  1.549663564E-01 -1.210376540E+02 
       672 -1.678677439E-01 -9.708542320E-02  1.550042496E-01 -1.116074899E+02 
       673 -1.826718340E-01 -1.042372554E-01  1.550055305E-01 -1.468624744E+02 
       674 -1.186873056E-01 -4.888584542E-02  1.550375809E-01 -7.823782474E+01 
       675 -2.130621262E-01 -6.136621428E-02  1.550389395E-01 -1.198925722E+02 
       676 -1.993871247E-01 -1.794418353E-02  1.550412673E-01 -1.156367707E+02 
       677 -2.035931801E-01 -7.493380737E-02  1.550897994E-01 -1.427154286E+02 
       678 -1.869121710E-01 -9.871558149E-02  1.551444848E-01 -1.391978443E+02 
       679 -1.771292044E-01 -2.870034108E-03  1.551468961E-01 -1.171411727E+02 
       680 -1.716317998E-01 -3.245981070E-03  1.551574029E-01 -1.049583906E+02 
       681 -1.175215495E-01 -5.100166738E-02  1.551738657E-01 -8.115740997E+01 
       682 -1.593396542E-01 -9.054068388E-02  1.551773160E-01 -1.206238862E+02 
       683 -1.449327039E-01 -7.947696154E-02  1.551774266E-01 -1.157613276E+02 
       684 -2.104062326E-01 -6.572698691E-02  1.552152751E-01 -1.279450456E+02 
       685 -1.220895488E-01 -4.439117276E-02  1.552278514E-01 -7.471298162E+01 
       686 -1.912667563E-01 -9.304517942E-02  1.552871937E-01 -1.373984511E+02 
       687 -1.651883561E-01 -9.503576169E-02  1.553204718E-01 -1.141480547E+02 
       688 -2.039249830E-01 -2.207039822E-02  1.553758253E-01 -1.091537944E+02 
       689 -1.191129269E-01 -5.965486483E-02  1.554172649E-01 -9.306793907E+01 
       690 -1.958269040E-01 -8.710810630E-02  1.554369387E-01 -1.426709870E+02 
       691 -2.127099571E-01 -3.285494183E-02  1.554604667E-01 -1.369628768E+02 
       692 -2.003671257E-01 -8.119850623E-02  1.555864730E-01 -1.385413307E+02 
       693 -2.141045627E-01 -5.638350131E-02  1.556350371E-01 -1.126865402E+02 
       694 -2.112234233E-01 -6.608740023E-02  1.556578531E-01 -1.235778071E+02 
       695 -1.919514555E-01 -1.164042575E-02  1.557143523E-01 -1.192664515E+02 
       696 -2.045853842E-01 -7.570892219E-02  1.557256770E-01 -1.309807786E+02 
       697 -2.140698145E-01 -3.614560323E-02  1.557487370E-01 -1.608542415E+02 
       698 -2.083278771E-01 -7.077863264E-02  1.558317065E-01 -1.307759298E+02 
       699 -1.272375203E-01 -3.731477984E-02  1.558519478E-01 -7.341614406E+01 
       700 -1.353275802E-01 -7.211791527E-02  1.558587869E-01 -1.048417723E+02 
       701 -1.387257176E-01 -7.472776957E-02  1.558697237E-01 -1.071641092E+02 
       702 -1.251103778E-01 -3.982138442E-02  1.561042398E-01 -7.383415481E+01 
       703 -1.162955231E-01 -5.628390762E-02  1.561385505E-01 -8.655099629E+01 
       704 -1.454888350E-01 -2.006020163E-02  1.561715990E-01 -7.249708463E+01 
       705 -1.422964211E-01 -2.225913147E-02  1.563079627E-01 -7.193919552E+01 
       706 -1.312858924E-01 -3.174502482E-02  1.563486323E-01 -7.330166400E+01 
       707 -1.161361976E-01 -5.739352959E-02  1.563957779E-01 -9.167617324E+01 
       708 -2.144381684E-01 -5.386627360E-02  1.564250856E-01 -1.296930055E+02 
       709 -1.646564083E-01 -6.193243807E-03  1.564854450E-01 -9.798591823E+01 
       710 -1.869520156E-01 -7.738737602E-03  1.565277635E-01 -1.194055306E+02 
       711 -1.332892161E-01 -2.927363559E-02  1.565442312E-01 -7.310938656E+01 
       712 -2.129199856E-01 -6.104782287E-02  1.566032660E-01 -1.057118422E+02 
       713 -1.946497216E-01 -1.372936895E-02  1.566945019E-01 -1.197896026E+02 
       714 -2.098368768E-01 -2.784692190E-02  1.567413380E-01 -1.250932109E+02 
       715 -1.825556582E-01 -4.662100900E-03  1.567662924E-01 -1.225700417E+02 
       716 -1.290069246E-01 -6.728721099E-02  1.567808843E-01 -9.750159813E+01 
       717 -1.824531314E-01 -1.040136555E-01  1.568335159E-01 -6.991082479E+01 
       718 -1.667200837E-01 -4.664636161E-03  1.568807787E-01 -9.981439975E+01 
       719 -1.169721797E-01 -5.804903859E-02  1.569331229E-01 -9.440559203E+01 
       720 -1.524174604E-01 -8.526933388E-02  1.569456506E-01 -1.265066191E+02 
       721 -1.774155599E-01 -2.499523234E-03  1.570355962E-01 -1.209080632E+02 
       722 -1.866399689E-01 -9.854654128E-02  1.570437826E-01 -8.911926081E+01 
       723 -1.235561713E-01 -6.310945155E-02  1.571032428E-01 -9.122166842E+01 
       724 -2.082627303E-01 -2.585238695E-02  1.571317085E-01 -1.232226888E+02 
       725 -2.152330856E-01 -4.555880365E-02  1.571772943E-01 -1.858351308E+02 
       726 -1.207284492E-01 -4.450888525E-02  1.572050162E-01 -7.572921165E+01 
       727 -2.110926858E-01 -6.587950974E-02  1.572507801E-01 -1.064059235E+02 
       728 -1.187015736E-01 -4.701749501E-02  1.572982629E-01 -7.757321818E+01 
       729 -1.377567358E-01 -2.491480324E-02  1.573052383E-01 -7.221405127E+01 
       730 -1.909487343E-01 -9.285130235E-02  1.573445327E-01 -9.681686916E+01 
       731 -2.150416521E-01 -4.867940863E-02  1.574589540E-01 -1.737457217E+02 
       732 -1.554810342E-01 -1.215334567E-02  1.574908686E-01 -8.041514558E+01 
       733 -1.955115993E-01 -8.691835580E-02  1.574961093E-01 -1.038968564E+02 
       734 -2.081006945E-01 -7.065283385E-02  1.575232240E-01 -1.063595428E+02 
       735 -2.000797120E-01 -8.102885571E-02  1.575332767E-01 -1.057627314E+02 
       736 -2.133677917E-01 -5.856484231E-02  1.575432511E-01 -1.139108955E+02 
       737 -2.043164145E-01 -7.555218205E-02  1.575557967E-01 -1.051672638E+02 
       738 -1.600330942E-01 -8.858119708E-03  1.575688028E-01 -8.950673185E+01 
       739 -1.500703228E-01 -1.594967056E-02  1.576036059E-01 -7.496341222E+01 
       740 -1.160911170E-01 -5.189607042E-02  1.576353976E-01 -8.333699972E+01 
       741 -1.545054809E-01 -8.689457480E-02  1.578103176E-01 -1.253207426E+02 
       742 -1.786491202E-01 -1.054377740E-01  1.578997103E-01 -1.122822901E+02 
       743 -2.130847438E-01 -3.161398648E-02  1.579034885E-01 -1.757146591E+02 
       744 -1.273141461E-01 -6.601554062E-02  1.579049708E-01 -9.372870106E+01 
       745 -1.215215279E-01 -6.156731980E-02  1.579122484E-01 -9.017197762E+01 
       746 -1.719877402E-01 -2.120665257E-03  1.579277213E-01 -1.086180744E+02 
       747 -1.155797337E-01 -5.405980691E-02  1.580531934E-01 -8.622539939E+01 
       748 -1.405762226E-01 -2.245627101E-02  1.580652590E-01 -7.213854213E+01 
       749 -2.152339728E-01 -4.125799844E-02  1.581780550E-01 -2.028895026E+02 
       750 -1.801426088E-01 -1.065917091E-01  1.581786508E-01 -8.533605464E+01 
       751 -1.725583713E-01 -1.007678811E-01  1.581961241E-01 -1.074353013E+02 
       752 -1.850964094E-01 -6.355805615E-03  1.581995202E-01 -1.185525472E+02 
       753 -1.812511385E-01 -1.051545009E-01  1.582696851E-01 -6.300150885E+01 
       754 -2.042969223E-01 -2.161376217E-02  1.583193546E-01 -1.259254335E+02 
       755 -2.148848368E-01 -3.633310389E-02  1.583350741E-01 -2.135063234E+02 
       756 -1.898677283E-01 -1.002537980E-02  1.584169132E-01 -1.166997562E+02 
       757 -1.497174977E-01 -8.323392248E-02  1.584560694E-01 -1.271511435E+02 
       758 -2.118730110E-01 -6.344668898E-02  1.584641018E-01 -1.115592511E+02 
       759 -1.851184810E-01 -1.001063051E-01  1.585195642E-01 -8.499527961E+01 
       760 -1.466170378E-01 -1.783649763E-02  1.585894791E-01 -7.349023471E+01 
       761 -1.803534659E-01 -3.316217135E-03  1.586046125E-01 -1.219737837E+02 
       762 -1.636297029E-01 -9.392161373E-02  1.586111586E-01 -1.144617483E+02 
       763 -1.607552621E-01 -9.171482522E-02  1.586358720E-01 -1.177996965E+02 
       764 -1.697405963E-01 -9.861515410E-02  1.586397035E-01 -1.096407050E+02 
       765 -2.000412779E-01 -1.799883042E-02  1.587018956E-01 -1.231990474E+02 
       766 -1.292615187E-01 -3.237386199E-02  1.587354148E-01 -7.391924645E+01 
       767 -1.272654727E-01 -3.490840180E-02  1.587488612E-01 -7.398448066E+01 
       768 -2.152330402E-01 -4.396797238E-02  1.588380304E-01 -2.016452523E+02 
       769 -1.434508570E-01 -7.843143832E-02  1.588511485E-01 -1.249024351E+02 
       770 -2.116275899E-01 -2.903483840E-02  1.588663240E-01 -1.681097350E+02 
       771 -1.621844743E-01 -6.546442252E-03  1.588915193E-01 -9.436523753E+01 
       772 -1.256169830E-01 -6.474057574E-02  1.590319691E-01 -9.129674513E+01 
       773 -2.094186522E-01 -6.828137531E-02  1.590434996E-01 -1.110711102E+02 
       774 -1.403403399E-01 -7.604767183E-02  1.590472006E-01 -1.225838614E+02 
       775 -1.889178002E-01 -9.499454084E-02  1.590848347E-01 -9.453240072E+01 
       776 -1.574088999E-01 -9.820906068E-03  1.591209800E-01 -8.477567524E+01 
       777 -2.141314556E-01 -5.293815677E-02  1.591362225E-01 -1.476489446E+02 
       778 -1.230249362E-01 -3.997572748E-02  1.591653585E-01 -7.477090482E+01 
       779 -1.749933971E-01 -1.661078689E-03  1.591741950E-01 -1.163139558E+02 
       780 -1.670109391E-01 -3.255006006E-03  1.591977492E-01 -9.925914497E+01 
       781 -1.333028348E-01 -2.734037308E-02  1.592016859E-01 -7.342375693E+01 
       782 -2.059486798E-01 -7.299040134E-02  1.592766821E-01 -1.105267283E+02 
       783 -1.207924989E-01 -4.272711679E-02  1.592823085E-01 -7.571693863E+01 
       784 -1.517731715E-01 -1.370790065E-02  1.593529824E-01 -7.720675811E+01 
       785 -1.337675673E-01 -7.100810315E-02  1.593632592E-01 -1.120366229E+02 
       786 -1.930637625E-01 -8.948044563E-02  1.595426717E-01 -1.025398196E+02 
       787 -2.019503740E-01 -7.805597368E-02  1.595469915E-01 -1.093106017E+02 
       788 -2.075574844E-01 -2.438101381E-02  1.595559480E-01 -1.390029167E+02 
       789 -1.353933991E-01 -2.528118798E-02  1.595705063E-01 -7.292310533E+01 
       790 -1.169292548E-01 -4.741536570E-02  1.595739202E-01 -7.938021626E+01 
       791 -2.145321764E-01 -4.996275943E-02  1.596318732E-01 -1.669061708E+02 
       792 -1.156489672E-01 -4.968332544E-02  1.597073283E-01 -8.221867039E+01 
       793 -1.975381971E-01 -8.367997709E-02  1.597174207E-01 -1.098035658E+02 
       794 -1.316200587E-01 -6.936960819E-02  1.597873196E-01 -1.036896668E+02 
       795 -2.152240063E-01 -3.913280499E-02  1.598724958E-01 -2.262200422E+02 
       796 -2.031164673E-01 -2.045554877E-02  1.599390856E-01 -1.298504883E+02 
       797 -1.404253034E-01 -2.146196233E-02  1.599439503E-01 -7.255374992E+01 
       798 -1.695193838E-01 -1.916741854E-03  1.600169401E-01 -1.036500577E+02 
       799 -2.144316895E-01 -3.361071006E-02  1.601945670E-01 -2.210426339E+02 
       800 -1.171201820E-01 -5.824565173E-02  1.602295792E-01 -9.300307603E+01 
       801 -1.772782883E-01 -1.044459072E-01  1.603179471E-01 -1.145905873E+02 
       802 -1.953167061E-01 -1.426434769E-02  1.604863486E-01 -1.181524727E+02 
       803 -2.129602937E-01 -5.777924298E-02  1.605054845E-01 -1.295920302E+02 
       804 -1.144772716E-01 -5.495945692E-02  1.605467642E-01 -8.697060438E+01 
       805 -1.453481152E-01 -1.755978767E-02  1.606053916E-01 -7.355586566E+01 
       806 -1.739784970E-01 -1.019195229E-01  1.606227235E-01 -1.062721810E+02 
       807 -1.284402460E-01 -6.694959104E-02  1.606574655E-01 -9.302674263E+01 
       808 -1.621170361E-01 -5.531610046E-03  1.607036108E-01 -9.548836404E+01 
       809 -1.143136420E-01 -5.610500047E-02  1.608103178E-01 -9.144331873E+01 
       810 -1.900304372E-01 -1.021634315E-02  1.610400426E-01 -1.130887139E+02 
       811 -1.201386705E-01 -6.058994511E-02  1.612733065E-01 -9.011849348E+01 
       812 -1.252275295E-01 -3.540172363E-02  1.613220954E-01 -7.483729699E+01 
       813 -2.133462307E-01 -5.486964798E-02  1.613299805E-01 -1.399857621E+02 
       814 -2.114880458E-01 -6.283290929E-02  1.613484923E-01 -1.222097259E+02 
       815 -1.231076114E-01 -3.807275807E-02  1.613616732E-01 -7.524091815E+01 
       816 -1.980934220E-01 -1.641957947E-02  1.613915648E-01 -1.223392066E+02 
       817 -1.851525773E-01 -6.479272140E-03  1.613916936E-01 -1.129930581E+02 
       818 -2.118060024E-01 -2.844768301E-02  1.614155317E-01 -2.018055603E+02 
       819 -1.292322862E-01 -3.016946889E-02  1.614748057E-01 -7.467059317E+01 
       820 -1.421931912E-01 -1.928263290E-02  1.615077306E-01 -7.292167686E+01 
       821 -2.152319786E-01 -3.903579778E-02  1.615199075E-01 -2.365772205E+02 
       822 -1.804787677E-01 -3.217360578E-03  1.615256551E-01 -1.182846559E+02 
       823 -1.555487929E-01 -8.778996213E-02  1.615529254E-01 -1.225237997E+02 
       824 -1.311068473E-01 -2.791613180E-02  1.615728700E-01 -7.437242586E+01 
       825 -1.644612745E-01 -3.497363448E-03  1.615969914E-01 -9.857503907E+01 
       826 -1.684343894E-01 -9.768687918E-02  1.616126730E-01 -1.101001388E+02 
       827 -2.080694730E-01 -2.452791392E-02  1.616134236E-01 -1.579905115E+02 
       828 -1.488713829E-01 -8.266421827E-02  1.616375494E-01 -1.307859072E+02 
       829 -1.156199867E-01 -5.712937862E-02  1.616518993E-01 -9.387081129E+01 
       830 -1.753897972E-01 -1.147139861E-03  1.617128002E-01 -1.186560613E+02 
       831 -2.145259892E-01 -3.344631955E-02  1.617272033E-01 -2.439170881E+02 
       832 -1.169373337E-01 -4.562160086E-02  1.617531033E-01 -7.885793117E+01 
       833 -1.189747150E-01 -4.302199261E-02  1.617546520E-01 -7.702684153E+01 
       834 -1.651576908E-01 -9.517458921E-02  1.617727856E-01 -1.122662063E+02 
       835 -2.142483239E-01 -4.878887697E-02  1.617942222E-01 -1.739156639E+02 
       836 -1.590277430E-01 -9.046847893E-02  1.618263411E-01 -1.178307125E+02 
       837 -1.569298755E-01 -8.563683706E-03  1.618471547E-01 -8.551716568E+01 
       838 -1.288923858E-01 -7.046730570E-02  1.618708905E-01 -9.823293075E+01 
       839 -2.146885717E-01 -4.507680262E-02  1.619845942E-01 -1.964346877E+02 
       840 -2.090515014E-01 -6.771080399E-02  1.619941701E-01 -1.194605586E+02 
       841 -1.812143124E-01 -1.039970300E-01  1.620128381E-01 -6.556244404E+01 
       842 -1.295279440E-01 -7.018521264E-02  1.620509456E-01 -1.045183393E+02 
       843 -1.306293311E-01 -6.866603452E-02  1.620622374E-01 -1.013453455E+02 
       844 -1.452127389E-01 -7.986698936E-02  1.621304367E-01 -1.336936484E+02 
       845 -1.843251664E-01 -9.990922033E-02  1.621515671E-01 -8.079579338E+01 
       846 -1.356098786E-01 -2.360917580E-02  1.621564393E-01 -7.313057336E+01 
       847 -1.142134705E-01 -5.059438647E-02  1.621703211E-01 -8.424632498E+01 
       848 -2.120410670E-01 -5.992570723E-02  1.624765509E-01 -1.268642405E+02 
       849 -1.698683255E-01 -8.685126394E-04  1.625052145E-01 -1.069718688E+02 
       850 -1.374082521E-01 -2.209092377E-02  1.625432938E-01 -7.281530492E+01 
       851 -1.137096530E-01 -5.272247941E-02  1.625844444E-01 -8.654248391E+01 
       852 -2.055455139E-01 -7.237865214E-02  1.626047578E-01 -1.177605087E+02 
       853 -1.256405083E-01 -6.484908915E-02  1.626260724E-01 -8.973468842E+01 
       854 -1.510673352E-01 -1.225433189E-02  1.626898896E-01 -7.768493724E+01 
       855 -2.035116986E-01 -2.066529176E-02  1.627368487E-01 -1.363967091E+02 
       856 -1.388077494E-01 -7.496367677E-02  1.627407524E-01 -1.327013685E+02 
       857 -1.931902147E-01 -1.268912436E-02  1.628779038E-01 -1.142299417E+02 
       858 -2.103685085E-01 -2.659857797E-02  1.629140943E-01 -1.854179074E+02 
       859 -1.360044444E-01 -7.281676800E-02  1.629741477E-01 -1.238017632E+02 
       860 -1.594730527E-01 -6.029252813E-03  1.630728128E-01 -9.122423388E+01 
       861 -1.831017083E-01 -1.010674788E-01  1.631270428E-01 -7.095882504E+01 
       862 -1.878331597E-01 -8.582662562E-03  1.631740252E-01 -1.104016826E+02 
       863 -1.829811053E-01 -4.857000752E-03  1.631915711E-01 -1.136152989E+02 
       864 -1.879472769E-01 -9.474882816E-02  1.632107139E-01 -8.904527308E+01 
       865 -1.780915520E-01 -1.816619624E-03  1.632439057E-01 -1.197050971E+02 
       866 -2.014160364E-01 -7.738849913E-02  1.632987854E-01 -1.137971410E+02 
       867 -2.101261872E-01 -6.501613065E-02  1.633127048E-01 -1.217575965E+02 
       868 -2.136230266E-01 -3.098811803E-02  1.634193016E-01 -2.318994541E+02 
       869 -1.272774260E-01 -6.612748932E-02  1.634740143E-01 -8.847234157E+01 
       870 -2.149767274E-01 -3.577950223E-02  1.634752591E-01 -2.459592455E+02 
       871 -1.207423808E-01 -6.111167301E-02  1.635825317E-01 -8.977289930E+01 
       872 -1.968560088E-01 -8.303895104E-02  1.637445144E-01 -1.071171851E+02 
       873 -1.645969122E-01 -2.254337086E-03  1.637455669E-01 -9.863170765E+01 
       874 -1.726976707E-01 -3.371409111E-04  1.637532417E-01 -1.143670254E+02 
       875 -1.921690737E-01 -8.898843451E-02  1.638369827E-01 -9.779923729E+01 
       876 -1.781005359E-01 -1.051660878E-01  1.638442037E-01 -1.254342665E+02 
       877 -1.987863917E-01 -1.701123269E-02  1.638537696E-01 -1.233695448E+02 
       878 -1.733767234E-01 -1.015391957E-01  1.638732482E-01 -1.085082658E+02 
       879 -1.252147696E-01 -3.329177507E-02  1.639201538E-01 -7.565379451E+01 
       880 -2.143500052E-01 -4.380886284E-02  1.639389347E-01 -1.925661715E+02 
       881 -1.271727889E-01 -3.077586805E-02  1.639431459E-01 -7.556075364E+01 
       882 -2.063305531E-01 -2.285959196E-02  1.639442472E-01 -1.510443598E+02 
       883 -1.189621041E-01 -4.121818871E-02  1.639783036E-01 -7.722828663E+01 
       884 -1.211263568E-01 -3.844392805E-02  1.639955069E-01 -7.636205343E+01 
       885 -1.694070364E-01 -9.849418477E-02  1.640115637E-01 -1.100553027E+02 
       886 -2.070504037E-01 -6.976881536E-02  1.640199144E-01 -1.182982773E+02 
       887 -1.151015275E-01 -4.603618364E-02  1.641072767E-01 -8.063118599E+01 
       888 -1.790130664E-01 -1.058749294E-01  1.641647790E-01 -9.518899414E+01 
       889 -2.145947550E-01 -4.132455668E-02  1.641715887E-01 -2.100983747E+02 
       890 -1.795116424E-01 -1.052411827E-01  1.641873939E-01 -5.818241077E+01 
       891 -1.540044136E-01 -9.271491910E-03  1.642006191E-01 -8.162049448E+01 
       892 -1.137785052E-01 -4.835851953E-02  1.642389131E-01 -8.316266052E+01 
       893 -1.312387343E-01 -2.582818503E-02  1.642652472E-01 -7.476670966E+01 
       894 -1.277405050E-01 -6.962925391E-02  1.643286936E-01 -9.175303944E+01 
       895 -1.861803484E-01 -9.652913328E-02  1.643874652E-01 -7.863690896E+01 
       896 -1.306753498E-01 -7.683327693E-02  1.644651112E-01 -1.250999498E+02 
       897 -2.126960936E-01 -5.373244416E-02  1.644771525E-01 -1.403105111E+02 
       898 -1.332257373E-01 -2.394846316E-02  1.644842316E-01 -7.401950300E+01 
       899 -2.022459404E-01 -1.968467247E-02  1.645174203E-01 -1.308929490E+02 
       900 -1.505286620E-01 -8.401147571E-02  1.646003607E-01 -1.295518680E+02 
       901 -1.273878141E-01 -6.872484561E-02  1.646387381E-01 -8.867534217E+01 
       902 -1.538175279E-01 -8.653841101E-02  1.646509341E-01 -1.234586724E+02 
       903 -1.672205131E-01 -6.894142809E-04  1.647088847E-01 -1.027124303E+02 
       904 -1.333829538E-01 -7.387880967E-02  1.647205995E-01 -1.209596018E+02 
       905 -1.232391081E-01 -6.305809342E-02  1.647378888E-01 -8.901507453E+01 
       906 -1.723989156E-01 -1.008101905E-01  1.647432823E-01 -1.101729672E+02 
       907 -2.031218690E-01 -7.451528485E-02  1.648335580E-01 -1.129377841E+02 
       908 -1.460266021E-01 -1.456700286E-02  1.648816283E-01 -7.452162913E+01 
       909 -1.405694947E-01 -1.845931124E-02  1.648872105E-01 -7.328046478E+01 
       910 -1.350562492E-01 -7.213714699E-02  1.649030667E-01 -1.219142707E+02 
       911 -1.126238397E-01 -5.372168657E-02  1.650284449E-01 -8.719235485E+01 
       912 -2.130629986E-01 -5.053963561E-02  1.650375946E-01 -1.541160319E+02 
       913 -1.303611685E-01 -7.666573175E-02  1.650556133E-01 -1.132645743E+02 
       914 -1.331778771E-01 -7.541166936E-02  1.650833485E-01 -1.346380289E+02 
       915 -2.114430659E-01 -5.929287592E-02  1.652257166E-01 -1.291982851E+02 
       916 -1.379194015E-01 -2.013674481E-02  1.652526197E-01 -7.319709813E+01 
       917 -1.124745624E-01 -5.480479018E-02  1.652648767E-01 -9.107614608E+01 
       918 -1.594164163E-01 -4.761570596E-03  1.653027994E-01 -9.364147535E+01 
       919 -1.475258301E-01 -1.315753583E-02  1.654599385E-01 -7.621485737E+01 
       920 -2.146079182E-01 -3.593864597E-02  1.654687084E-01 -2.253413883E+02 
       921 -1.155722645E-01 -5.718897844E-02  1.654765340E-01 -9.215288274E+01 
       922 -1.897387992E-01 -9.136866166E-02  1.654778916E-01 -8.458579496E+01 
       923 -1.636183238E-01 -9.408963271E-02  1.656349251E-01 -1.124047809E+02 
       924 -1.987475512E-01 -7.973597441E-02  1.656655681E-01 -1.043904621E+02 
       925 -1.763371147E-01 -1.038594731E-01  1.657354341E-01 -1.248042585E+02 
       926 -1.438237999E-01 -7.889395413E-02  1.658495694E-01 -1.371890726E+02 
       927 -1.606404408E-01 -9.180887825E-02  1.658770503E-01 -1.144784837E+02 
       928 -2.096829150E-01 -6.439069434E-02  1.659132476E-01 -1.245412867E+02 
       929 -2.105160173E-01 -2.666830901E-02  1.660179583E-01 -2.010626292E+02 
       930 -1.406170684E-01 -7.643615700E-02  1.660400601E-01 -1.373163019E+02 
       931 -2.134116941E-01 -3.104883478E-02  1.660519410E-01 -2.289258128E+02 
       932 -1.940049216E-01 -8.560414320E-02  1.660617124E-01 -9.413115957E+01 
       933 -1.932662347E-01 -1.282878809E-02  1.661079398E-01 -1.119614675E+02 
       934 -1.620382509E-01 -2.495441122E-03  1.661935094E-01 -9.777790100E+01 
       935 -1.782173031E-01 -1.685705544E-03  1.662125301E-01 -1.171944992E+02 
       936 -1.829564587E-01 -4.914203019E-03  1.662166550E-01 -1.099184821E+02 
       937 -1.878354726E-01 -8.662613851E-03  1.662804408E-01 -1.077924332E+02 
       938 -1.820240834E-01 -1.009893643E-01  1.663222904E-01 -6.163765068E+01 
       939 -1.150662572E-01 -4.425291675E-02  1.663411601E-01 -8.015820743E+01 
