nodenumber     x-coordinate     y-coordinate     z-coordinate         pressure 
         1 -1.182363629E-01  1.656777370E-01  1.768917845E-01 -1.305820652E+02 
         2 -1.217290756E-01  1.663764241E-01  1.784969475E-01 -1.249351358E+02 
         3 -1.166888756E-01  1.691017798E-01  1.787685968E-01 -1.318616850E+02 
         4 -1.172575664E-01  1.635635667E-01  1.799418191E-01 -1.383087723E+02 
         5 -1.204947029E-01  1.695875872E-01  1.803266821E-01 -1.252923203E+02 
         6 -1.160977669E-01  1.675168106E-01  1.807447031E-01 -1.393389112E+02 
         7 -1.209581873E-01  1.705499303E-01  1.811424819E-01 -1.257927854E+02 
         8 -1.160740361E-01  1.659753581E-01  1.814672967E-01 -1.431090351E+02 
         9 -1.293778894E-01  1.679065042E-01  1.820121495E-01 -1.175367875E+02 
        10 -1.139265229E-01  1.752138855E-01  1.821188092E-01 -1.308857776E+02 
        11 -1.241871009E-01  1.715408176E-01  1.828655307E-01 -1.223250104E+02 
        12 -1.286542926E-01  1.695513735E-01  1.829201012E-01 -1.169650342E+02 
        13 -1.163280995E-01  1.756780999E-01  1.832112845E-01 -1.352392035E+02 
        14 -1.133157389E-01  1.738652454E-01  1.840348595E-01 -1.305702986E+02 
        15 -1.317597253E-01  1.717587677E-01  1.854467605E-01 -1.156162629E+02 
        16 -1.368926521E-01  1.694097733E-01  1.854657491E-01 -1.202079373E+02 
        17 -1.111149588E-01  1.814348861E-01  1.855287138E-01 -1.311668999E+02 
        18 -1.173077472E-01  1.788935428E-01  1.857544944E-01 -1.376459759E+02 
        19 -1.247993376E-01  1.755985074E-01  1.858746483E-01 -1.253200159E+02 
        20 -1.123599177E-01  1.738813999E-01  1.861076185E-01 -1.298679403E+02 
        21 -1.150643504E-01  1.588262854E-01  1.867761146E-01 -1.452074658E+02 
        22 -1.141279139E-01  1.820412945E-01  1.869159512E-01 -1.470751214E+02 
        23 -1.138288004E-01  1.644635697E-01  1.870108004E-01 -1.505712347E+02 
        24 -1.209016881E-01  1.791485168E-01  1.870845776E-01 -1.298990947E+02 
        25 -1.105057500E-01  1.801753888E-01  1.874025289E-01 -1.067234556E+02 
        26 -1.312978091E-01  1.749455336E-01  1.875074760E-01 -1.189354836E+02 
        27 -1.286732932E-01  1.766911029E-01  1.878751996E-01 -1.227582697E+02 
        28 -1.104585259E-01  1.783603612E-01  1.882953190E-01 -1.165361342E+02 
        29 -1.383046690E-01  1.728459261E-01  1.883007002E-01 -1.246414581E+02 
        30 -1.137976780E-01  1.616089748E-01  1.883210567E-01 -1.518522374E+02 
        31 -1.084077181E-01  1.874250539E-01  1.888120902E-01 -1.326625725E+02 
        32 -1.443238820E-01  1.708963302E-01  1.888809584E-01 -1.369343258E+02 
        33 -1.142978491E-01  1.850529985E-01  1.890580904E-01 -1.411294463E+02 
        34 -1.118195057E-01  1.695145609E-01  1.891842934E-01 -1.470950334E+02 
        35 -1.356708284E-01  1.762649862E-01  1.898254337E-01 -1.221895028E+02 
        36 -1.105000699E-01  1.879247675E-01  1.898299376E-01 -1.486652062E+02 
        37 -1.433003793E-01  1.727869752E-01  1.898630289E-01 -1.469516398E+02 
        38 -1.477379948E-01  1.715792928E-01  1.904499976E-01 -1.068521991E+02 
        39 -1.070180088E-01  1.904999824E-01  1.904975394E-01 -1.240833492E+02 
        40 -1.286363903E-01  1.804960348E-01  1.905007983E-01 -1.262947650E+02 
        41 -1.077900384E-01  1.862379677E-01  1.906728184E-01 -1.060211235E+02 
        42 -1.104617224E-01  1.898487736E-01  1.911512808E-01 -1.343565263E+02 
        43 -1.361045682E-01  1.780070460E-01  1.911721604E-01 -1.254846399E+02 
        44 -1.178932770E-01  1.865799648E-01  1.912703477E-01 -1.294216663E+02 
        45 -1.441578873E-01  1.745268483E-01  1.913442317E-01 -1.623696328E+02 
        46 -1.227546640E-01  1.845729905E-01  1.914392707E-01 -1.299919399E+02 
        47 -1.070508026E-01  1.861949589E-01  1.923000645E-01 -1.041030302E+02 
        48 -1.461254120E-01  1.751473642E-01  1.924057563E-01 -1.209153614E+02 
        49 -1.319024292E-01  1.818747098E-01  1.925045628E-01 -1.255746586E+02 
        50 -1.120859394E-01  1.603725808E-01  1.925838379E-01 -1.561414677E+02 
        51 -1.101686371E-01  1.697592519E-01  1.926699445E-01 -1.525078477E+02 
        52 -1.085503489E-01  1.777828711E-01  1.926987340E-01 -1.158957764E+02 
        53 -1.175633854E-01  1.889508616E-01  1.928079010E-01 -1.296711745E+02 
        54 -1.402999110E-01  1.790893749E-01  1.932687345E-01 -1.522677808E+02 
        55 -1.060961393E-01  1.885087755E-01  1.933701918E-01 -1.068822671E+02 
        56 -1.466672304E-01  1.692664721E-01  1.937866176E-01 -5.854454949E+01 
        57 -1.251661489E-01  1.873373592E-01  1.941293083E-01 -1.300912948E+02 
        58 -1.323191962E-01  1.840284305E-01  1.941311892E-01 -1.283815885E+02 
        59 -1.126886033E-01  1.536947370E-01  1.941791923E-01 -1.532347015E+02 
        60 -1.082874184E-01  1.749811392E-01  1.944903718E-01 -1.371481418E+02 
        61 -1.455027044E-01  1.733910579E-01  1.945252018E-01 -6.257369193E+01 
        62 -1.065855991E-01  1.824174230E-01  1.949565832E-01 -1.030633242E+02 
        63 -1.457358187E-01  1.711485560E-01  1.949940721E-01 -5.649075611E+01 
        64 -1.410662900E-01  1.812786771E-01  1.950322192E-01 -1.737587977E+02 
        65 -1.240943496E-01  1.894625027E-01  1.952584248E-01 -1.307509705E+02 
