"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cx-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.2525499740166684 -0.002516910404299051 0.01647722015491741 -0.0112549361864596 -0.00511164605046703 0.01881649785807769
20 0.249179628417214 -0.001790033148263032 0.0161533855526003 -0.01299013456297351 -0.004337895420946447 0.01471969044598841
30 0.2444619001190941 -0.005351032564944053 0.005609636720146712 -0.01271684914279369 -0.004939940259379004 0.01815151377426142
40 0.2444030340300747 -0.002741010405634699 0.003868639196392367 -0.01405525039098594 -0.005254200303999132 0.01902268094193127
50 0.247501775807964 -0.002204476263946171 0.0007030414913697589 -0.01491164567387193 -0.004769811429795213 0.01900743319163282
60 0.2497251823006727 -0.004091909659601129 -0.002568092381405584 -0.01469398874383746 -0.004367440342095435 0.01843496840564362
70 0.2507016328703705 -0.003199460703960608 -0.0009588579658126127 -0.01430572195859555 -0.004192945981482282 0.01790384954249246
80 0.2516479958058221 -0.004559354388048844 0.002822517690354053 -0.01378113818146783 -0.004225732240397599 0.0189360455270756
90 0.2526416667486586 -0.005017427124491714 0.004851152860771722 -0.01375326869848889 -0.004510906843359344 0.01977714604962111
100 0.2532377072440355 -0.005029860259982536 0.004593551227895285 -0.01394863848054062 -0.004726767756826723 0.01997815089405893
110 0.2535453969528513 -0.004822444016175705 0.00410638812058212 -0.01411408106888529 -0.004867337740662124 0.02003297073234052
120 0.2535992726135602 -0.004972638949086736 0.004089179599758702 -0.01413748113534894 -0.004968598997514966 0.02011967458334476
130 0.2534817086812965 -0.005386802233512858 0.004119751952067999 -0.01406652219492574 -0.005023184315105077 0.02020091918462523
140 0.2533481448067246 -0.005834566679968561 0.004323407836927907 -0.0139912241402533 -0.005044372740986309 0.02025714056806138
150 0.2532970949403887 -0.006063959454624874 0.00463647317079247 -0.01395053885107832 -0.005045522542058148 0.02029093680316366
160 0.2533380493873846 -0.006131423281794971 0.004872280250464337 -0.0139395795226136 -0.005044611551061074 0.02030267540051011
170 0.2534077760244345 -0.006182971186742448 0.005035250075055713 -0.01393675549745895 -0.00504800078215553 0.02030604794389609
180 0.2534451600486279 -0.006231309658623852 0.005142130376757573 -0.01392950561351437 -0.005054067625806455 0.02031295857554966
190 0.2534533718611195 -0.006260008650624261 0.005175969146679844 -0.01392071297976445 -0.005062101956158194 0.02032072522595623
200 0.253453534537751 -0.006276257664572715 0.00519186188301857 -0.0139098377602941 -0.00506974956973525 0.0203227097685042
210 0.2534490076777882 -0.006282296376674787 0.005214554416780604 -0.01390262219940869 -0.005073594179401559 0.02032066449878024
220 0.2534512955947215 -0.006273153470564056 0.005240781632720828 -0.013899777675779 -0.005074758628474098 0.02032293294717304
230 0.2534583540631458 -0.006256439859608854 0.005266582039313958 -0.01389884416881529 -0.005074986013389689 0.02032907716226762
240 0.2534687902507728 -0.006239488451989671 0.00528266219826034 -0.01389924686856845 -0.005074504559099126 0.02033499854256336
250 0.2534779597023593 -0.006227145356471825 0.005282237745229903 -0.0139029604794307 -0.00507404896328637 0.0203353590537688
260 0.2534841109251181 -0.006223372792374002 0.005285149480121236 -0.01390719176029086 -0.005074158129319517 0.0203345867361634
270 0.2534891246755048 -0.006222588312529359 0.005294224468920788 -0.0139095896243268 -0.005074825621756572 0.02033449873381114
280 0.2534942425424795 -0.006220639965326185 0.005305080512926317 -0.0139096960761019 -0.005075468131560668 0.02033505441663376
290 0.2534979762194781 -0.006220515584755185 0.005311193598033206 -0.01390936792775499 -0.005075796390820364 0.02033418860590029
300 0.2535002504845561 -0.006221021057407392 0.005308536449778967 -0.01391027425773774 -0.005075889212956175 0.02033146094247745
310 0.2535008129561017 -0.006220354001370474 0.005310291863824652 -0.01391137757425737 -0.005076083354386082 0.02032988961148826
320 0.2535038621288626 -0.006218654637450419 0.005315753693872863 -0.01391179017126368 -0.005076365370164438 0.02033072891900553
330 0.2535066499906959 -0.006216178964152888 0.0053197004207971 -0.01391168839757154 -0.005076568994526478 0.02033162324003576
340 0.2535080794442997 -0.006214797253780746 0.005315613422096493 -0.01391261785045784 -0.005076444628384881 0.02032965192548203
350 0.2535087301490563 -0.006213143336935563 0.005314177089546097 -0.01391402216492294 -0.005076536787211118 0.02032789154104238
360 0.2535103497456402 -0.006211606290191919 0.005318005829196389 -0.01391444590213381 -0.005076750103356399 0.02032768778930456
370 0.2535127411853999 -0.006208766021786725 0.005322342583634918 -0.013914201087649 -0.005076987770975202 0.02032914551082472
380 0.2535128023722467 -0.006207854443982815 0.005320879954511671 -0.01391362360281801 -0.005076830016729719 0.02032865249843143
390 0.2535119370108382 -0.006206980668354381 0.005315020723365816 -0.01391465024422097 -0.005076797165207191 0.02032692210330935
400 0.2535125786355174 -0.006205881152565147 0.005315748953968455 -0.01391506364097145 -0.005077011571936955 0.0203265509068512
410 0.2535146317001907 -0.006204331232776159 0.005322474230723889 -0.01391516951506073 -0.005077191871822505 0.02032764849591495
420 0.2535170787677499 -0.006202032486014307 0.005324921695372475 -0.01391459783498774 -0.005077145960015451 0.02032767345480386
430 0.2535168067627105 -0.006200982636328995 0.005319873213699647 -0.01391561095307053 -0.005077137040982716 0.02032530604893002
440 0.2535175154954147 -0.006199668365226364 0.005319529586067265 -0.01391663848779383 -0.005077367009879681 0.02032421365424795
450 0.2535183701277427 -0.006197522936902003 0.005325564143960413 -0.01391693885003585 -0.005077616227729347 0.02032415090571201
460 0.2535240702880556 -0.00619951788334386 0.005331957682871208 -0.01391852268297917 -0.005077776566264429 0.02032493132655326
470 0.2535211804446044 -0.00622668704836223 0.00533235404314691 -0.01392002799672783 -0.005077764742140471 0.02032288655386459
480 0.2535008758432967 -0.006276558303195198 0.005322979191970291 -0.01391760717870224 -0.005076361916243574 0.02032692936245778
490 0.253466001447632 -0.006339368126185665 0.005300591927644789 -0.01390739043300142 -0.005073537101091316 0.02034228655117066
500 0.2534321015754855 -0.006364742683716413 0.00527411580541311 -0.01389103005165308 -0.005070570953146253 0.02036207498756254
510 0.25342999408659 -0.006316898231589944 0.005255622946950539 -0.01388322111495176 -0.005069651947365051 0.02036908913141605
520 0.2534589451333495 -0.006251311771286311 0.005267631793931801 -0.01389050803670319 -0.005071833206868483 0.02035780018448247
530 0.253488232852333 -0.006222871035749784 0.005294506498705581 -0.01390139656778195 -0.00507510365362921 0.02034427832349313
540 0.2534993726627479 -0.00621288464010705 0.005300760311822169 -0.01390595208187911 -0.005076677147437876 0.02034309547613235
550 0.2535037409523762 -0.006205363641214439 0.0052970405847558 -0.01390899570194537 -0.005076399996993528 0.02034303857233158
560 0.2535051508831918 -0.006205107141139745 0.005297601385185563 -0.01391184108715917 -0.005075989401491163 0.02033709462216676
570 0.2535042605558928 -0.006207890312859032 0.00530330658681419 -0.01391357595385344 -0.005075947937042753 0.020332146904569
580 0.2535047354525933 -0.006208281039743859 0.005311971244037463 -0.01391349583602033 -0.005076136545726968 0.02033129793499202
590 0.2535066339586602 -0.006206515768364155 0.005321172437720684 -0.01391256545598826 -0.005076363213388387 0.02033187342012355
600 0.2535090353469849 -0.006205066483397138 0.005320302913772711 -0.01391256289040413 -0.005076467015690427 0.0203298008668853
610 0.2535097888766589 -0.006204008060193084 0.00531675480690866 -0.01391360683528809 -0.00507700218661288 0.0203275330613334
620 0.2535115015866843 -0.006202632487794153 0.005318340694191726 -0.01391443653404374 -0.005077387033352947 0.02032721334902873
