"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale")
10 0.1176396647031389 0.03480160264776055 -0.01270964940930144 0.002542820232799081 -0.002487357400420202 -0.01168721492385951 0.1208842263171229 0.03435577850506721 -0.009482461663175682
20 0.1347214174704203 0.03187896573715437 -0.009789075422122727 0.001984283217590077 -0.00118257728032421 -0.007622149411117729 0.1378775617780938 0.02989147499346675 -0.00950615924410537
30 0.1365557031507807 0.03517656919744758 -0.009852080792099791 0.0006226150891523199 -0.0006059725783206296 -0.006295844154903516 0.1398135425766147 0.03189586811121493 -0.009563466039764644
40 0.1359782434192205 0.03637724973560245 -0.01082485710567146 -0.001317642473291197 0.0002398648614284659 -0.002004087857445214 0.1385970735666818 0.03390748058955002 -0.005832140338588859
50 0.1369964083535234 0.03922813003832074 -0.01102572477167185 -0.001852996216536538 0.0005829956135676556 -0.00188615860892114 0.1390691723445115 0.03723296634135703 -0.005661201594161392
60 0.1380928251708987 0.04174606356843148 -0.01069064787921666 -0.0009763257765805982 0.0001452591589286932 -0.002808516688815857 0.1398373747679389 0.03992305899776719 -0.005678578351042535
70 0.1388538225539986 0.04213861254957284 -0.01052350557775799 -0.0005091910619158073 -5.997442378516641e-05 -0.002532127750086855 0.1403922451350675 0.04002780372069499 -0.00420800429611364
80 0.1399179483062213 0.04246918132311446 -0.01023322079636926 -0.0006197003111508923 0.0001840590381813654 -0.0009427815471833751 0.1414788196833595 0.04012055685871985 -0.002009052872056362
90 0.1411093057787953 0.04247482442041795 -0.009747672977899779 -0.0009168576231329301 0.0003554058094659671 -0.0002882629483648084 0.1428026986110095 0.04013560642152202 -0.001368825850221306
100 0.1420548149631768 0.04218914521232823 -0.009321489739597025 -0.0009473593503202945 0.0003663654144379168 5.533005897867998e-05 0.1438415007437667 0.0398620966593239 -0.0008631843240005869
