"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale")
10 0.1729266335761562 0.006804168131723257 -0.001690651439009141 -0.002468961359236329 0.01313781285794927 -0.02993235243950066 0.2165770301201655 -0.01091028655336465 -0.01047617882364833
20 0.2404939322767386 -0.0003906111450025313 -0.005298410820441926 0.001289672409211832 0.02383831777181043 -0.001928910597450328 0.3018936279047995 -0.01963949494608498 0.03057536358832559
30 0.2395928087487675 0.00268753739748499 -0.006929189164144534 0.0001602095820357162 0.02391464344174422 0.02063237815641011 0.3032530589349604 -0.003974499188246268 0.05394921408703965
40 0.2332514216071799 0.006347962848174099 -0.007073934762842504 -0.0002611077375686659 0.01923326258720658 0.01838213065177822 0.2927842769030342 -0.005063482612020531 0.04931861863830321
50 0.2313854986966245 0.006553099040992285 -0.006632917537406745 5.697898714436851e-05 0.01694317552732361 0.01419727743399593 0.2877686726355009 -0.001628902555572584 0.04256218638516599
60 0.2297430013912487 0.006408699558763064 -0.006529826193816503 -0.0001740634655346307 0.01702703201682483 0.01849630916757404 0.2839074929237677 -0.0001549346651759202 0.04638543111151817
70 0.2274605158321285 0.006099724296855835 -0.007200521077895736 -0.0002383676267902764 0.01720916713554459 0.01717191626671133 0.2808244608314771 7.308671885187134e-06 0.04499702341157466
80 0.2260532665759628 0.005898050050022327 -0.007273536877224628 -0.0001405640659412346 0.01757387006041318 0.01581402286982881 0.2782823892569367 0.0004861813911581888 0.04285555355343291
90 0.2243998613049971 0.006954027068811817 -0.006931738365723198 -0.0002576769328524098 0.0179377840672141 0.01567205568115867 0.2756229457060019 0.002156457494575302 0.0423602064413993
100 0.222653749561901 0.00849927645860544 -0.006804502164921669 -0.0004951020742980791 0.01813672419125924 0.01579467164890802 0.2733495050005244 0.003511592592572607 0.04227468230189368
110 0.2218766364865458 0.01015783110785474 -0.006858290175588555 -0.00062345656164245 0.0182277112061842 0.01561773953320391 0.2723348094796176 0.005048130020557929 0.0419640218078201
120 0.2220778806741443 0.01152076905447864 -0.007061560251874784 -0.0006375860457101761 0.01854890474183447 0.01541987176039756 0.2722435858789813 0.0064982192553071 0.04162966390023486
130 0.2225353785777036 0.0127728227811557 -0.007272491308872362 -0.0006248854665617013 0.01908303314480638 0.01572713093830023 0.2723049187821478 0.008007385913639016 0.04168107485618063
140 0.2228793778358425 0.01357386134768701 -0.007451790135419594 -0.0006184705033912254 0.01944800158587772 0.01579918165469569 0.272290435982536 0.009254096993836638 0.04144841988019513
150 0.2230850483398326 0.01390384520319711 -0.007607123179271292 -0.0005988730345085396 0.01959512836779462 0.01547965058472864 0.27225234636581 0.009986754032504033 0.04088639305764237
160 0.2234105340241761 0.01396818287841005 -0.007734587815727906 -0.000572823368424869 0.01967854506028215 0.01532959981148291 0.2724061111101952 0.01031405475443753 0.04055118560545327
170 0.2237749568403729 0.01393838409185033 -0.007842356227499622 -0.0005672455618066012 0.01976505457779837 0.01550433972825474 0.2725742139656555 0.01046146393428584 0.04053820471042965
180 0.2240128411363312 0.01392656063194751 -0.007948217603005597 -0.0005878005199098321 0.01981842708748325 0.01587290657010275 0.2725957001015394 0.0105708214175987 0.04074083536590357
190 0.2241226151147219 0.01387935615395283 -0.008006901356997536 -0.0006112686532798988 0.0198608944600707 0.01608768284276545 0.27252555531279 0.01060332822457732 0.04082041503647171
200 0.2242469971156418 0.01366444278522406 -0.008036345910967692 -0.0006292159799835789 0.01994862652123493 0.01605805443401066 0.2725282763835578 0.01043727589951055 0.04068863599510286
