"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale")
10 0.162953816542739 0.04473708337387258 -0.006812501785209473 -7.605819434367137e-05 -0.0001477974069703548 0.000563149665348737 0.1716880495574563 0.0387290230181215 0.0005783461648536879
20 0.2256187960647697 0.04633813667420658 -0.008963414762460651 -5.507071693411655e-05 -7.513366642395836e-05 -0.000554517090460226 0.233160189107739 0.04288282600270261 -0.0005266393499074684
30 0.2293207053567401 0.04245726696758975 -0.009825821621318193 -0.000175776004552583 8.868753249703837e-05 -0.0005325009628870356 0.2360662134479946 0.0376651293853986 -0.000610128263174263
40 0.2275188873399847 0.03093647432844638 -0.00946720958406227 -0.0002072916800634239 -5.149288584981465e-05 -0.0012811452538125 0.2341148068547958 0.02529599873007706 -0.001050794267697402
50 0.2269089346496942 0.02252545340829951 -0.009473911117009182 -0.0001387999958941707 0.0005858013862704064 -0.00173627305401187 0.2331200455444768 0.01756425727470243 -0.002090904227480884
60 0.2256309148510788 0.01727872417185791 -0.008953562879881048 -6.464598863382375e-05 0.0006888955929194671 -0.002280161476806719 0.2317336489523894 0.01289700585480363 -0.003049744868878089
70 0.2257348524388368 0.01338652280396921 -0.00859155853850049 7.551323985230896e-05 0.0006557905125120117 -0.001632257152017074 0.2319099146796483 0.008751346651012718 -0.002455750057661943
80 0.2245542597646896 0.01209476007476839 -0.008355835136234301 4.612378668766274e-05 0.0001771048793577301 0.0001057671477016472 0.2309588486781072 0.007240579826910986 -0.0005802257814616247
90 0.223587391537468 0.01288304897514308 -0.008232923339647032 -2.083301895167943e-05 -0.0001607833033013011 0.001552873356621426 0.2300462316608932 0.007958721186583488 0.001144252597424157
100 0.2238310335520178 0.01383407381112767 -0.00816749712836373 -4.827491799743251e-05 -9.178613498968705e-05 0.001722425297149134 0.2303263190732071 0.008917826761345254 0.001545635183259382
