"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1723700078620974 0.04140420658979841 -0.0001417577749192137 -0.03025532569540208 0.0001315815805225084 -0.0001255823893889777
20 0.1898951853793653 0.05808157631151951 -0.0004298918531909417 -0.01831164762942832 8.73238435332385e-05 5.517725085640412e-06
30 0.1891057820349109 0.06693315696917339 -0.001989215234142113 -0.01414158154715754 2.730717082808544e-05 1.888775561714827e-06
40 0.1837322771751317 0.06685931474353336 -0.002540332821854487 -0.01455854998763201 -0.0001636683865875496 6.249739736789889e-05
50 0.1823762295167924 0.06793013920767413 -0.002584715304224559 -0.01512357241202729 -5.909581148778848e-05 3.207541121000976e-05
60 0.1819019390641315 0.06441223933043162 -0.002458193586714559 -0.01544306018699668 -3.711166418356008e-05 5.34281916433887e-05
70 0.1807633189318114 0.06166557112804755 -0.002045292532442466 -0.0153269963986923 -1.531111649282412e-05 1.61889592975057e-06
80 0.1792009069311952 0.05992531151241952 -0.001596754184039502 -0.01502910590329789 4.026415790730304e-05 -9.075534591228118e-05
90 0.1776611224640344 0.05940838328070024 -0.001167727851448803 -0.01514062468738287 4.99738367306487e-05 -0.0001111208082544783
100 0.1762842650961035 0.05905368890803573 -0.001040112602359475 -0.01527633698530809 4.137432676110945e-05 -0.0001183494143120169
110 0.1753097601838617 0.05857712235670176 -0.00117844727101893 -0.01525925279460466 3.026835029858418e-05 -0.0001076794385569231
120 0.1746621943978329 0.05812279917111409 -0.001580053693978348 -0.01514565499170596 -3.134441871019366e-05 -6.198287763753839e-05
130 0.1741868577014068 0.05780303231562903 -0.002075216280884498 -0.01501710137233574 -0.0001139765799174027 2.018565246730948e-05
140 0.1736546470417489 0.05761698614146148 -0.002485287407853351 -0.01489801580294993 -0.000173012008391046 9.225690895976158e-05
150 0.1731311089973287 0.05734519920671111 -0.00263913765850479 -0.01478061682104578 -0.0001994306439804938 0.0001580226859188171
160 0.1726842866509588 0.0570948237131307 -0.002601314935766015 -0.01468305439001338 -0.0002322202223072993 0.0002306389595857934
170 0.1723870274647005 0.05686299596946089 -0.002426620677771768 -0.01462352024673676 -0.0002504999285434917 0.0002823347160491982
