"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale")
10 0.1520274352888194 0.05019731242938463 -0.01655296919609775 -0.005801650696332258 0.006880074786499099 0.03176961372284608 0.1575224114644386 0.05060755885842595 0.02834907799765498
20 0.1748173023708567 0.05385197927285259 -0.01610511443308702 -0.002824624138901626 0.004451695716545885 0.01243662762035645 0.1808545320660251 0.05348029662173082 0.0113331106145282
30 0.1814441795473243 0.0570594699103268 -0.01493718907445977 0.000129489917832289 0.0004324008163586806 -0.001906083187945464 0.1878407916904348 0.05738980456491268 -0.0003810221836513776
40 0.1824811834807116 0.06036871487998052 -0.015160337523642 -0.0004012974566024611 0.0006208942168142608 0.001244060555269658 0.1888742764177927 0.06104271070921544 0.004779862139991581
50 0.1849276009866885 0.06513032437746429 -0.01484321488884312 -0.001138594452375442 0.001671908085965934 0.006657878505634218 0.1910722459788624 0.06598542535631803 0.01102989412519018
60 0.1864813497550265 0.07102006851360422 -0.01410154399293765 -0.001201415223170323 0.001763728871541722 0.006390111495843152 0.1922097723042331 0.07178341844868494 0.01031672802110491
70 0.1879022361864852 0.07447627906575451 -0.01371899596286727 -0.001306856991286148 0.001404804219236055 0.003139079774372504 0.1932799423849067 0.07442399787235564 0.005791670335823922
80 0.1885187691212934 0.07499329056994501 -0.01327102644453414 -0.001065878708078399 0.001054178515766163 0.0008700142714375605 0.1937913289840315 0.07414078838251129 0.002503307576940127
90 0.1889312875404393 0.07432920134062419 -0.01281399756018932 -0.0004877900704662031 0.0005439072769182536 0.0002485754539617244 0.1943751288800673 0.07303818555721765 0.001295762051544363
100 0.1893395651727693 0.07408951004664907 -0.01258931738843457 -0.0002124305700619597 0.0003155748219212034 -0.001377531344573801 0.1950460455571553 0.07285839022522354 -0.0006274696777247061
110 0.18986223810594 0.07308180746137059 -0.01239413616006294 -0.0001228887121480561 0.0001925423197179813 -0.002416403630282931 0.195713920484322 0.07203838437283305 -0.001749591912748556
120 0.1901069047418733 0.07164606488246701 -0.01212497018320409 3.541299203619408e-05 -0.0001722894362491168 -0.001969465110232087 0.1959807270620532 0.07072298960199401 -0.001245580168296253
130 0.1901545522761636 0.07032490441865867 -0.01184363661316886 0.0001633083943548573 -0.0005036085454319482 -0.001414331158284064 0.1959803692930596 0.06939427167969267 -0.0004877949988604664
140 0.1900143422424028 0.0695130873270903 -0.01164385084144177 0.00033063709343328 -0.000784292425388172 -0.001777148631477015 0.1958054610189222 0.06847645025036028 -0.0005247602026564053
150 0.1898079241802643 0.06913126828473902 -0.01148920859666544 0.000574851370867371 -0.001136088803945894 -0.002585588212990351 0.1955916315402902 0.0679438922961767 -0.0009912683903339668
160 0.1894514395631252 0.06885827591922039 -0.01133492945548075 0.0007731082575936436 -0.001442281038238159 -0.003152885030015192 0.1952352314114007 0.06751144792329712 -0.001291390477413951
170 0.1891275121629053 0.06871127032275201 -0.0112444404067984 0.0008734564789911972 -0.001614029478128004 -0.003579964386335535 0.1949141678606079 0.06721307718072782 -0.001520800029368737
180 0.188829723676512 0.06864069790454912 -0.01118355183574969 0.0009237008974171092 -0.001725778382698866 -0.004161374994592355 0.1946136550885245 0.06699049209841017 -0.001945368211319213
190 0.188583523603714 0.06854564895884067 -0.01112768649439065 0.0009484089678307809 -0.001826104165432 -0.005050013454619702 0.1943579552622859 0.06674466678428093 -0.002698081399721221
200 0.1883231374079551 0.06852454033026736 -0.01104600819456718 0.0009482268372353471 -0.001891220895094982 -0.006260816840338585 0.1940855547866993 0.06659462124635068 -0.003781531477075574
210 0.1880339273795677 0.06845557520418763 -0.01092858234300833 0.0009189776906541542 -0.001917675061423103 -0.00757002589518512 0.1937900418609906 0.06643652677948346 -0.005004892677688927
220 0.1877641649190952 0.06830393445246627 -0.01080917960841744 0.0008625911223134965 -0.001919829396774849 -0.008759143322221944 0.1935238906000538 0.06622429423798575 -0.006192080274720774
230 0.1875087717813451 0.06809348581599954 -0.01069380244135162 0.0007803898246816245 -0.001868324697266899 -0.009834065924953114 0.1932742144354734 0.06596808578617727 -0.0073370515646912
240 0.1872557105149212 0.06788927309054106 -0.01058120020112749 0.0006862256593824088 -0.001773993029654049 -0.01072942905032534 0.1930222067245642 0.065727050773474 -0.008334255953185446
250 0.1870431719237427 0.06777170696252675 -0.01048443230579917 0.0006054334323104196 -0.001692272234236544 -0.01127405829727188 0.1928048912182385 0.06557864369389139 -0.008967342055735706
260 0.1868749776173898 0.06771257109447067 -0.01039547090294363 0.0005398345535961517 -0.001607819526870214 -0.01148463519474429 0.1926275926014722 0.0654931702714617 -0.009231701664970235
270 0.186750887744508 0.06768436400873688 -0.01032047477089955 0.0004827600486318091 -0.00150668465752215 -0.01143294306016494 0.1924938005170685 0.06544150458132335 -0.009202298399895358
280 0.1867086251803651 0.06770704690134946 -0.01026511949926534 0.00044044823395438 -0.001431735632738814 -0.01111157362644313 0.1924443480402803 0.06545224915644009 -0.008887927088072404
290 0.1867299157037534 0.06778050259591227 -0.01022287403762315 0.0004030448079974787 -0.001373425708506823 -0.01069205019111386 0.1924592944374446 0.06553168044272753 -0.008494654324319123
300 0.1867789555983194 0.06786415483366534 -0.0101904328528636 0.0003485012340264221 -0.001294168832845084 -0.01038661362823263 0.192503119856123 0.06563901207529213 -0.008249918300923066
310 0.1868549018419851 0.06792742767440729 -0.01017474906773851 0.0002725850431613404 -0.0012046023090831 -0.01020339299664107 0.1925763378980098 0.06574043052755633 -0.008145317750616523
320 0.1869435122171683 0.06798799473753619 -0.01017357292568929 0.0001599831829976482 -0.001072597207304301 -0.01015267069409904 0.1926663643748251 0.06584709062912446 -0.008182387649536521
330 0.187006006914844 0.06804840083055644 -0.01016447491998337 4.281315274412476e-06 -0.0008667524276715817 -0.01020517981656429 0.1927353506103459 0.06595086210371731 -0.008325915438267136
340 0.1868803666957241 0.06806408308557728 -0.01007827937575174 -8.830635638072309e-05 -0.0007213746470360868 -0.009913431984541782 0.1926182037311776 0.06600415173256288 -0.008137401778570119
350 0.1865389105953826 0.06789231869138199 -0.009870822299864012 9.14334408096607e-05 -0.0008367048862696074 -0.008593610468376979 0.1922854358441716 0.06586693937329854 -0.006951521376095223
360 0.1863670745362109 0.06796951390154334 -0.009755792924244276 0.0002964408277396082 -0.0008799877910823334 -0.007409330638189578 0.1921200575143728 0.0659780441693268 -0.005935780135263553
370 0.1867113559275951 0.0681334290985299 -0.009826942711870144 0.0002921266227542526 -0.0007167265542162269 -0.006717068461504347 0.1924653015718589 0.06617353285858464 -0.005438533619976612
380 0.187088400532885 0.06802072470213445 -0.009880519035513426 0.0004399144343905466 -0.0008361650945496988 -0.004884335169133028 0.1928396214148454 0.06608640050346747 -0.003810943658931712
390 0.1870865070641621 0.06755550710601907 -0.009783318954207743 0.0006229860424462698 -0.001030559056933993 -0.002754669543583743 0.1928329544232524 0.06563722170571097 -0.001877828175482963
400 0.1870231824790072 0.0673567847595532 -0.009712117514732171 0.0007053333248053957 -0.001086837458724655 -0.001170052434305102 0.1927668187404983 0.06545098409340154 -0.0004598734727879166
410 0.1869806828831971 0.0673642349850761 -0.009663149637350528 0.000716044188660281 -0.001076397791357721 -4.182661828540199e-05 0.1927259587461277 0.0654760893898645 0.0005534972205725966
420 0.1868717417536825 0.06752899430192182 -0.009617136319669203 0.0006970401618665038 -0.001041736877228878 0.000724976489137624 0.1926195305324808 0.06565836912017387 0.001266688077150633
430 0.1867842489518879 0.06778521671049401 -0.009610201538558849 0.0006440941468686562 -0.0009837564412394514 0.001189185737234561 0.1925324063835883 0.0659165205441435 0.001727608868830386
440 0.1868134020671182 0.06795783374932024 -0.009639327739108361 0.0005559081356347281 -0.0008782297142673269 0.001348678900326486 0.1925618428860247 0.0660657828508343 0.001905464787477465
450 0.1869617297239353 0.06800795927116916 -0.009690715087144964 0.0004348805616288407 -0.0007179924569207853 0.001246497393120832 0.192711996167537 0.0660744002139332 0.001804732578091215
460 0.1870526408073356 0.06795069408519787 -0.00970529185607338 0.0002722023837863216 -0.0005069738876961913 0.0009383298790747174 0.1928082550812824 0.0659724070459093 0.001452389225882067
470 0.187014838026307 0.06782001284842867 -0.009665873564014297 8.960653521109117e-05 -0.0002748202195130548 0.0005360475396365772 0.1927793006123874 0.06580601710798457 0.0009558385702109465
480 0.1869476051098676 0.06770701060584049 -0.009626974954081569 -6.740921740051299e-05 -7.545796774651409e-05 0.0002118974751606416 0.1927199947922465 0.06567042941971853 0.0004947796883833562
490 0.1868824538573536 0.06763520742737616 -0.009601781243551287 -0.0001825835696896618 6.471937986508312e-05 2.693563967321623e-05 0.192660329429705 0.06558680338713523 0.0001469541604659135
500 0.186807175879025 0.06760211639886161 -0.00957858954946268 -0.0002646083051696778 0.0001683853779738362 -0.0001098357226645479 0.1925882358304259 0.06554732108916987 -0.0001585275495047991
510 0.1867199774965873 0.06760915912894913 -0.009550590616216074 -0.0003106946769765087 0.0002437480947972297 -0.0002700596599127497 0.1925005825973676 0.0655487981622369 -0.0004746961499738388
520 0.186620919068696 0.06766682064742445 -0.00952474626872017 -0.0003111090157214063 0.0002596878794674055 -0.0004029957604852018 0.1923976531581973 0.06559805320280455 -0.000729086025816548
530 0.1865339207507681 0.06779049188813274 -0.009513867446753617 -0.0002732817347737087 0.0002212019393147135 -0.0004941723813890231 0.1923056034578765 0.06571113346404939 -0.0008912726460237299
540 0.1864775453548707 0.06794850423308432 -0.00951975380518714 -0.000221516665200004 0.000166753415530187 -0.0005922510131368197 0.1922429975614875 0.06585852358773886 -0.001006729397692822
550 0.1864347366445865 0.0680928763448103 -0.00953403573958434 -0.0001745522163186393 0.0001056103259738666 -0.0006581661497425325 0.1921947534985749 0.06599380423981324 -0.001042047461903815
560 0.1864225342174486 0.06819994055666859 -0.009556513716881283 -0.0001568366039479793 6.740437934978103e-05 -0.0007097160871391578 0.1921796665403698 0.06609553770425478 -0.001024905772943953
570 0.1864336519208571 0.06825451135769868 -0.009582502410178273 -0.0001973190526649127 9.669531292561955e-05 -0.0008566089599588192 0.1921894656021837 0.06614999680467731 -0.001082105154968896
580 0.1864235748476298 0.0682592676400771 -0.009599930466680222 -0.0002934715295092512 0.0001814180314413565 -0.00107460526899894 0.192179871734471 0.06616051194409961 -0.001206984414976566
590 0.1863956836334339 0.06827817770337437 -0.009615996962837164 -0.0004258402257352384 0.0003002945306772676 -0.001323584598787751 0.1921537339145558 0.06618940545605707 -0.001373268599843081
600 0.1863587546708637 0.06831023659073522 -0.009630225639518743 -0.0005640014587405817 0.0004289613832854231 -0.001594299470179187 0.1921177755073945 0.06623295384089016 -0.001581315352752716
610 0.1862262094995649 0.06831510021072973 -0.009609952165534555 -0.0006563293583797548 0.000512447936791527 -0.001748958865838715 0.1919853810529511 0.06624871659979477 -0.001695306718111558
620 0.1859597169973256 0.06824740791002819 -0.009530452064534465 -0.000599519373768843 0.0004560499693850835 -0.001469787814272326 0.1917185902691562 0.06619046204648635 -0.001395332656032543
630 0.1857376793759409 0.0682002628572389 -0.009448485482345706 -0.0003268673934508411 0.000231599910660665 -0.0006659624883257356 0.1914954326824471 0.06615163766762798 -0.000588531314649323
640 0.1858711157548371 0.06834051736930358 -0.009499528729384581 -0.0002113554240331895 0.0002385979422673112 -0.000672415266481644 0.1916275549376401 0.06629815320590385 -0.0006035536397002089
650 0.1862929680381751 0.06824949920406813 -0.009584574344090215 -7.011264420908566e-05 0.0001380131545073726 -0.0002733282167086271 0.1920473302976455 0.06620945516582154 -0.0002166047621394348
660 0.1864204987813046 0.06780077434602017 -0.009532029402465642 0.0001993768266845556 -0.0002087845984485046 0.0009432300549814777 0.1921723007425234 0.06575769192039983 0.0009884916801111078
670 0.1864044092224128 0.06739588541558926 -0.009455959365009477 0.0004203946055006691 -0.0004975833864305949 0.002051555243402986 0.1921563849138391 0.06534708881523438 0.002089237823980636
680 0.1863940109012481 0.06732831358878742 -0.009424555682826784 0.0005148665005833038 -0.0006198339777949106 0.002719872462763314 0.1921478981966271 0.06527735603984734 0.002755554024317247
690 0.1864480645934276 0.0674490774071219 -0.009425533823692607 0.0005312055411768778 -0.0006346124463889406 0.003024989179210661 0.192204335780426 0.0654035234872082 0.003070065073709634
700 0.1865162903121451 0.06767154070539388 -0.009461642149481871 0.0005022424959153112 -0.0006089021240831454 0.003140828167250704 0.1922733581701 0.06563267196285519 0.003214205384545631
710 0.1866185016101361 0.06783990728316387 -0.009515319571503542 0.0004335039243759858 -0.0005401303986396762 0.003079294191670428 0.1923739926189969 0.06579856469790679 0.003195512908446205
720 0.1867815051263898 0.06789199205489396 -0.009581348056790923 0.0003312558567074262 -0.0004216714903243856 0.002797574691313831 0.1925353938581143 0.06583723942780079 0.002957698245739805
730 0.1868973017197555 0.0678775210135393 -0.009628937432339413 0.0001832764153139699 -0.0002517427314337763 0.002291579590627902 0.1926519944516863 0.06580633043773534 0.002481042164357085
740 0.1869058953718973 0.06777856633410484 -0.009624857295625858 5.051696646328075e-06 -5.650542641117603e-05 0.001654924657537501 0.1926623521933434 0.06569710314829905 0.001845707192073409
750 0.1868786433056259 0.06765338558162656 -0.009604272947759578 -0.0001647940688401524 0.0001293487757678609 0.0009992298750277381 0.1926366162605873 0.06557091923597681 0.001158586015482076
760 0.1868472911618803 0.06754551342380011 -0.009585165064928392 -0.0002954556888200858 0.0002656032111880646 0.0004452472789169901 0.1926067445089788 0.06546914832552897 0.0005471356041976902
770 0.1867916029466606 0.06748943111896184 -0.009559862428320094 -0.0003894676601633477 0.000360927989654296 -1.281503331937167e-05 0.1925517563144516 0.0654223425102856 1.74307782922255e-05
780 0.1867129440485059 0.06749805465468155 -0.009529674184776713 -0.0004560811876893766 0.0004392990526779236 -0.0004292309662731567 0.1924722215000739 0.06543918936786457 -0.0004715504677303669
790 0.1866162885795489 0.06756709303011675 -0.00950142138558834 -0.0005009376309007057 0.0004927363656976995 -0.0007716533468484411 0.192374618056193 0.06551213332611609 -0.0008741002674695048
800 0.1865267273261054 0.06771032967690144 -0.009488387991688323 -0.0005390359849134381 0.0005280088244610459 -0.001043723272947798 0.1922833260303981 0.06565373054686278 -0.001187201592630281
