"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale")
10 0.1371472860893994 0.05046450451408115 -0.01364896217757134 -0.005202854709937172 0.005684835155790102 0.03397634786431749 0.1421954313597316 0.04794455652675853 0.03779975213578343
20 0.1466825815488223 0.04617987636580084 -0.01358384096498846 -0.003688932325280504 0.00370808353706234 0.01412007512138979 0.1514845979763231 0.04389869530020368 0.01762762764247523
30 0.1532524960262954 0.04872697421062298 -0.01325344952170191 -0.001992420711989493 0.001430946529539708 0.004178441990246983 0.1578936850003664 0.04748686139416205 0.005938734797089023
40 0.1562510148077362 0.04977673516856446 -0.01393973233425022 -0.001349321198797755 0.001037693778755074 0.003667494636872043 0.1602146065291747 0.04926076065993081 0.003559973810639887
50 0.1583581328697029 0.05345510386828221 -0.01396510372503653 -0.001544225196804104 0.001132755818645822 0.004401881924149471 0.1618297196966795 0.05240650885244747 0.003222113811755793
60 0.159495757856523 0.05807928443457393 -0.01379693218061802 -0.00115102561410409 0.0007836395501595839 0.003307245292233147 0.1628570682207639 0.05638150359026822 0.002154046158194347
70 0.1601663274178072 0.05975253029129357 -0.01369077899866434 -0.000460460684752493 0.0002072832045680744 0.001518928688413069 0.1635383680997188 0.05775470544518881 0.0006833731135746706
80 0.1606642278666738 0.059341953591401 -0.01351896432558077 -0.0002493135252423402 6.983683080526561e-05 0.0009717244992735741 0.1640353174150214 0.05703000231138512 0.000401501125602601
90 0.1614471989633473 0.05854448805957099 -0.01338457001469443 -0.0002375587204533178 6.21270172585241e-05 0.00102230410202829 0.1648577290502698 0.055958365857151 0.0005146953923018751
100 0.1622375599719562 0.05775707442736023 -0.01321274386335442 -0.0002136802295390002 4.415528526194008e-05 0.001070436583926442 0.1656871856397436 0.05496673086721331 0.0005069595241068754
110 0.162700548217648 0.05706990284911177 -0.01304784071284489 -0.0003053141294811534 0.0001329446349940703 0.001190841282008071 0.166208692327654 0.05413728937707424 0.0006326326600587304
120 0.1631254702012621 0.05664496254349751 -0.01291919668451985 -0.0003228452380162677 0.000139112504277394 0.0008212734836120206 0.1667099031083792 0.05361147047537725 0.0003643496797897423
