"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cx-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1800992783716815 0.05920027027989294 0.0002000267716898179 -0.02204855386011131 0.0001107152930522789 -5.728805335292907e-05
20 0.210651892463904 0.06901154614922973 0.001566667785656659 -0.01818718081828452 0.0002975549466384346 -0.0002363189117558635
30 0.2175779978458247 0.07462206308754202 -2.39962403795473e-06 -0.01556221272738913 0.0002328302780101056 -0.0001188258772900371
40 0.2172928781389756 0.07709798249136829 -0.001578472527198586 -0.01332162455280095 0.0001927716654298335 6.646733741267355e-05
50 0.2167329741908721 0.076207775487834 -0.002820602080833203 -0.01525775366996953 9.635475208092967e-05 -0.0001323978113467882
60 0.2155507273995853 0.07467984631357676 -1.797900508349527e-05 -0.01649864282005535 0.0002915891691934505 -0.0008332891300422997
70 0.2134529155062395 0.07215140475180408 0.006866293537152161 -0.01684688632213111 0.0001822050360896152 -0.0006261700912047282
80 0.2135091626789303 0.06805277187946303 0.006332848106897463 -0.01636237069874476 0.000125190597011486 -0.0006852466494302749
90 0.212130369966957 0.06483219660137575 -0.0002803688623707538 -0.01615594173333447 -0.0002414585114400449 0.0001696766229440231
100 0.2133936555644806 0.06505502229688824 -0.005800975815162991 -0.01591488469795969 -0.0003239153213573562 0.0007784362512633298
110 0.2104313156652483 0.06531581262160907 -0.00853363424713909 -0.01550577512835111 -7.206428383373998e-05 0.0008194486956308819
120 0.2077325612213047 0.06385055349305255 -0.004089022502648748 -0.01500726627619648 0.0004564743571689502 0.0003484550565016587
130 0.2068650669689006 0.06413594158263607 0.004540858584271022 -0.0149485924827634 0.0006292755680324902 -3.026626419326287e-05
140 0.2085580872651611 0.06500474978344623 0.004076601821345823 -0.01541070674222127 0.0005994640224478103 -0.0003414427692685956
150 0.2118343913302878 0.0665219804732121 -0.004938627751451621 -0.01566798328461136 0.0007558449169654124 -0.0008007992892242797
160 0.2148028193036774 0.06859470438015258 -0.007427722372734283 -0.01543936762670276 0.0008767552852557306 -0.00134334419651116
170 0.2133495759819404 0.06639362152360503 -0.001093468689296913 -0.01578669628122128 0.001290206928814002 -0.001456247574188475
180 0.2121524004579075 0.06556412297974529 -0.000728547175949115 -0.01597489931833054 0.001401531613871196 -0.001827021234455153
190 0.2128987309903177 0.06737654333544552 -7.961609656777741e-05 -0.01583307273750034 0.001035809614721474 -0.001597994179973481
200 0.211076577269632 0.06666119166322799 7.86835815339276e-05 -0.01588950959189431 0.0006990176100104131 -0.001201755820603516
210 0.2095729605005907 0.06486022698196139 -0.002745292561330245 -0.01555079682513722 0.0004917209290494523 -0.0009708193746732493
220 0.2097348337744372 0.06610016333913424 -0.002271507297048784 -0.01505758295672815 0.0001878642319841611 -0.0005664436044511752
230 0.2096057920979781 0.06632240170640154 -0.003185732036964808 -0.01510552817331331 3.668870816246014e-05 -0.0004048233807280123
240 0.2108012939014805 0.0648511715149675 -0.002945728817708751 -0.01603950963449439 -3.690228677480153e-05 -0.000329550970222175
250 0.2116684914717178 0.0653046902207801 -0.003182011361193639 -0.01640627977390155 -0.0005418922477001416 -6.64027359961262e-06
260 0.2113901660986381 0.06672703317708853 -0.007259286339264021 -0.01643506725179065 -0.001039262838179207 0.0007147673696569552
270 0.2112059754011145 0.06745159639037947 -0.009016425301505102 -0.0166533998052442 -0.0008973699777742134 0.0009608557902006045
280 0.211790161293395 0.06731311160357697 -0.006351155883675805 -0.01676288870341192 -0.0006960996309127588 0.0009724296834248482
290 0.2122612496486008 0.06928234566042714 -0.00298598873527938 -0.01686502760577514 -0.001188136906736273 0.001527749433195401
300 0.2120006538295346 0.06965787706072983 -0.004373717857336873 -0.01712311193599844 -0.001742893231382515 0.00204956395119516
310 0.2122289648770596 0.06821578975665904 -0.007607902653059606 -0.01710353618239272 -0.001453837889015212 0.001791941637121209
320 0.2138972254813591 0.06827855064564771 -0.008258052918927717 -0.01658077424058725 -0.0008346655188703263 0.001137176698022002
330 0.2143172164045074 0.06785981315724653 -0.006341164673521368 -0.01666117087821652 -0.0008887922721991553 0.001239967870673265
340 0.2143466689646313 0.06745802496634876 -0.006535881457404358 -0.01685953175376085 -0.001115250800554486 0.001549045474394505
350 0.21412981866071 0.06714679806160223 -0.006290156924992202 -0.01687882454007606 -0.001274580617592635 0.001837164368832797
360 0.2133971284752022 0.06624796316484045 -0.004507078774163112 -0.01680737697174874 -0.001244223783471812 0.001864171700831924
370 0.2126071863409141 0.06603863862158443 -0.003123492836957679 -0.01688218444732853 -0.001281313413735391 0.001960044315567326
380 0.2121589414507587 0.06667732871293898 -0.003380760893936791 -0.01725875734891715 -0.001437371386855443 0.002139219825654882
390 0.2116726517747889 0.06749663793229446 -0.003542650694197571 -0.01754022756739576 -0.001455588505588132 0.002086879501945138
400 0.2118534426118066 0.06843869756291139 -0.003136647633159974 -0.01764676343584497 -0.001249298783879716 0.001801195178404473
410 0.212288192335702 0.06937666574173317 -0.00384378605932252 -0.01771462079142887 -0.001171119653712266 0.001710380460692321
420 0.2119777172194256 0.06862190406677827 -0.003684140216345639 -0.01805919317613111 -0.00117262923919749 0.001957254106113765
430 0.212071665770506 0.06800961487668911 -0.001752467205880278 -0.01814848415130032 -0.001298294846780793 0.00224089720236875
440 0.2113274787071026 0.0679639414522034 -0.001296295595099031 -0.01804097073153103 -0.001251327718718515 0.001836204330696183
450 0.2105270418961298 0.06880972369270606 -0.001855187627660942 -0.01805780013696857 -0.001387087872089666 0.001490686925957333
460 0.2104716686058503 0.06951235339296134 -0.005268937180637802 -0.01843231225114325 -0.001328483196417881 0.001133588011135212
470 0.2113781678230856 0.06948297315556932 -0.00628122471106167 -0.01822889344263423 -0.0009152310204026902 0.000917534577528297
480 0.2124271344529785 0.06918244053509451 -0.003928252686155773 -0.0181783702000589 -0.0007062827029536516 0.0008545868533421674
490 0.2120125315503275 0.06938623667675964 -0.001889190887126881 -0.01851584193813793 -0.0007235785286901931 0.0004623592120748038
500 0.2114136090668757 0.06883504341964976 -0.001120134173190337 -0.01918366066459832 -0.0008657436896849676 0.0002969945450544218
510 0.2108029278127043 0.06809147194195814 -0.001565789282406733 -0.01937885426690216 -0.0009312915372345182 0.0002794155862748603
520 0.2107419939128017 0.06804649442012763 -0.004852485352000185 -0.01917961424175934 -0.0005877015249489459 -0.0001105466466419049
530 0.2107290325799945 0.06830403350386589 -0.007226209023238042 -0.01874645614467377 -2.215017714721142e-05 -0.0005712136925194394
540 0.2102206840176532 0.06786652688501607 -0.005348829003621815 -0.0184605474255907 0.0001550124174385798 -0.0004869980535579685
550 0.2099589114574791 0.06684133796330102 -0.002763479762784108 -0.01842007906501536 0.0001672973463450241 -0.0006117566007397719
560 0.2102588677706432 0.06656545737063288 -0.002183728823764052 -0.01855162728411225 0.0003097066506846659 -0.001483099865772665
570 0.2103717062490806 0.06608778288305685 -0.003315051327474455 -0.01848056976762001 0.0003721579690513728 -0.002158538834962201
580 0.2099344663706633 0.06621965294225247 -0.004898543094972942 -0.01792485411225617 0.0001061413906536248 -0.001805451030783758
590 0.2103990838444363 0.06482068259132348 -0.004961781309077073 -0.01674080489008506 -0.0004525199422632408 -0.0008510205798718181
600 0.2112163987901401 0.06465086291993249 -0.005205023833095692 -0.01602187294605379 -0.0006580466530398351 -0.0005230280903183339
610 0.2112423836346146 0.06413266870242211 -0.004847213078281902 -0.01568137780725713 -0.0006271049910958022 -0.0006830074874834812
620 0.2112229604781439 0.06376256588430172 -0.004660010872283045 -0.01561455205646724 -0.0009186993649240964 -0.0002098315224965072
630 0.2105940891465281 0.06430796258952524 -0.005750325776597662 -0.01578784886388344 -0.001184323009737865 0.0003600195776735411
640 0.2103065012627839 0.06486731930358462 -0.005920594318391907 -0.01602509172226416 -0.001102088018042929 0.0004942266628990697
650 0.2098229893082483 0.06526565416453818 -0.005449606316297101 -0.01613878933588279 -0.001352300019265001 0.001050351233255544
