config,pitchAngle,yawAngle,ironcub-cd,ironcub-cl,ironcub-cs,head-cd,head-cl,head-cs,left-back-turbine-cd,left-back-turbine-cl,left-back-turbine-cs,right-back-turbine-cd,right-back-turbine-cl,right-back-turbine-cs,left-arm-cd,left-arm-cl,left-arm-cs,left-turbine-cd,left-turbine-cl,left-turbine-cs,left-leg-lower-cd,left-leg-lower-cl,left-leg-lower-cs,left-leg-upper-cd,left-leg-upper-cl,left-leg-upper-cs,right-arm-cd,right-arm-cl,right-arm-cs,right-turbine-cd,right-turbine-cl,right-turbine-cs,right-leg-lower-cd,right-leg-lower-cl,right-leg-lower-cs,right-leg-upper-cd,right-leg-upper-cl,right-leg-upper-cs,root-link-cd,root-link-cl,root-link-cs,torso-cd,torso-cl,torso-cs,
hovering,0.0,0.0,0.136560519316297,0.007775990115008503,-0.0006446166469781578,0.001169515374348074,-0.004945731302033116,0.0001323051818661889,0.009005191795095235,0.002489482900528576,-0.0002661363231081929,0.009021792651189171,0.002468304728568408,0.0001610461365745027,0.01309191561501026,0.001725377952255794,0.007404854218594695,0.00671464548815211,0.0005719748652925498,0.001456299424794169,0.00691077662305079,-0.0008004074840656101,-0.003254808451918024,0.002503459469210158,-0.001711628829333701,0.001497180081792876,0.013154238304554,0.001655332310092836,-0.007402405774446887,0.006719780056022399,0.0004419211046694578,-0.001507827114546657,0.007143854964831206,-0.0008103452833130218,0.002915150091641145,0.002637325928745798,-0.001672928673403132,-0.001884884930305626,0.0007301996398070855,0.001382015198281268,7.356130560904048e-05,0.06654360850297171,0.008350079902501585,6.472636020647324e-05
