"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1443698103049415 0.05804987833900382 -0.0143724122275021 -0.0006224758893958342 0.0003406006635832947 -0.001937300066864063 0.1463733452699667 0.05516276248887995 -0.002060969919381524 -0.01563604879962128 -0.00060592139090484 0.000326611443871897
20 0.1499647645235127 0.05704136375842241 -0.01388181310573949 -0.0002489600453175914 0.0002699359821284518 -0.001200513015703798 0.1521613584057428 0.0541763956581792 -0.001424634532998098 -0.01525426423594607 -0.0001693527913869858 0.000262385411456651
30 0.1509476986872451 0.0568683995709299 -0.01411519930961055 0.0001499106695895223 2.241218254752419e-05 -0.0007935511825159652 0.1532457156517099 0.05423743866787108 -0.001049270779741933 -0.01548584732297975 0.0002690545017648687 2.100532818822035e-05
40 0.1506487584238611 0.05429826282175201 -0.01419033555080204 0.0006082358458433659 -0.000215486717004767 -2.772557291919569e-06 0.1528454228991689 0.0514967693828766 -0.0002785624104840611 -0.0155696201935702 0.0007568802998804568 -0.0002121121975030862
50 0.1504173047863666 0.05399064143968788 -0.01424706826114616 0.001049077106544206 -0.0004212687407311419 0.0008976761982870023 0.1525509147745362 0.05107226755740554 0.0006326259898581822 -0.0156287157655217 0.001213103911414916 -0.0004144275027133768
60 0.1500943131201781 0.05437254846723088 -0.01423374995042239 0.00154426834950107 -0.0005915792028420308 0.001645033157230587 0.1521982943363354 0.05169870715522461 0.001492821407719208 -0.01551329635476168 0.001690851605412537 -0.0005811898398779562
70 0.1502026886883278 0.05487971098892917 -0.01433285930275663 0.001829354541479768 -0.0007331972613868372 0.00195656066087287 0.1522543333871502 0.0524329131794484 0.001913116239482522 -0.01551059140837749 0.001936295072694411 -0.00072277759496406
80 0.1503428486658939 0.05563273722284166 -0.01439672021386239 0.001809599273373687 -0.0007830658975461098 0.00196281303685923 0.1523927541351418 0.05331042311484179 0.00198124585075963 -0.01554463574962648 0.001878961208143557 -0.0007722049081663235
90 0.1505703535078659 0.05650659374974189 -0.0144347890195447 0.001490527793424605 -0.0006572091158439803 0.002676691873927192 0.152607052814297 0.05420258538507761 0.002676878512041649 -0.01559879718979256 0.001540053129321482 -0.0006474774601170354
100 0.1509256814391849 0.05673826475556167 -0.01455778501922346 0.001273690925445929 -0.0006136988024243896 0.002920544677742894 0.1529680104956531 0.05435034418288778 0.002954196581748399 -0.01576221021208004 0.001298060670932799 -0.0006046742404811353
110 0.15121020771473 0.05645988265890158 -0.01460504674305809 0.0009904821360783894 -0.0005093246898002585 0.002396582999647621 0.1532948965740776 0.05397291996916632 0.002554532372432309 -0.01585001800106974 0.0009850856520125888 -0.0004992520556200093
120 0.1513171842766498 0.05630587966762967 -0.01465564548870402 0.000595639542911114 -0.0003555130958902947 0.001618130320124804 0.1534667313445092 0.05374585132872658 0.001900753899206951 -0.01593590683010462 0.0005657418395934588 -0.0003438171676739613
130 0.1511272840497397 0.05622014347433719 -0.01475150164578516 0.0001609991811883884 -0.000192749089822809 0.0006770175340782499 0.1533421881357001 0.05361975805433163 0.001023690786612083 -0.01606075105646034 0.0001039081311386391 -0.0001820779787976228
140 0.1510449185908222 0.05572249049264388 -0.01476536705942773 -0.0002504015365354806 2.379109373411521e-05 -0.0002080994489056248 0.1533048909305985 0.053107826984534 0.0001493171997459666 -0.01609114349983533 -0.0003424813855639825 3.002048728766677e-05
