"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1447272376053905 -0.02730937388867662 0.006746122093042641 -0.0001057382066609038 -0.004716326921592825 0.01934703185986801
20 0.1883962136252449 -0.02522490216823573 -0.006566955333742372 -0.002172342997810003 -0.003767538421844949 0.01402828130702298
30 0.1896003137978185 -0.01535817202765296 0.001158132344602617 -0.005228374188672745 -0.001259041599740287 0.01212726263699807
40 0.1961395004281139 0.01185351692014346 0.009862648466223527 -0.00495953802446725 -0.003324430941794048 0.005041372045909208
50 0.1948630626298389 0.01376681171194663 0.02000746280670383 -0.004956759386143946 -0.002885677618279847 0.007773643843712357
60 0.192103675380354 0.0135136775788314 0.01510228153256375 -0.005975996102792421 -0.003394981824137912 0.007747563446825527
70 0.1942343321561765 0.01751110636173672 0.00761875214804764 -0.005905248965129261 -0.00389573577077976 0.007279875012833209
80 0.1937373300934216 0.01519570045512211 0.003698367921473089 -0.005734256831849215 -0.003942078022651715 0.008934993828815003
90 0.1918744822086808 0.01565877626029304 0.002404946498686263 -0.006450417261812129 -0.00344147737310686 0.009961200432304852
100 0.1913667742038454 0.01470267057741181 0.003825405976387936 -0.006673861273505129 -0.003039402208626319 0.01051267679195947
110 0.1915518722671181 0.01329477373848792 0.002998939860569541 -0.006347253437695796 -0.003618793035664072 0.01039751676256726
120 0.1911558567197635 0.01325988340577956 0.002502993172963449 -0.006380938009663194 -0.004059896822065611 0.01074919930603399
130 0.1921652606445289 0.01317784305264756 0.002148767787071129 -0.005893842476500583 -0.00413062847531542 0.01071002485661779
140 0.1933898203147829 0.0131872067607713 0.001793637560530552 -0.005379491913427539 -0.004180141589013618 0.01052191619166041
150 0.1936168626428881 0.01343642985335535 0.002002283899394146 -0.005228882776040431 -0.004091654203224272 0.01045325931507427
160 0.1937159271667113 0.01337172496745194 0.002367223209678572 -0.00509573911884325 -0.004034204316512567 0.010423693214445
