"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.2468261142922491 -0.01430707935525725 0.006428554146364075 -0.005650285965108898 -0.007471890175290272 0.02838459712809414
20 0.2810523382618616 -0.01438571660649508 0.01970402148115837 -0.01140877032226596 -0.006775210254921884 0.02310178641141627
30 0.2734175332691647 -0.01273892857226501 0.03178244451026458 -0.01010908245057397 -0.006415690863247813 0.01641352825095749
40 0.2653167234623657 -0.01267181240424295 0.02605753370167816 -0.009362209348491508 -0.006515868083012646 0.01548785340346381
50 0.2619914981996235 -0.009086750480695696 0.02616688382207879 -0.008943503628350731 -0.006802343838307385 0.01782971544458906
60 0.2601543538807318 -0.007399473905973457 0.03019062461220869 -0.008766457951123656 -0.006626277750422424 0.01921253036599196
70 0.2591856993911257 -0.009422026939653324 0.02969709711560741 -0.0089183655806661 -0.006377776706535849 0.02042256843221138
80 0.2588830219772134 -0.01162377977047942 0.03074668358267891 -0.008858172200045568 -0.006279341955637893 0.02113418100136477
90 0.2578866477242793 -0.01145839551443163 0.03198284663151034 -0.008282884742786824 -0.006194120945375341 0.02107731466763168
100 0.2573159674083621 -0.01098717135383125 0.03218793901472437 -0.007808510924005918 -0.006005637491928989 0.02026447115335921
110 0.2572556822995128 -0.01014833742552314 0.03237376895295661 -0.007392870032755992 -0.006046539962615526 0.01897112739997286
120 0.2571898457036257 -0.00987805850195792 0.03428759380236324 -0.007136561084561768 -0.006128926634804472 0.01849575590871832
130 0.2574014483255907 -0.0100392411806628 0.03536787240391273 -0.007122077426057079 -0.006260097571691236 0.01868964203177634
140 0.2573457632687444 -0.009320946393844457 0.03697459070220276 -0.006945598891209073 -0.006381848437270534 0.01885402077164998
150 0.2568427301416848 -0.008698584423657472 0.0375861924637146 -0.00682677008135276 -0.006397380275343647 0.01908389612596467
160 0.2565676774335824 -0.008086070251344803 0.03732075865410894 -0.006711558464409247 -0.006329252617366475 0.01916173710868202
170 0.2569686977725665 -0.007968254346963929 0.03701521985090823 -0.006801769666178696 -0.006221325106936848 0.01914705316035467
180 0.2575875820301133 -0.008342742835174808 0.03613853085502096 -0.007017968468126425 -0.006107078521215592 0.01935034175058314
190 0.2577353917688417 -0.008679509372632848 0.03581389578294279 -0.007089799498605309 -0.006080466652163468 0.01952766757268019
200 0.2569481942663455 -0.008604563590594883 0.03665272687773313 -0.006932594130245073 -0.006102420579073643 0.01926321944602302
210 0.2562188955597993 -0.008728387404741455 0.03787191468555766 -0.006749458154186472 -0.006117125980718634 0.0189448147841589
220 0.2563992334930331 -0.00878115126566696 0.03814085390719553 -0.006774633409905382 -0.00611300083234984 0.01900155841749587
230 0.2569128597990714 -0.008234536125273495 0.03796592600411576 -0.006827204103547918 -0.006102789035837994 0.01917843992144718
240 0.2566571728470899 -0.00802112920233798 0.03819959080961473 -0.006678428577587693 -0.006053176769923275 0.01913290232711178
250 0.2563119573890113 -0.008562046702641985 0.03883467161561385 -0.006615433791306501 -0.006037677540208562 0.01892974058887734
260 0.256414323746868 -0.009204111988231553 0.03938635663237697 -0.006570973782183835 -0.006137274645893045 0.01874963381912674
270 0.2566908770912793 -0.008980644511165085 0.03877343954564226 -0.006518571481769188 -0.00611228119690803 0.01865780000809865
280 0.2564877710529994 -0.00864259688618214 0.03817181815691075 -0.006459753480784656 -0.00604315460410168 0.01874353224312832
290 0.2560525465654672 -0.008690477977758293 0.0387440790311646 -0.006294129603307187 -0.006066663314956455 0.01867274442050438
300 0.255987380445713 -0.009130660518809295 0.039385578941596 -0.006243916648797572 -0.006086523351137317 0.01840569945405129
310 0.2559638690168319 -0.009810928736952027 0.03932493317293987 -0.006234024396065078 -0.006058837091265543 0.01842155722078024
320 0.2558539859668207 -0.009867543794308344 0.03949252032298851 -0.00619578480894721 -0.006077079418281638 0.018571440629601
330 0.25562445856248 -0.009292816085058558 0.04069608444536178 -0.00607877548130887 -0.006158966960688871 0.01861078169399954
340 0.2555177462103394 -0.009350283724302339 0.04144492979500562 -0.005970978980355433 -0.006160411630109388 0.0184895870801374
350 0.2555083821934001 -0.01003428395682627 0.04112054027233751 -0.005956491158899797 -0.006070578311299114 0.01843915510267278
360 0.255182986913166 -0.01075598212197706 0.04054932664827014 -0.005904696120519823 -0.006025383106630766 0.01854205497251419
370 0.2553721813357508 -0.01069223451803484 0.04094797742792294 -0.00591464332244386 -0.006100846730525319 0.01860089730132653
380 0.2557379185770892 -0.0104171482621156 0.04140362433514071 -0.005895698921607045 -0.006113254037502509 0.01861658665088268
390 0.255400382321755 -0.01030971230519572 0.04169142506276925 -0.005735631481332954 -0.006065040267023769 0.01856798664215631
400 0.2548652766769064 -0.01044945976485471 0.04222694878408348 -0.005654759356614996 -0.00607423881295664 0.01848040476911243
410 0.2547813453849957 -0.01101606810760968 0.04216332147265766 -0.005695294019345743 -0.006072163332198384 0.01858397072490341
420 0.255291982933057 -0.01135156823318659 0.04171897551781325 -0.005805238020089886 -0.006059859847486309 0.01880719614252335
430 0.2555732716129701 -0.01087946095938458 0.04134753846790817 -0.005821534298109998 -0.006097797590044534 0.01898539617100812
440 0.2556587738529291 -0.01045175642793842 0.04168414682173643 -0.005758174121735399 -0.006201286041259984 0.01907560368438361
450 0.2558419805170811 -0.01073273693752108 0.04118726376098127 -0.005729683767899146 -0.006232370115691402 0.0191859866372817
460 0.255700204482753 -0.01110179089544466 0.03987438069641475 -0.005713140241459689 -0.006168245061703526 0.01913768236383021
470 0.255460000537973 -0.01068749901190069 0.040154168985602 -0.005671265838229664 -0.006211172253370938 0.01890060279667405
480 0.2554764560423264 -0.01048880835006936 0.04071422624046256 -0.005604075402836031 -0.00621168690737811 0.01863131860181734
490 0.2559728760583003 -0.01082508261829422 0.03982447227672902 -0.005691870214347566 -0.006077917805661723 0.01866451581408944
500 0.2560902298390138 -0.01092546560507483 0.03853458354428604 -0.005744767336121291 -0.006017322200315593 0.01897932071738181
510 0.2558146987998996 -0.01095402830963409 0.03848333242380102 -0.005710701144420569 -0.006098955054290686 0.0190859167149441
520 0.2559173066136667 -0.01149051305781387 0.03838705365196843 -0.005772498568569401 -0.006112877100709866 0.01904467041934915
530 0.25632615057492 -0.01192767817092764 0.03777744345490722 -0.005888700552805994 -0.006067108095872855 0.01905155221701424
540 0.2564042316710647 -0.01181957567298077 0.03751358705491009 -0.005865318178437082 -0.006093108650187027 0.01911264916561328
550 0.25657827142799 -0.01154481079082838 0.03765502745694937 -0.005876775277545279 -0.006119941079674057 0.01909476238325332
560 0.2570638535857721 -0.01159358366943197 0.03707052305849332 -0.006004061393493842 -0.006026981030362664 0.01906961287759521
570 0.2572343509645512 -0.01159560099570225 0.03652511430108841 -0.006032191227781582 -0.005950373096228714 0.01904686396487769
580 0.2568437291770611 -0.01123923743346294 0.03667692664647373 -0.00593155043874317 -0.00598530279647648 0.01896963337969231
590 0.2565543273965623 -0.01116931722622801 0.03671288610067707 -0.005921143372565457 -0.006051106486987735 0.01884092964922385
600 0.256702376193347 -0.01147996360541187 0.0360843186190994 -0.005991619058078893 -0.00602547920184097 0.01886197380408759
610 0.25704614051413 -0.0113504230621828 0.03575996092947286 -0.006124403714330401 -0.005964493434616421 0.01891455290797544
620 0.2568049180671109 -0.01104597935992306 0.03606203440308698 -0.006126327996121137 -0.005983635282711268 0.0188703309371866
630 0.2563611246665529 -0.01110011318898965 0.03661569540836947 -0.006061682180089025 -0.006047667566287758 0.01874454877337774
640 0.2562928327633744 -0.01137556899905604 0.03633835180029019 -0.006077887204481991 -0.00604772925589475 0.01877025639919065
650 0.2563628584147466 -0.01141775916977021 0.03587363446881088 -0.006122718185471519 -0.006029043933353286 0.01890715033642965
660 0.2561501628288336 -0.01103104964033095 0.03651007230134114 -0.006104821158924306 -0.006078319409158024 0.01891580744983494
670 0.2560844138288714 -0.01088953927556054 0.03750276865174276 -0.00615572912211122 -0.006139308089835593 0.01884492507558942
680 0.2563156611113194 -0.01126874429433515 0.03720563548369062 -0.00622905968501907 -0.006123030698333788 0.01893244656180341
690 0.2563606816710375 -0.01135528594438239 0.03646294415460815 -0.006174635165658859 -0.006088656178483835 0.01910748360399079
700 0.255999257580661 -0.01106390657229387 0.03671477911443834 -0.006053259853719791 -0.006122406443502557 0.01907037007407299
710 0.2558231435998538 -0.01088270022039876 0.03769159777410524 -0.006004307626427717 -0.006196471225757207 0.01888728848838431
720 0.2561533226383025 -0.01113611299266342 0.03790737317522945 -0.006062007847365242 -0.006165147377808732 0.01879106877600374
730 0.2566150951892571 -0.01133207481067466 0.0372792612514335 -0.006156026647834574 -0.006089832589863376 0.01889523899659144
740 0.2565050558045163 -0.01122116288464949 0.03684595508747468 -0.006085464560504569 -0.00608971023693121 0.01904734853372523
750 0.2561308207490127 -0.01111459160048248 0.03731176427940874 -0.005961618271528927 -0.006154408651211038 0.019006722107794
760 0.2562607375208131 -0.01132079991151079 0.03753315417464849 -0.005991373709556045 -0.006145966223871231 0.01888321841507449
770 0.2565621425206804 -0.01138382310744047 0.03735843847994425 -0.006037233670236231 -0.006087792018154229 0.01886919730304476
780 0.2565077679653018 -0.01129654747137024 0.03729855436540819 -0.005995615284982816 -0.006080454718012714 0.01888612517553089
790 0.2564601200408715 -0.01133323254975074 0.03755974960553887 -0.005998478083025859 -0.006113817768614906 0.01888502247312671
800 0.2566422692333558 -0.01150437112795327 0.03747194485793803 -0.006038515351082788 -0.006103246697889825 0.01891657484008708
810 0.2566733570041476 -0.01149021278130747 0.03696894754623935 -0.00601204281527606 -0.006060147086763882 0.01895872132593034
820 0.2564044831633754 -0.01121802091551104 0.03699575268684632 -0.005952378923408681 -0.006079575564323446 0.01894499104632255
830 0.2562410192120198 -0.01123542270634058 0.03756094713671065 -0.00591866412801512 -0.006129817909421176 0.01889668764363774
840 0.2564998820041704 -0.0116995776670878 0.03761831567118981 -0.005970420916652209 -0.006114032548880603 0.01885251383015686
850 0.2569471896962925 -0.0117673217051815 0.03715446612009613 -0.006092208241952345 -0.006053985852463299 0.01889819511627277
860 0.2567281126923588 -0.01139165027502687 0.03709997811669958 -0.006051871474250105 -0.006069691886180176 0.01895523241818545
870 0.256258407796688 -0.01126407269766022 0.03751073972144469 -0.005936382576037814 -0.006146850516393517 0.01893620617721632
880 0.2562967149600626 -0.01151102394995995 0.03760967116533816 -0.005932016071481629 -0.006143463848060364 0.01891327770983027
890 0.2566158913985746 -0.01168277618271776 0.0372974396956402 -0.005988810437239147 -0.006064257315064961 0.01889981765843397
900 0.2566248309133554 -0.01156659224552019 0.03731000083773162 -0.005998791313923498 -0.006047184989292325 0.01884143031880446
910 0.2565268339814333 -0.01138745808346452 0.03774018032303204 -0.006026638048950423 -0.006113025385051988 0.01882195819295294
920 0.2566299898890528 -0.01163046933683248 0.03742248591271437 -0.006056194789232709 -0.006135423818980428 0.01893532585605053
930 0.2566669493734309 -0.01177981459589676 0.03676466009076253 -0.006017671089987382 -0.00608744674134229 0.01906389476002525
940 0.2564725851552684 -0.01149057581530162 0.0370364370900098 -0.005963524905386154 -0.006071020364152815 0.01898481239069147
950 0.256234462211508 -0.01133838680188308 0.03791900177733142 -0.005929843133854308 -0.00611949015377043 0.01878554200663853
960 0.2564234067817353 -0.01162635991415617 0.03806727194756189 -0.005971538435739913 -0.006125189431497188 0.01871591596296977
970 0.2568538267788351 -0.01179257795512679 0.03713646185037204 -0.006074199626880596 -0.00606708847788272 0.01892662963053185
