"report"
"Iteration" "cd-scale etc.."
("Iteration" "cd-scale" "cl-scale" "cs-scale" "cmx-scale" "cmy-scale" "cmz-scale")
10 0.1781200498080397 0.05813596888597525 -0.001293048181541483 -0.02245711271587079 0.0001627682935313406 -0.0001356592076846736
20 0.2223058286356931 0.06593110477232977 -0.0004063879140858949 -0.02040738928973353 0.000155673615939109 -0.0003225927905728291
30 0.2282615401430345 0.06474564463980439 0.0004841121779190023 -0.020233285755681 0.0002054022185704454 -0.0005757792158262318
40 0.229598094910559 0.06702971396394064 0.000506805456100042 -0.01892322554944212 9.956379844823903e-05 -0.0004862743323729341
50 0.2273915368788178 0.0641543774203706 -0.001737638421838016 -0.01631614949275722 0.0001407307724533726 -0.0006377394590071265
60 0.2286882242607728 0.06202340678321985 -0.004469720071020402 -0.01557710742503551 0.0005353760757740515 -0.001016846858874793
70 0.2300098637612032 0.05875058387265619 0.001046566088567916 -0.01548888458502944 0.0001747049292395317 0.0002508177741314576
80 0.2311248298330713 0.05646789474139662 -0.003165734138251853 -0.01522309891027538 0.0002607433227161311 -0.0004612113771803564
90 0.2330291118556567 0.05737920330117528 -0.004493626710017928 -0.01466250049486962 7.523010247871105e-05 -0.0004619955367680671
100 0.2329000619842527 0.05808938345052028 -3.488081809030404e-05 -0.01453819642428968 -0.0003495841222537695 0.000637976909231328
110 0.2309717381171423 0.05674443524165888 -0.001820261560384107 -0.0146015025527729 0.0004881241775488543 -0.0009125881161962645
120 0.2303441798664961 0.05541991755815082 -0.002261333544450089 -0.01438483756694384 0.000912841327463013 -0.001672633743623841
130 0.2284867215113275 0.05619944054443116 0.002375698145157876 -0.01413295376353614 0.0004130233392410533 -0.0002944791461725683
140 0.2269126146516436 0.05610450013517768 0.0005333597036527399 -0.01409529775068842 0.0001913110021848491 7.657694647771343e-05
150 0.2283279217115966 0.05589813568552666 -0.001230611406253204 -0.01396484206091163 2.314577229267851e-05 0.0002143910405528813
160 0.2290114748641249 0.056725705587764 -0.0007011444154512985 -0.01369900851203662 -1.502674781356658e-05 -2.985291961416471e-05
170 0.2283159822953396 0.05666020074733155 -0.00523903351637535 -0.01335923744229467 0.0008169846165199966 -0.00211666724408347
180 0.2284418885994242 0.05547075042167318 -0.005209984826478699 -0.01279216547740541 0.001005631743059092 -0.002996693356117455
190 0.2288636952803696 0.05587169706878721 0.0006793959118259578 -0.01244597333734811 2.914670446400306e-05 -0.001359687042633938
200 0.2262474613180295 0.05625411689434169 -0.003528927699323337 -0.01282715771988688 0.000212111316912391 -0.001855178505959253
210 0.2254894546086381 0.05480259490137759 -0.006728664039334808 -0.01347931212466338 0.0004775595421211149 -0.002239248611238457
220 0.2269527503649852 0.05299385137814853 -0.001637569566451263 -0.01364438864528701 -7.934597266296514e-05 -0.001046269629608192
230 0.2262093786120255 0.05334138372249646 -0.000910139715432736 -0.01377135544273803 0.0001081863178817014 -0.001223713678137883
240 0.2255113384781141 0.05362606587751154 -0.004420085060192511 -0.01415719207886995 0.001007190490187504 -0.002196897460297436
250 0.2285325830810009 0.05339864453815625 -0.0007701748737785463 -0.01384189693435006 0.0004524499214380729 -0.0001591826367184984
260 0.2296147080195243 0.05555294140331535 1.481920436076334e-05 -0.01362012057548355 -0.0001224125747319431 0.001013767167875561
