"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cs-scale-avg" "cd-scale-avg" "cl-scale-avg")
340 0.1434503699186688 0.03505123702665554 -0.005524665033414273 9.355026566577114e-05 -0.0001420072674189038 0.0004091609444625329 0.145412150524302 0.03166013174258407 -4.745121791867057e-05 -0.0003997314277547417 0.1430582196958969 0.03320484671594002
350 0.1424449177799704 0.03621688138818795 -0.006017449305362096 0.0003877448935912925 -0.0001233016455625882 0.001077362736314966 0.1444232409848325 0.03275458959665875 0.0009480297936342402 -0.0003655928971796505 0.1434351890378134 0.03300176601361301
360 0.1413382117372278 0.03714529561127147 -0.006589439241536477 0.0004616266187764335 -5.508821785157752e-05 0.001098231463851961 0.1433158927484178 0.03354096442627497 0.001377581298911173 -0.0002308273375813515 0.1436391671819688 0.03277352897711681
370 0.1400966036342785 0.03786326644005005 -0.0068192438692418 0.0003539785830256531 -3.276253824936477e-05 0.0007994698572447338 0.142062886015253 0.03413912630365439 0.001388974712597173 -8.580596869618876e-05 0.1436914193126121 0.03257909920356081
380 0.1389139642293736 0.0382209185757337 -0.006736821799644085 0.0002984236711114737 -0.0001068409094623868 0.0009469098608934116 0.1408473704150762 0.03441061953129167 0.001668331479829814 0.0001183814928006931 0.1435362575346957 0.03246211154912422
390 0.1384897798018908 0.03824135879097183 -0.006699124593124555 0.0003578425770914525 -0.0002521904494054194 0.0007113886781191609 0.140368971538237 0.03442973170221938 0.001333138948437887 0.0003147485462909996 0.1433407487633334 0.03251222066404289
400 0.1381496918517734 0.03846276364307862 -0.006583329280686543 0.0005694148438235258 -0.0004362362074304155 -0.0001178273211892043 0.1399337174137663 0.03476117191971694 0.0001945180385073259 0.0004177848119297391 0.1431058926287146 0.03274383839148393
410 0.1381469173196903 0.03819628287434281 -0.006314216368421672 0.0007956521921178084 -0.0006394250380185051 -0.0005778660749425829 0.1398553072527245 0.03473118607242692 -0.0004492743646143947 0.0004498173634199585 0.1427841066625473 0.03306655750943577
420 0.1392152926820117 0.03881561927907194 -0.006484105186829495 0.0008287760405018654 -0.0006979699106551793 -0.00105633532305419 0.1408865935407793 0.03564699094879439 -0.0008849773898799575 0.0004778922120599296 0.1423848119427523 0.03348886899131667
430 0.1403768586526851 0.03928471907490141 -0.00665912671984418 0.000730360789435651 -0.0006925701719592851 -0.001410427487796851 0.1420574703410686 0.03629732018927388 -0.001309606315603622 0.0004553591084452771 0.1420497528217659 0.03400841220852586
440 0.1409200760337004 0.03830739653714203 -0.006405413577573648 0.0005358341055547585 -0.0006557849159818283 -0.00134018793977561 0.1426142468545934 0.03538147362534046 -0.001428390970953534 0.0003513325150456591 0.1417586298068036 0.03446187104738219
450 0.1407862085018512 0.0370926208618495 -0.005984131770566307 0.0001527056639812425 -0.0004721424738375031 -0.001202031172089257 0.1424670634051265 0.03403783299874726 -0.001422685517884332 0.0001609917820700322 0.1415196206037201 0.03470063884592203
460 0.1402585934701499 0.03621713942694284 -0.005643675858813829 -0.0002699910208774896 -0.0002318081473646564 -0.001269620720027119 0.1419447880965209 0.03295426499449516 -0.001413902060141074 -0.0001074612319893949 0.1413615373865292 0.03471743225069334
470 0.1393214394600842 0.0358263743882155 -0.005241331046656003 -0.000534118438360283 -3.939324722566937e-06 -0.001510087581430479 0.1410712111131399 0.03242923149630048 -0.001294474956817661 -0.0003813043313946165 0.1412501706538645 0.03459212499864853
480 0.1391378626312548 0.03576714627218251 -0.005078551067878254 -0.0006004412092393223 9.20439693484882e-05 -0.001412757727824863 0.1409034042867786 0.03231651752485638 -0.0006654367745307545 -0.0006347553995985684 0.141185477300757 0.0343911500088533
490 0.1412330268322868 0.03603251437976005 -0.005680182393432581 -0.0004953979257866122 9.246638673947517e-05 -0.001071562120941682 0.1429248436820668 0.03267392516956582 0.0002081197733927066 -0.0008072800810080363 0.1413288294324417 0.03420268575723371
500 0.1431180509402197 0.03612913155263284 -0.006161729062058905 -0.0004669483300003958 0.00011456473584493 -0.001161768005534608 0.1447487983202507 0.03293098532931969 0.0005209276135594796 -0.000838410476750287 0.1417161185924857 0.03402178899835449
510 0.1434948127346577 0.03621540732438615 -0.006222736904807648 -0.000343134691517356 -3.3809054685739e-06 -0.0008816265530439909 0.1451252621719804 0.033083082009988 0.001081038864645659 -0.0007347423315262712 0.1422436066447448 0.03385465982277681
520 0.1433584855218094 0.03602863742542543 -0.00603569345297263 -0.0002674771838391274 -8.066725561963701e-05 -0.0008997299662398212 0.1450500063847199 0.03287843012593 0.001083318245369174 -0.0005541291106606532 0.1427145336643889 0.03363516688489666
530 0.1433161916189061 0.03627483357165889 -0.005996049664539696 -0.0001548978037829655 -0.0001477802915439902 -0.0007281721479591807 0.1450862395006593 0.03311885389481495 0.0010468039356891 -0.0003351979955914442 0.1430668520234223 0.03331754464392848
540 0.1427159385317548 0.03720077499118978 -0.006125553971244767 -0.0001127058940826115 -0.0002209735103031741 -0.0004402104612038204 0.1445025650402426 0.03399571785670605 0.001009720092097873 -8.920110579626822e-05 0.1433051738848931 0.03308804151038225
550 0.1421685068768933 0.03843419150833323 -0.006344932768426246 -0.0005161349150008125 -7.029833790477719e-05 -0.0008565242713587014 0.1439194120120244 0.03517119679045559 0.0001684190773143408 0.0001104279634922812 0.1434619218679104 0.03308353714444795
560 0.1420385994770719 0.0394027830719324 -0.006559313412381255 -0.0007862047835585674 4.525448596163329e-05 -0.0005559060203009154 0.1437835662128243 0.03611762199532006 5.806395157812586e-05 0.0002556890443456238 0.1436207947857236 0.03332275874168125
570 0.1420040915588861 0.03946868116143491 -0.006818807606022885 -0.000930384447548836 0.0001786847401980803 -0.0002526288988126138 0.1437655347182744 0.03607406097349614 0.0001248873520500908 0.0004047676506144624 0.1438528308931548 0.033671843673825
580 0.1413646236100478 0.03928433626026132 -0.006833920763852807 -0.001045514577877617 0.0003061500880933402 -0.0005105639052600996 0.1431344902400466 0.03574412035758254 -0.0003021011346636735 0.0004961282245144515 0.1441231678920938 0.03403243488471494
590 0.1407133229628995 0.03881966188499877 -0.006625494290473066 -0.0009743333839089538 0.0003155549169155697 -0.0005857563305200206 0.1424625573208471 0.03530280143361778 -0.000510664494687189 0.0004624899226101779 0.1441997526988927 0.03432882193934129
600 0.140292314691995 0.03797467146424598 -0.006248029667211261 -0.0006215201054551224 0.0001993132311750289 -0.0003413248551859648 0.1419556796972647 0.03466560841465924 -0.000328815516187869 0.0003842496162514786 0.1440172630832226 0.03454487530945673
610 0.139938788867066 0.0372580957290794 -0.005730016515652973 -0.0002204420673059077 5.882750738888531e-05 -0.0002228076814602911 0.1415214065207364 0.03417153468305133 -0.0002208748703631299 0.0002735863974624813 0.1436793705991607 0.03467679395949016
620 0.1401661272113232 0.03612008280078201 -0.005261020742469056 9.189371737243233e-05 -1.864035184187467e-05 0.0001121334973116398 0.1416734359668927 0.03319986627719582 7.838881680645912e-05 0.0001519991297419528 0.1433281119962955 0.03475207727335507
630 0.1408282902506084 0.03511053876886235 -0.005019231892217414 0.0002929805239266378 -3.593389129187416e-05 0.0005803209181773368 0.1422763672165062 0.03224246546703015 0.0005707915061914272 8.203842814389012e-05 0.1430172184311999 0.03471431764411734
640 0.1420129920908013 0.03540875383073535 -0.005286876530528882 0.0004652066677405461 -8.616143237405104e-05 0.0008820102749981318 0.1434398273092092 0.03253570079858318 0.001022453691929158 5.912439199862372e-05 0.1428201918946895 0.03458842319169979
650 0.1434603130442018 0.03609202666605318 -0.005675478883480405 0.0005352591816523548 -0.0001098532756365447 0.0005096717495369666 0.1448580687525803 0.0331734015019776 0.0008487686572214555 0.0001011792839911276 0.1428341040622755 0.03441768815054075
660 0.1433476343031067 0.03648439628197389 -0.005614150506606281 0.0003850891327559762 -0.0001264792781509925 -0.0002739338519709469 0.1447122260990269 0.03350839579298659 0.0001950028339824933 0.0001478450872352281 0.1429453522349202 0.03418003716682846
670 0.1426617870296721 0.03657476900824575 -0.005400360716394985 -4.985362303885662e-05 -5.869816569281093e-05 -0.0007973245239611934 0.1440181295164953 0.03353438623588104 -0.00027213538292931 0.0001275488506395074 0.1429958553970106 0.03391685602043429
680 0.1422292697454392 0.03719917167424152 -0.005549048644857344 -0.0005329846498391931 0.0001302494407713592 -0.001195134893057221 0.1435956022094503 0.03409286602768605 -0.0007069237286043952 8.720427728806932e-05 0.1430264739109267 0.03370435530250243
690 0.1413437516201101 0.03766474284160955 -0.005685110708465434 -0.0009009755871512647 0.0002774741762606949 -0.001652987713234833 0.1427383953362214 0.03457576310330043 -0.001490795144879573 1.913747825262941e-05 0.1430746256452877 0.03359726229580429
700 0.1407845715776004 0.03711085675722637 -0.005569864897592342 -0.001056089759978847 0.0003334099560983418 -0.001747776701877184 0.1422715027334497 0.03407404525570696 -0.002078436117298308 -0.0001198213071933628 0.1430969330540348 0.03353980612400988
710 0.1401240014263621 0.03678068372614827 -0.005465590816390834 -0.001516466844540778 0.0005058235389248896 -0.00231274542582699 0.1417419376804183 0.03367987385751121 -0.002772585907735109 -0.0003417069031159284 0.1431222276507123 0.03348071886877017
720 0.1397932039608673 0.03712168712654429 -0.005565016440663469 -0.001856728043314398 0.0005744966277840881 -0.002410368400908526 0.1414647420466166 0.03396360287562031 -0.002673434089670465 -0.0006117129200870529 0.1431306895516277 0.03348622601674225
730 0.1388349920798793 0.03819710416860934 -0.00560790240208535 -0.002026232791159372 0.0006024524863498013 -0.00228348480869656 0.1404528741352308 0.03508829433165066 -0.002246990971493763 -0.0008907896798845307 0.1430262142256667 0.03368262659929838
740 0.1386150857811947 0.03958577015990476 -0.005782961984326959 -0.001665641726599976 0.0004391944409968034 -0.001483129682015832 0.1401336335846283 0.03659688341020252 -0.001168834709397519 -0.001139792412038473 0.1427610328570258 0.03404249210852043
750 0.1387210940351961 0.04024137818880235 -0.00577095803863019 -0.001434581405575062 0.0004263550987471192 -0.002038688882785978 0.1401670915951829 0.03735137468805214 -0.001541214292817197 -0.001365195915545373 0.1423433440968893 0.03446082971140189
760 0.1390991494953845 0.04086237182639196 -0.005814343698564488 -0.001344888233418964 0.0004179997756528581 -0.003156568956845155 0.1404945997616719 0.03806851057329116 -0.002533498630675222 -0.001623228779763503 0.1418879986967316 0.03489107366546318
770 0.1394354410478033 0.04187430388910519 -0.006035616452192603 -0.00122401148664653 0.0003958822267518398 -0.00368864217597773 0.140758238371968 0.03918047707093545 -0.00312098063489422 -0.001906757461281404 0.1415202134392442 0.03540905068194919
780 0.1395114415568155 0.04234823272288924 -0.006168816601680768 -0.001174258831634749 0.0004188281440442376 -0.003282827415968845 0.140764999461305 0.03972359508260534 -0.002905025882359778 -0.002165423669632586 0.1412230156966937 0.03598324339698668
790 0.1395044392611935 0.04261157845964541 -0.006265691880695637 -0.001224770351958009 0.0005294995438961409 -0.002180221226401283 0.1407213618204731 0.04000650032053519 -0.001918062550047739 -0.00229086951959965 0.1409745363810458 0.03652953129256688
800 0.1392981199627538 0.04249495278505278 -0.006285357434000676 -0.001197366399545854 0.0005707646629151801 -0.0009630461079754153 0.1404710893106074 0.03989569481155227 -0.0007294076081609481 -0.002237148535347908 0.1407967079966257 0.03709266114260911
810 0.1388591562714984 0.04157402806942257 -0.006078692162071415 -0.001068321617746871 0.0004491191650480346 -0.0001329290620259525 0.1400048863495295 0.03895681580307803 0.0001056944926430366 -0.002011584208090497 0.1406225039156293 0.03765407359092544
820 0.138652920732541 0.04072197833277882 -0.005858572051442881 -0.0009005247723104258 0.0003565971463647226 0.0004533323955406753 0.1398812668188137 0.03804296935554582 0.0007936840121499233 -0.001684903834617162 0.1404484884663018 0.03812095755063089
830 0.138777438862236 0.03987123486177451 -0.005722319485425379 -0.000676849430716823 0.0002991468974152915 0.0007839863807976809 0.1401552080021559 0.03707586965626562 0.001355800192692207 -0.001326589973487687 0.1403542555153785 0.0384213711152173
840 0.1392427884153839 0.03893646186899023 -0.005821114158966705 -0.0003886848262079896 0.0002010851046248407 0.0007830013608544662 0.1407498877213161 0.0359439476605346 0.001445991145554176 -0.001017921662335948 0.1403813870272771 0.0384740036049492
850 0.1398032149039124 0.0380934245444589 -0.006127638761256742 -0.0001021869901605279 0.0001166863880158471 0.0004019075627676294 0.1414011825835041 0.03490719675681517 0.0008234718623089925 -0.0007739101748724923 0.1404837663961543 0.03830215943408331
860 0.1403687212644416 0.03696913156743247 -0.006431371435116778 0.000107403476268794 7.176132029487606e-05 -0.0003840473309753074 0.1420005372869367 0.03374031247455783 -0.0005010462326936077 -0.00055169103437419 0.1406195743107805 0.03795999239817428
870 0.1411016191740982 0.03593145076253489 -0.006569424589343154 0.0002982824333265062 -5.01571205403043e-05 -0.000984309544038535 0.1427275740476634 0.03282514737834527 -0.001905556508803831 -0.0003908111742271417 0.1407950472328847 0.0374116862362146
880 0.1422419376474176 0.03533709113285329 -0.006705736129827219 0.0003210662778629025 -8.348840690951792e-05 -0.0009513091645947274 0.1438950808105303 0.03230047899341637 -0.002776143715949382 -0.000327375966173833 0.141046505716012 0.03670820599671126
890 0.1431207592629974 0.03509415061499306 -0.006861597839689986 0.0001593372776779809 -1.357542328181854e-05 -0.0002716991595664085 0.1448577437716398 0.03193065863616176 -0.002565535654191743 -0.0003632529730032377 0.1414275242148434 0.0359294324145282
900 0.1430839291523761 0.03467965928990636 -0.006766165755853188 0.0001299734073925925 1.207018649581438e-05 0.0008405707057222872 0.1449150264581864 0.03127534036848783 -0.001206267135251587 -0.0004268899657357842 0.1418556947019983 0.03508950881261063
910 0.1424227132270477 0.03395769912988258 -0.00648823682421765 0.0002309159915727801 2.701145364728724e-05 0.001500633297135896 0.1443346011921308 0.03034136717681354 0.0001022246401109439 -0.0004467491584992603 0.142301577173503 0.03422199277764235
920 0.1414880255231132 0.03411084904305305 -0.006418514063623013 0.0004207110317415706 -1.138088795111736e-05 0.001957365055703104 0.1434121032435995 0.03056827636966781 0.0009854105206960929 -0.0004304723831570165 0.1426937784906886 0.03341133880667516
930 0.1413938085452006 0.03505091056407753 -0.006816919635519905 0.0004340348147600723 7.577882726423088e-05 0.00190768240026856 0.143293101118914 0.03154413639502358 0.001008447446932631 -0.0004407735635832658 0.1430225496143365 0.03277081638605923
940 0.1406548467226761 0.03499195668249421 -0.006586377331782195 0.0006968053203819981 -2.514252526308065e-06 0.002062836140633096 0.142520479181148 0.0313877652618996 0.001047199573649373 -0.0004810314767985639 0.143277608733839 0.03228204189812136
950 0.1389602387961915 0.03516657459909114 -0.005962127449251444 0.0009607285663915795 -0.0001784765628926037 0.001658400445556273 0.1408305065459476 0.03145151202683282 0.0006124937234493423 -0.0005134419052783352 0.1433190273584119 0.03187226668219413
960 0.1386530485481875 0.03657058609851792 -0.005650691504158964 0.001005243432549396 -0.0002767896891472972 0.0006760988049359436 0.1405064760802212 0.03285637122311099 -0.0001963576678307009 -0.0005099586337106488 0.1431994587368575 0.03166542534575511
970 0.1387290942577298 0.03795199999477391 -0.005344007449209319 0.001217373635950832 -0.0003992044608815649 0.0005147550289344528 0.1404850288003168 0.03437264044324889 -5.975559126614139e-05 -0.0004019994716970437 0.143015726155528 0.03171230727106397
980 0.139153110777528 0.03962321577256166 -0.005634751234957743 0.001229050726834404 -0.0004547775367438723 0.0007718554976932352 0.1407980501914826 0.03625621042684173 0.0004377209430162686 -0.0001340598207971876 0.1427490661042961 0.03199931014123032
990 0.1392422912200969 0.04065570304635049 -0.005772866448833028 0.001034500697478257 -0.0003836289628061367 0.000957539891469057 0.1407925650636219 0.03750731166027285 0.0006961076048101709 0.0001987030440793636 0.1423765264203886 0.03249394969426597
1000 0.1394655391137941 0.04155975408527112 -0.005849042080982181 0.0009006044695443571 -0.000340001340822041 0.00146551296846785 0.1409154305476875 0.0385996311031699 0.001259495370849514 0.0004883278336470031 0.1419661776065572 0.0331394897969909
1010 0.1401942684172004 0.04186783483104865 -0.00588790267364152 0.0006227920741275237 -0.000213140340422555 0.001317091548582587 0.1415835838409865 0.03900572181318678 0.001203786919071428 0.0006603966766090176 0.1416253121493783 0.03396153738036493
1020 0.1409235870351885 0.04117969348712232 -0.005707753300060125 0.0004016959447639763 -0.000176747095885501 0.001386025396737583 0.1423085171596847 0.03838809085923441 0.001400104928874791 0.000722673105022371 0.1414437469297292 0.03479713456703028
1030 0.1417437086940704 0.04071463139464286 -0.005673152885250905 0.0003322851257956554 -0.0002350448368702276 0.00161125992451409 0.1431450799219803 0.03797696587996183 0.001817527206084785 0.0007815302268621867 0.1413908616793229 0.03549583430406025
1040 0.1423762360161524 0.0403566301371628 -0.005698833776721435 0.0003639071487024675 -0.0002833592253523669 0.001880041930215066 0.1438004606711815 0.03766245816528453 0.002232973745575928 0.0008841129265738895 0.1414423204282015 0.03612416847260672
1050 0.1426113852860002 0.03954069783132387 -0.005585491094306919 0.0002116792969328275 -0.0001426301391415497 0.001588334545344294 0.144045345901169 0.0368711356857433 0.001997129506110517 0.001015551940308245 0.1416868540843362 0.03671972742011283
1060 0.1416219919519612 0.0387451655974314 -0.005281412406251162 0.0001485673046505984 -4.056311712677839e-05 0.00110487225242045 0.1430406654027226 0.03601219423249905 0.001528817807913073 0.001175431485517814 0.1419963093433 0.03714271974343969
1070 0.1407053068335817 0.03757147178547111 -0.004950447953414818 0.0001022713228836526 9.367216444511636e-06 0.0001512913275403907 0.1421438951901043 0.03473009656830905 0.0005874466405237273 0.0012973279999446 0.1421776065111552 0.03730842249096054
1080 0.1413128856907661 0.03661134159315572 -0.004861761955026975 0.0001496180328849967 -1.170500588335361e-06 -0.0001880836751721286 0.1428059514524226 0.03371672264761554 0.0002947435787775072 0.001310893184742032 0.1423603213379447 0.03718622275039508
1090 0.1428170463914559 0.03594774705785236 -0.004991217617448851 5.265368424421368e-06 0.000134547710179072 -0.0007071887848025694 0.1443328911826355 0.03299280619834383 -0.0001981703617645156 0.001260690891474775 0.1426358093084075 0.03680977974269873
1100 0.1436652028287501 0.03614850895638366 -0.005382722626702707 2.310084124402326e-05 0.0001007202155118015 -0.0006123513286637017 0.1452091151580756 0.0331079737373029 -9.938825871436083e-05 0.001141473379466539 0.1430480104943229 0.03629972258310339
1110 0.143142485354347 0.03665016547577177 -0.005543250029811191 0.0001767591129212735 -9.005431593089186e-05 -0.0005810800434352173 0.144734404280165 0.03354064349923855 -6.175622345441722e-05 0.001008035270730265 0.1434286162650178 0.03573919485307078
1120 0.1420606779259062 0.03715405334994857 -0.005474067050112772 0.0003381716707467616 -0.0002982636472436108 -0.0004176195785192541 0.1436877491679414 0.03396821257219307 8.31555098168622e-05 0.0008788813080205222 0.1436411473572484 0.0352462675056685
1130 0.1418759205666065 0.0381072394573467 -0.005695291095367245 0.0002938124065982132 -0.0003136828094560257 -0.0001936785247338874 0.1435200663168265 0.03487881581901122 0.0003368033316453907 0.0007398693251447104 0.1437179246304714 0.03487730257256304
1140 0.1418132988724794 0.03909814979188661 -0.00601531600632268 0.0002688562307438971 -0.0002803481212605352 -8.066301723825084e-05 0.143448215045534 0.03588793919106313 0.0005784882589181011 0.0005824465581953076 0.1437146983803832 0.0346382572800214
1150 0.1418396517359353 0.03968597722690482 -0.006321078817612972 0.00030705855908218 -0.0002894826322708767 -0.000138839648004752 0.1434310352129347 0.03652099102048077 0.0006851533232608166 0.0004265145768610262 0.1436584718639852 0.0345429047527317
1160 0.1417336638802218 0.04016176403192549 -0.006501994951943368 0.0004037025472612413 -0.0003449924428246346 -4.37616702965573e-05 0.1432949844376312 0.03703479897782645 0.0008954189493064804 0.0003318016956595528 0.1436347192199611 0.03457803912919814
1170 0.1414370071004964 0.0404500031089538 -0.006463325745618231 0.0004869726820840143 -0.0004251755516982134 0.0001606998850731403 0.1429826882513295 0.03733848369374151 0.001182625555660412 0.0003358159281961313 0.1437129448788344 0.03477146747511441
