"config","pitchAngle","yawAngle","ironcub-cd","ironcub-cl","ironcub-cs","head-cd","head-cl","head-cs","torso-cd","torso-cl","torso-cs","left-back-turbine-cd","left-back-turbine-cl","left-back-turbine-cs","right-back-turbine-cd","right-back-turbine-cl","right-back-turbine-cs","left-arm-cd","left-arm-cl","left-arm-cs","left-arm-turbine-cd","left-arm-turbine-cl","left-arm-turbine-cs","right-arm-cd","right-arm-cl","right-arm-cs","right-arm-turbine-cd","right-arm-turbine-cl","right-arm-turbine-cs","root-link-cd","root-link-cl","root-link-cs","left-leg-upper-cd","left-leg-upper-cl","left-leg-upper-cs","left-leg-lower-cd","left-leg-lower-cl","left-leg-lower-cs","right-leg-upper-cd","right-leg-upper-cl","right-leg-upper-cs","right-leg-lower-cd","right-leg-lower-cl","right-leg-lower-cs"
hovering,0,0,0.090395517,-0.00035016203,0.00093991128,0.0042234222,-0.0087308203,0.00061406217,0.042489006,0.0015436966,0.0010938588,0.0072380123,-0.0013367852,-0.0052757232,0.0076689234,-0.00099717802,0.0051515506,0.0038941391,0.002327213,0.0024035768,0.0074712919,0.0016742957,0.0018607567,0.0039091147,0.0027038105,-0.0026281022,0.0073439445,0.0020281157,-0.0014023076,-0.0044453761,0.0026831786,-0.00078415367,-0.00068385849,-0.0012402832,0.0011572093,0.0055637822,-0.00089803861,0.0032717768,-0.00058064628,-0.00049542791,-0.00063194477,0.0063037615,0.00038806112,-0.0038906483
