config,pitchAngle,yawAngle,ironcub-cd,ironcub-cl,ironcub-cs,head-cd,head-cl,head-cs,torso-cd,torso-cl,torso-cs,left-back-turbine-cd,left-back-turbine-cl,left-back-turbine-cs,right-back-turbine-cd,right-back-turbine-cl,right-back-turbine-cs,left-arm-cd,left-arm-cl,left-arm-cs,left-turbine-cd,left-turbine-cl,left-turbine-cs,right-arm-cd,right-arm-cl,right-arm-cs,right-turbine-cd,right-turbine-cl,right-turbine-cs,root-link-cd,root-link-cl,root-link-cs,left-leg-upper-cd,left-leg-upper-cl,left-leg-upper-cs,left-leg-lower-cd,left-leg-lower-cl,left-leg-lower-cs,right-leg-upper-cd,right-leg-upper-cl,right-leg-upper-cs,right-leg-lower-cd,right-leg-lower-cl,right-leg-lower-cs
hovering,60.0,-160.0,0.2483026339103302,-0.04522112803012936,0.07248022763336293,-8.269682164903136e-05,0.002546758305034053,0.007850088670913477,0.05038043989244496,0.00741612121381773,0.02419996617916964,0.02473466817173678,-0.003571864421100026,0.01582573594197792,0.01089924038879041,-0.002723062585969115,-0.01265341667044296,0.005273755565661079,0.002783104566179107,0.008598312776093953,0.01334008384014002,-0.0005688561327036523,-0.0003739914931728649,0.004513047124628869,-0.0004473329387895801,-0.002109564155026594,0.002415704928155508,-0.000352788576135412,-0.001471710646608533,0.02845410577101824,-0.007870039505465729,0.004861931895793216,0.02365640928248632,-0.006089226473201482,0.00902013300501957,0.03173451163272286,-0.0170618410683961,0.01362084799510812,0.02064711686258691,-0.003236692513897407,0.003060401751938156,0.03233624727160729,-0.01604540789950175,0.002051492382599802
hovering,70.0,-160.0,0.2621211722473165,0.003439578485176894,0.04784812523060689,0.003191697093778333,0.01017948410759966,0.001855705482906699,0.05505467594831715,0.02464567498885924,0.01878260265299863,0.02439217829797003,0.00150934969400682,0.01532201221934324,0.01320433319331447,0.0002260122003070831,-0.01527759492021299,0.005500993636821471,0.00145235754996504,0.001842734321983728,0.01386911205906549,-0.0001988936536556833,0.001363062136027706,0.00171237151738168,0.002164499776524195,-0.003115512767521316,0.003390995521022809,-0.002863349283749382,-0.001549881339129414,0.03032596424909691,-0.004177246880489436,0.003502738608059414,0.0257229695937391,-0.002078840971941601,0.007512253351064033,0.03198060280651924,-0.01380152856244171,0.01264169556454709,0.02449564641878857,-7.981125217272496e-06,0.001522534193983613,0.02927963191150128,-0.01360995935459006,0.003445775726556431
hovering,80.0,-160.0,0.2660442052768894,0.03236459426641695,0.05533598266714219,0.006397573328107308,0.009818822344716392,-0.0007672447925310441,0.05734278803907798,0.03024888879040267,0.01761325127233825,0.02455172398478565,0.004719173260733167,0.01694187101086558,0.01482911717317769,0.00282975289926888,-0.01519536943069501,0.002919626739164662,0.002147606117232436,0.003210835744082961,0.01443694964736814,0.0002279368632189978,0.001267041712977435,0.001431194108604903,0.001472028501490418,-0.002604604931265793,0.00119372419961535,-0.00104102452542124,0.0001764079718239841,0.03300510377932501,-0.0005470564688112955,0.002034602396653451,0.02618126758064526,0.0009168315073256806,0.01045287632352117,0.03044121901028442,-0.01036615205206058,0.0138055695978352,0.02439153625004195,0.004318087001370695,0.002037505667718363,0.02892238143669107,-0.01238029997304927,0.006363240123817647
hovering,90.0,-160.0,0.2662860600423513,0.05325434755256124,0.05821771525497284,0.009932432305096073,0.006587104730812196,-0.002301198529895411,0.05988781466872856,0.03399095373084984,0.01813004511460959,0.02755566614603436,0.004668776921397548,0.02075851242898905,0.01510361054344156,0.004176348743941051,-0.01610374857873674,0.002519206951935121,0.003696469336458665,0.004162428613042619,0.01306574699270848,0.001657905899109074,8.648641410274904e-05,0.0003730623181087665,0.001311910004664723,-0.001675486113738236,-4.234816254398517e-05,-0.001033937961309266,-0.001002492327560137,0.03076500472231744,0.003825491872039124,0.002309324113371813,0.0248738497842879,0.005481714335616666,0.009547086967128403,0.02934366195478363,-0.00834397633825047,0.01453116743004029,0.02524776008132406,0.007603997936421759,0.003582034058373375,0.02766059173612931,-0.01036841165918967,0.00619355566524548
hovering,100.0,-160.0,0.2535940164141199,0.07029476695138796,0.0508414791868978,0.01339298228923258,0.0063609146072042,0.00369870746652413,0.05533483532369501,0.03137144889872538,0.0125847324825737,0.02561181083777305,0.009771108994770523,0.01907847296632068,0.01722139783453383,0.003857651931907036,-0.01601670655307654,0.001709105351504861,0.002975622013619164,0.00182229346140776,0.01286926732252707,0.002778528437248389,-0.001700986836073318,0.0009523234003497227,0.002510098638056147,-0.002763701258476282,-0.0002876566181168206,-0.0007893088337037526,-0.001198954114927119,0.02505725737300799,0.004361860160463725,-1.151271553770943e-05,0.02316387321666775,0.009409360422104013,0.009649288307453777,0.0285878113052249,-0.00625663225628808,0.01628516880700544,0.0229114448191811,0.01043334772645062,0.002473546282139723,0.02706956395853884,-0.006489233789169394,0.00694113089156357
hovering,0.0,0.0,0.08942979981069794,-0.0012167799717301,0.000320394572041049,0.004332762475489895,-0.008804194369029007,0.0004167596686760663,0.0387631033621858,0.001732720769595238,0.001112997882785377,0.007122259650884176,-0.001465595762196581,-0.005420237116416416,0.007266033340768028,-0.001195883482599461,0.005255776554690448,0.005797461194758327,0.002965611384055857,0.001666572178168847,0.007351713322210456,0.001865616318628155,0.001378811204636675,0.005869196440043834,0.002701013466056826,-0.002049777613881602,0.007246589098274433,0.001940450670871855,-0.001222267829297204,-0.003724806698788527,0.001711731315504299,-0.0003815765169731558,-0.00112669171177326,-0.001358835163513515,0.000771765055718589,0.005341881365315034,-0.0006064461167569267,0.003717568050514346,-0.0003872859262638445,-0.0006677393215927968,-0.0007313474327250383,0.005577583897593595,-3.522968075404344e-05,-0.004194649513855883
hovering,10.0,0.0,0.1126624283692333,0.01828806216017616,0.002524529175985379,0.001867671545718931,-0.004352414239224748,0.003053305284783687,0.04576682183297139,0.0007400842442351486,-0.001004708000827675,0.008308594541368364,-0.001135957243310913,-0.006610057770146371,0.008399925821162581,-0.0005611634011516864,0.006384590418641045,0.007912478973143932,0.004647392929957296,0.001643991159870064,0.009363718156308019,0.003098164209729039,0.0002034491540895225,0.008143730781636294,0.00474774890799002,-0.001685279980592876,0.00910362773155936,0.003246386049388511,-0.0001946157360371644,-0.003714594463640117,0.006154385516037638,-6.857703970681447e-05,0.00208139237213876,0.000330712878873176,0.0009251330032007378,0.006556466917403112,0.000234232198867182,0.002694933057377735,0.002127721606478421,0.0005128939320171318,-0.0002283386031276253,0.006744872552984245,0.0006255961767683711,-0.002589295771538887
hovering,20.0,0.0,0.1290059836201081,0.0447002020360367,3.270838225598323e-05,0.001061825465362729,0.00111188288791907,0.0006468477906065891,0.04422253081878617,0.005721697636991202,-0.000184370060244185,0.009173046045215254,0.003249893774880735,-0.009607925940469681,0.009334338461747227,0.00252733988959353,0.00958565092510148,0.009703186992592459,0.005262926223285944,0.0003063685547226413,0.01112947911124257,0.003845673144897482,-0.002491451228481615,0.009566453681733287,0.005283306092739353,-0.0001046858536382322,0.01095850301378334,0.003899973196247473,0.001875016535671926,0.001667049528687895,0.01045464315852517,0.0008848966972511302,0.002847713365829055,0.001148735027057737,0.0002155932247609131,0.007705570463440012,-0.0005236903811167997,0.003720461449112711,0.0032496127873745,0.001974457262793902,-0.0008843205718780976,0.008386673884313637,0.0007433641222218866,-0.003929373140259595
hovering,30.0,0.0,0.1568202815515445,0.06265460987518458,-0.002649921808319266,0.001361685412929478,0.006368287460314214,-0.00164352714224231,0.04408716630810028,0.008142058215237048,0.001025762213878761,0.01078211375822077,0.005494866212376216,-0.01259909384480346,0.01066031437513745,0.006125251090958674,0.01231620559078807,0.0116330115481109,0.005228085885367293,-0.001577638946722409,0.01272578763614905,0.003752709637362287,-0.001571798336430788,0.01172946859381795,0.005165722223652539,0.00122164011087815,0.0126466477552864,0.003356283755406037,0.0005550288052773027,0.009319524690589456,0.01120214627359966,-0.000268761986504188,0.004885894579316673,0.003166444769303368,0.002395788484918905,0.0110613416272275,0.0008169585015231235,0.004141387727015499,0.004777889159421117,0.003014477846209245,-0.002712669995552021,0.01114943610723743,0.0008213180038748927,-0.003932244488820773
hovering,40.0,0.0,0.1856636953268149,0.08239008610635323,-0.007157545023060314,0.006892699888080831,0.009515817161735897,-6.958397542165511e-06,0.04405846093307806,0.01455996359931083,-0.001630386767614613,0.01306816814984023,0.009940139048275601,-0.01430806345833434,0.01150241243937514,0.009274030613235252,0.01147671964157246,0.012659665918566,0.0044965383001361,-0.00261814333853215,0.01343398280778532,0.003604525341287369,-0.00386617626035102,0.01216815216279374,0.004146217426497468,0.002508268656965879,0.01317735134157155,0.002792995877274663,0.002408155915634098,0.01697702672066086,0.01164246165464588,-0.001739970900913449,0.008313305067581116,0.005170116998954315,0.001763260455965022,0.01380278420297322,0.002010561436065131,0.002814342721580588,0.006588507363944811,0.003774349414538762,-0.0009081934074470778,0.01302117833056398,0.001462369234395985,-0.003050399884043548
