        X       Y       Z
	----	----	----
C1	184.6	40.2	-63.8
C2	187.0	42.0	-83.6
C3	180.2	56.8	-116.2
C4	136.6	63.4	-80.0
C5	138.1	66.2	-107.1
C6	108.3	33.1	-66.9
C7	106.7	20.1	-96.3
C8	110.8	40.2	-121.7
C9	175.6	-28.9	-46.9
C10	191.2	-16.6	-92.4
C11	172.9	-32.4	-105.4
C12	192.4	-18.7	-142.3
C14	143.2	-29.6	-159.0
C15	119.5	-16.8	-116.5
C16	113.6	-11.9	-75.1
